STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	
4127	WorldNpc02528	story_4127_1	storymenu_4127_1	9607	0	storyinfo_4127	9	24472		
4127	WorldNpc02528	story_4127_2	storymenu_4127_2	9607	0	storyinfo_4127	9	24472		
4128	WorldNpc02533	story_4128_1	storymenu_4128_1	9607	0	storyinfo_4128	9	24474		
4128	WorldNpc02533	story_4128_2	storymenu_4128_2	9607	0	storyinfo_4128	9	24474		
4130	WorldNpc02528	story_4130_1	storymenu_4130_1	9607	0	storyinfo_4130	9	24494		
4130	WorldNpc02528	story_4130_2	storymenu_4130_2	9607	0	storyinfo_4130	9	24494		
4131	WorldNpc02533	story_4131_1	storymenu_4131_1	9607	0	storyinfo_4131	9	24495		
4131	WorldNpc02533	story_4131_2	storymenu_4131_2	9607	0	storyinfo_4131	9	24495		
4131	WorldNpc02533	story_4131_3	storymenu_4131_3	9607	0	storyinfo_4131	9	24495		
4132	WorldNpc06163	story_4132_1	storymenu_4132_1	9607	0	storyinfo_4132	22	24499		
4132	WorldNpc06163	story_4132_2	storymenu_4132_2	9607	0	storyinfo_4132	22	24499		
4133	WorldNpc06131	story_4133_1	storymenu_4133_1	9607	0	storyinfo_4133	22	24501		
4133	WorldNpc06131	story_4133_2	storymenu_4133_2	9607	0	storyinfo_4133	22	24501		
4133	WorldNpc06131	story_4133_3	storymenu_4133_3	9607	0	storyinfo_4133	22	24501		
4133	WorldNpc06131	story_4133_4	storymenu_4133_4	9607	0	storyinfo_4133	22	24501		
4133	WorldNpc06131	story_4133_5	storymenu_4133_5	9607	0	storyinfo_4133	22	24501		
4133	WorldNpc06131	story_4133_6	storymenu_4133_6	9607	0	storyinfo_4133	22	24501		
4134	WorldNpc06131	story_4134_1	storymenu_4134_1	9607	0	storyinfo_4134	22	24505		
4134	WorldNpc06131	story_4134_2	storymenu_4134_2	9607	0	storyinfo_4134	22	24505		
4135	WorldNpc06128	story_4135_1	storymenu_4135_1	9607	0	storyinfo_4135	22	24511		
4135	WorldNpc06128	story_4135_2	storymenu_4135_2	9607	0	storyinfo_4135	22	24511		
4136	WorldNpc06128	story_4136_1	storymenu_4136_1	9607	0	storyinfo_4136	22	24520		
4136	WorldNpc06128	story_4136_2	storymenu_4136_2	9607	0	storyinfo_4136	22	24520		
4138	WorldNpc02476	story_4138_1	storymenu_4138_1	9607	0	storyinfo_4138	9	24525		
4138	WorldNpc02476	story_4138_2	storymenu_4138_2	9607	0	storyinfo_4138	9	24525		
4140	WorldNpc02437	story_4140_1	storymenu_4140_1	9607	0	storyinfo_4140	9	24547		
4140	WorldNpc02437	story_4140_2	storymenu_4140_2	9607	0	storyinfo_4140	9	24547		
4141	WorldNpc02437	story_4141_1	storymenu_4141_1	9607	0	storyinfo_4141	9	24559		
4141	WorldNpc02437	story_4141_2	storymenu_4141_2	9607	0	storyinfo_4141	9	24559		
4142	WorldNpc02434	story_4142_1	storymenu_4142_1	9607	0	storyinfo_4142	9	24561		
4142	WorldNpc02434	story_4142_2	storymenu_4142_2	9607	0	storyinfo_4142	9	24561		
4143	WorldNpc02429	story_4143_1	storymenu_4143_1	9607	0	storyinfo_4143	9	24567		
4143	WorldNpc02429	story_4143_2	storymenu_4143_2	9607	0	storyinfo_4143	9	24567		
4143	WorldNpc02429	story_4143_3	storymenu_4143_3	9607	0	storyinfo_4143	9	24567		
4144	WorldNpc02452	story_4144_1	storymenu_4144_1	9607	0	storyinfo_4144	9	24600		
4144	WorldNpc02452	story_4144_2	storymenu_4144_2	9607	0	storyinfo_4144	9	24600		
4145	WorldNpc02453	story_4145_1	storymenu_4145_1	9607	0	storyinfo_4145	9	24614		
4145	WorldNpc02453	story_4145_2	storymenu_4145_2	9607	0	storyinfo_4145	9	24614		
4146	WorldNpc02453	story_4146_1	storymenu_4146_1	9607	0	storyinfo_4146	9	24618		
4146	WorldNpc02453	story_4146_2	storymenu_4146_2	9607	0	storyinfo_4146	9	24618		
4146	WorldNpc02453	story_4146_3	storymenu_4146_3	9607	0	storyinfo_4146	9	24618		
4147	WorldNpc04811	story_4147_1	storymenu_4147_1	9607	0	storyinfo_4147	11	24667		
4147	WorldNpc04811	story_4147_2	storymenu_4147_2	9607	0	storyinfo_4147	11	24667		
4147	WorldNpc04811	story_4147_3	storymenu_4147_3	9607	0	storyinfo_4147	11	24667		
4148	FuncNpc00601	story_4148_1	storymenu_4148_1	9607	0	storyinfo_4148	17	24721		
4148	FuncNpc00601	story_4148_2	storymenu_4148_2	9607	0	storyinfo_4148	17	24721		
4149	WorldNpc09800	story_4149_1	storymenu_4149_1	9607	0	storyinfo_4149	17	24729		
4149	WorldNpc09800	story_4149_2	storymenu_4149_2	9607	0	storyinfo_4149	17	24729		
4149	WorldNpc09800	story_4149_3	storymenu_4149_3	9607	0	storyinfo_4149	17	24729		
4150	WorldNpc02604	story_4150_1	storymenu_4150_1	9607	0	storyinfo_4150	10	24734		
4150	WorldNpc02604	story_4150_2	storymenu_4150_2	9607	0	storyinfo_4150	10	24734		
4151	WorldNpc02619	story_4151_1	storymenu_4151_1	9607	0	storyinfo_4151	10	24736		
4151	WorldNpc02619	story_4151_2	storymenu_4151_2	9607	0	storyinfo_4151	10	24736		
4151	WorldNpc02619	story_4151_3	storymenu_4151_3	9607	0	storyinfo_4151	10	24736		
4153	WorldNpc02706	story_4153_1	storymenu_4153_1	9607	0	storyinfo_4153	10	24739		
4153	WorldNpc02706	story_4153_2	storymenu_4153_2	9607	0	storyinfo_4153	10	24739		
4155	WorldNpc02711	story_4155_1	storymenu_4155_1	9607	0	storyinfo_4155	10	24750		
4155	WorldNpc02711	story_4155_2	storymenu_4155_2	9607	0	storyinfo_4155	10	24750		
4112	WorldNpc06540	story_4112_1	storymenu_4112_1	9607	0	storyinfo_4112	20	24334		
4112	WorldNpc06540	story_4112_2	storymenu_4112_2	9607	0	storyinfo_4112	20	24334		
4056	WorldNpc02432	story_4056_1	storymenu_4056_1	9607	0	storyinfo_4056	9	24535		
4056	WorldNpc02432	story_4056_2	storymenu_4056_2	9607	0	storyinfo_4056	9	24535		
4056	WorldNpc02432	story_4056_3	storymenu_4056_3	9607	0	storyinfo_4056	9	24535		
4091	WorldNpc06113	story_4091_1	storymenu_4091_1	9607	0	storyinfo_4091	22	24185		
4091	WorldNpc06113	story_4091_2	storymenu_4091_2	9607	0	storyinfo_4091	22	24185		
4007	FuncNpc00003	story_4007_1	storymenu_4007_1	9607	0	storyinfo_4007	1			
4007	FuncNpc00003	story_4007_2	storymenu_4007_2	9607	0	storyinfo_4007	1			
4001	WorldNpc00002	story_4001_1	storymenu_4001_1	9607	0	storyinfo_4001	1	24003		
4001	WorldNpc00002	story_4001_2	storymenu_4001_2	9607	0	storyinfo_4001	1	24003		
4001	WorldNpc00002	story_4001_3	storymenu_4001_3	9607	0	storyinfo_4001	1	24003		
4006	WorldNpc00017	story_4006_1	storymenu_4006_1	9607	0	storyinfo_4006	1	24034		
4006	WorldNpc00017	story_4006_2	storymenu_4006_2	9607	0	storyinfo_4006	1	24034		
4006	WorldNpc00017	story_4006_3	storymenu_4006_3	9607	0	storyinfo_4006	1	24034		
4006	WorldNpc00017	story_4006_4	storymenu_4006_4	9607	0	storyinfo_4006	1	24034		
4006	WorldNpc00017	story_4006_5	storymenu_4006_5	9607	0	storyinfo_4006	1	24034		
4006	WorldNpc00017	story_4006_6	storymenu_4006_6	9607	0	storyinfo_4006	1	24034		
4518	WorldNpc00010	story_4518_1	storymenu_4518_1	9607		storyinfo_4518	1	24015		
4518	WorldNpc00010	story_4518_2	storymenu_4518_2	9607		storyinfo_4518	1	24015		
4518	WorldNpc00010	story_4518_3	storymenu_4518_3	9607		storyinfo_4518	1	24015		
4004	WorldNpc00047	story_4004_1	storymenu_4004_1	9607	0	storyinfo_4004	1	24022	ty_turn_orz	
4004	WorldNpc00047	story_4004_2	storymenu_4004_2	9607	0	storyinfo_4004	1	24022	ty_turn_orz	
4004	WorldNpc00047	story_4004_3	storymenu_4004_3	9607			1	24022	ty_turn_orz	
4157	FuncNpc00001	story_4157_1	storymenu_4157_1	9607		storyinfo_4157	1	"2,402,924,028"		
4157	FuncNpc00001	story_4157_2	storymenu_4157_2	9607		storyinfo_4157	1	"2,402,924,028"		
4157	FuncNpc00001	story_4157_3	storymenu_4157_3	9607		storyinfo_4157	1	"2,402,924,028"		
4157	FuncNpc00001	story_4157_4	storymenu_4157_4	9607		storyinfo_4157	1	"2,402,924,028"		
4010	WorldNpc02605	story_4010_1	storymenu_4010_1	9607	0	storyinfo_4010	10			
4010	WorldNpc02605	story_4010_2	storymenu_4010_2	9607	0	storyinfo_4010	10			
4011	WorldNpc02611	story_4011_1	storymenu_4011_1	9607	0	storyinfo_4011	10			
4011	WorldNpc02611	story_4011_2	storymenu_4011_2	9607	0	storyinfo_4011	10			
4011	WorldNpc02611	story_4011_3	storymenu_4011_3	9607	0	storyinfo_4011	10			
4521	WorldNpc02611	story_4521_1	storymenu_4521_1	9607	0	storyinfo_4521	10	24088		
4521	WorldNpc02611	story_4521_2	storymenu_4521_2	9607	0	storyinfo_4521	10	24088		
4522	WorldNpc00020	story_4522_1	storymenu_4522_1	9607		storyinfo_4522	1	24050		
4522	WorldNpc00020	story_4522_2	storymenu_4522_2	9607		storyinfo_4522	1	24050		
4008	WorldNpc00012	story_4008_1	storymenu_4008_1	9607	0	storyinfo_4008	1			
4008	WorldNpc00012	story_4008_2	storymenu_4008_2	9607	0	storyinfo_4008	1			
4008	WorldNpc00012	story_4008_3	storymenu_4008_3	9607	0	storyinfo_4008	1			
4008	WorldNpc00012	story_4008_4	storymenu_4008_4	9607	0	storyinfo_4008	1			
4009	FuncNpc00003	story_4009_1	storymenu_4009_1	9607	0	storyinfo_4009	1			
4009	FuncNpc00003	story_4009_2	storymenu_4009_2	9607	0	storyinfo_4009	1			
4009	FuncNpc00003	story_4009_3	storymenu_4009_3	9607	0	storyinfo_4009	1			
4009	FuncNpc00003	story_4009_4	storymenu_4009_4	9607	0	storyinfo_4009	1			
4080	WorldNpc00021	story_4080_1	storymenu_4080_1	9607	0	storyinfo_4080	1	24053		
4080	WorldNpc00021	story_4080_2	storymenu_4080_2	9607	0	storyinfo_4080	1	24053		
4526	FuncNpc00004	story_4526_1	storymenu_4526_1	9607		storyinfo_4526	1	24051		
4526	FuncNpc00004	story_4526_2	storymenu_4526_2	9607		storyinfo_4526	1	24051		
4526	FuncNpc00004	story_4526_3	storymenu_4526_3	9607		storyinfo_4526	1	24051		
4527	WorldNpc00016	story_4527_1	storymenu_4527_1	9607		storyinfo_4527	1	24052		
4527	WorldNpc00016	story_4527_2	storymenu_4527_2	9607		storyinfo_4527	1	24052		
4527	WorldNpc00016	story_4527_3	storymenu_4527_3	9607		storyinfo_4527	1	24052		
4520	WorldNpc02639	story_4520_1	storymenu_4520_1	9607	0	storyinfo_4520	10			
4520	WorldNpc02639	story_4520_2	storymenu_4520_2	9607	0	storyinfo_4520	10			
4529	em535	story_4529_1	storymenu_4529_1	9607		storyinfo_4529	10	24085		
4529	em535	story_4529_2	storymenu_4529_2	9607		storyinfo_4529	10	24085		
4529	em535	story_4529_3	storymenu_4529_3	9607		storyinfo_4529	10	24085		
4524	WorldNpc00022	story_4524_1	storymenu_4524_1	9607	0	storyinfo_4524	1	24066		
4524	WorldNpc00022	story_4524_2	storymenu_4524_2	9607	0	storyinfo_4524	1	24066		
4523	world_qy_qdz002				0		1			
4523	world_qy_qdz002				0		1			
4530	em535	story_4530_1	storymenu_4530_1	9607		storyinfo_4530	10	24087		
4530	em535	story_4530_2	storymenu_4530_2	9607		storyinfo_4530	10	24087		
4156	WorldNpc02610	story_4156_1	storymenu_4156_1	9607	0	storyinfo_4156	10			
4156	WorldNpc02610	story_4156_2	storymenu_4156_2	9607	0	storyinfo_4156	10			
4519	WorldNpc02768	story_4519_1	storymenu_4519_1	9607	0	storyinfo_4519	10			
4519	WorldNpc02768	story_4519_2	storymenu_4519_2	9607	0	storyinfo_4519	10			
4525	em002	story_4525_1	storymenu_4525_1	9607	0	storyinfo_4525	10			
4525	em002	story_4525_2	storymenu_4525_2	9607	0	storyinfo_4525	10			
4532	em560	story_4532_1	storymenu_4532_1	9607	0	storyinfo_4532	10	24089		
4532	em560	story_4532_2	storymenu_4532_2	9607	0	storyinfo_4532	10	24089		
4533	em561	story_4533_1	storymenu_4533_1	9607	0	storyinfo_4533	10			
4533	em561	story_4533_2	storymenu_4533_2	9607	0	storyinfo_4533	10			
4531	em002	story_4531_1	storymenu_4531_1	9607	0	storyinfo_4531	10	24076		
4531	em002	story_4531_2	storymenu_4531_2	9607	0	storyinfo_4531	10	24076		
4528	WorldNpc02610	story_4528_1	storymenu_4528_1	9607		storyinfo_4528	10	24074		
4528	WorldNpc02610	story_4528_2	storymenu_4528_2	9607		storyinfo_4528	10	24074		
4534	zx_fhs_006	story_4534_1	storymenu_4534_1	9607		storyinfo_4534	595	24096		
4535	zx_fhs_007	story_4535_1	storymenu_4535_1	9607		storyinfo_4535	595	24096		
4536	zx_fhs_012	story_4536_1	storymenu_4536_1	9607		storyinfo_4536	595	24098		
4537	zx_fhs_016	story_4537_1	storymenu_4537_1	9607		storyinfo_4537	595	24100		
4539	312312					storyinfo_4539	595	24103		
4540	zx_fhs_028	story_4540_1	storymenu_4540_1	9607		storyinfo_4540	595			
4358	zx_fhs_020	story_4358_1	storymenu_4358_1	9607		storyinfo_4358	595	24101		
4358	zx_fhs_020	story_4358_2	storymenu_4358_2	9607		storyinfo_4358	595			24104
4358	zx_fhs_020	story_4358_3	storymenu_4358_3	9607		storyinfo_4358	595			
4358	zx_fhs_020	story_4358_4	storymenu_4358_4	9607		storyinfo_4358	595			
4538	zx_fhs_024	story_4538_1	storymenu_4538_1	9607		storyinfo_4538	595	24103		
4538	zx_fhs_024	story_4538_2	storymenu_4538_2	9607		storyinfo_4538	595	24103		
