NPC±àºÅ	¶ÔÏóÀàĞÍ	Ãû³Æ	Ä£ĞÍ±àºÅ	Í·Ïñ	NPCÀàĞÍ	NPCÖÖÀàID	ÏìÓ¦·¶Î§	Ñ¡Ôñ²Ù×÷·ÖÀà	Êó±êĞÎ×´	½Å±¾±àºÅ	²É¼¯·¶Î§	²É¼¯Ê±ÌØĞ§Ãû	²É¼¯ºóÌØĞ§Ãû	²É¼¯ºóÌØĞ§³ÖĞøÊ±¼ä£¨ºÁÃë£©	²É¼¯¶¯×÷Ãû	Ë¢ĞÂÊ±¼ä£¨ms£©	¶ÁÌõÊ±¼ä(ms)	²É¼¯ÀàĞÍ	²ÎÊı1	²ÎÊı2	»ØÊÕ	µôÂä	²É¼¯µØµã	×î¶à¿É²É¼¯´ÎÊı	ÌåÁ¦	¹¤¾ßÏŞÖÆID£¨²»ÌîĞ´±íÊ¾Ã»ÓĞÏŞÖÆ£©	¶àÈËÍ¬Ê±²É¼¯£¨Ìî1ÔÊĞí£©	AI±à¼­°ü	´æÔÚÊ±¼ä
Gather00071b	MineNpc	ĞÅºí	npc\monster129	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017		3000	1	44136	1		useitem_77b		1					
Gather00072b	MineNpc	Ì¿Â¯	npc\itemnpc225	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3																		
Gather00073b	MineNpc	Ö½	npc\itemnpc164	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3																		
Gather00074b	MineNpc	ÊŞÀ¸	npc\fbmac00516	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3																		
Gather00075b	MineNpc	ĞÅºíÉá	npc\itemnpc083	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3																		
Gather00076b	MineNpc	²ØÊé¸óÊé¼®	npc\itemnpc048	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017		10000	1	40493	2				100000000					
Gather00077b	MineNpc	²ØÊé¸óÊé¼®	npc\itemnpc049	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017		10000	1	40493	3				100000000					
Gather00078b	MineNpc	´óÏä×Ó	npc\itemboxnpc001	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017		5000	1	40500	1		useitem_80b		1					
Gather00079b	MineNpc	Ò©²İ	npc\itemnpc051	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017		5000	1	40507	0		taskitem_120b		1					
Gather00080b	MineNpc	²İÏ¯	npc\itemnpc031	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017		3000	1	40511	1		useitem_81b		1					
Gather00082b	MineNpc	ÆßÒ¶»Æ	npc\cj_150200	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017		5000	1	22290	0		taskitem_122b		1					
Gather00083b	MineNpc	Ò©ºĞ	npc\itemboxnpc001	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017		7000	1	22292	0		taskitem_123b		100000000					
Gather00084b	MineNpc	×°ÓĞ²ÆÎïµÄ°ü¹ü	npc\itemnpc428	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017		5000	1	22294	0		taskitem_124b		1					
Gather00085b	MineNpc	´óÊ¯Í·	npc\itemnpc075	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017		7000	1	22309	2		useitem_83b		100000000					
Gather00086b	MineNpc	Ò»Ì³¾Æ	npc\itemnpc001	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017		3000	1	22326	0		taskitem_131b		1					
Gather00087b	MineNpc	¾Æ¸×	npc\itemnpc060	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017			1											
Gather00088b	MineNpc	Á¸²İ¶Ñ	npc\itemnpc032	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3	light_move_98	light_move_112	3000	interact017		5000	1	22328	1				1					
Gather00089b	MineNpc	·çóİ	npc\itemnpc160	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017		5000	1	85067	0		taskitem_133b		1					
Gather00090b	MineNpc	»õÎï	npc\itemboxnpc001	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017		5000	1	85065	0		taskitem_134b		1					
Gather00091b	MineNpc	½ğ´´²İ	npc\itemnpc054	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017		5000	1	85069	0		taskitem_135b		1					
Gather00092b	MineNpc	¹··à	npc\itemnpc087	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017		5000	1	85064	0		taskitem_136b		1					
Gather00093b	MineNpc	µ¾Ëë	npc\itemnpc211	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017		5000	1	85011	0		taskitem_137b		1					
Gather00094b	MineNpc	ÖíÁı²İ	npc\itemnpc209	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017		5000	1	85017	0		taskitem_138b		1					
Gather00095b	MineNpc	Ë¿½í	npc\itemnpc160	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017		5000	1	84969	0		taskitem_139b		1					
Gather00096b	MineNpc	Á¸Ê³	npc\itemnpc172	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017		5000	1	85011	0		taskitem_140b		1					
Gather00097b	MineNpc	ÎŞÃû»¨	npc\itemnpc220	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017		5000	1	84964	0		taskitem_141b		1					
Gather00098b	MineNpc	ËæÉíÖ®Îï	npc\itemnpc170	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017		5000	1	84955	0		taskitem_142b		1					
Gather00099b	MineNpc	Ò°¹û	npc\itemnpc166	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017		5000	1	84957	0		taskitem_143b		100000000					
Gather00100b	MineNpc	Êé²á	npc\itemnpc049	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017		5000	1	84962	0		taskitem_144b		1					
Gather00101b	MineNpc	ëÙÖ¬ºĞ	npc\itemboxnpc001	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017		5000	1	84951	0		taskitem_145b		1					
Gather00102b	MineNpc	ÂÜ²·	npc\itemnpc222	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017		5000	1	85113	0		taskitem_146b		1					
Gather00103b	MineNpc	Ä¾ÁÏ	npc\itemnpc038	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017		5000	1	84963	0		taskitem_147b		1					
Gather00104b	MineNpc	¶ìÂÑÊ¯	npc\itemnpc207	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017		5000	1	85014	0		taskitem_148b		1					
Gather00105b	MineNpc	·äÃÛ	npc\itemnpc003	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017		5000	1	85013	0		taskitem_149b		1					
Gather00106b	MineNpc	µ¾²İ	npc\itemnpc213	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017		5000	1	85066	0		taskitem_150b		1					
Gather00107b	MineNpc	¶ªÊ§µÄÆå×Ó	npc\itemnpc485	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017		5000	1	85064	0		taskitem_151b		1					
Gather00108b	MineNpc	ĞÂÏÊµÄ²èÒ¶	npc\itemnpc209	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017		5000	1	84964	0		taskitem_152b		1					
Gather00109b	MineNpc	ÆæÒìµÄ»¨	npc\itemnpc212	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017		5000	1	85062	0		taskitem_153b		1					
Gather00110b	MineNpc	¼ÒÊé	npc\itemnpc047	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017		5000	1	84968	0		taskitem_154b		1					
Gather00111b	MineNpc	Ñª¾«²İ	npc\itemnpc228	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017		5000	1	85017	0		taskitem_155b		1					
Gather00112b	MineNpc	Ñü¼äÁîÅÆ	npc\itemnpc129	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017		5000	1	85065	0		taskitem_156b		1					
Gather00113b	MineNpc	ºìÍ­	npc\itemnpc208	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017		5000	1	85117	0		taskitem_157b		1					
Gather00114b	MineNpc	Ä¾¶ú	npc\itemnpc214	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017		5000	1	85113	0		taskitem_158b		1					
Gather00115b	MineNpc	°ü¹ü	npc\itemboxnpc001	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017		5000	1	84965	0		taskitem_159b		1					
Gather00116b	MineNpc	×ÏÇç»¨	npc\itemnpc212	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017		5000	1	85010	0		taskitem_160b		1					
Gather00117b	MineNpc	Ïä×Ó	npc\itemboxnpc001	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017		5000	1	85115	0		taskitem_161b		1					
Gather00118b	MineNpc	Ä¾¿é	npc\itemnpc038	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017		5000	1	85013	0		taskitem_162b		1					
Gather00119b	MineNpc	Ñ©Á«	npc\itemnpc200	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017		5000	1	85112	0		taskitem_163b		1					
Gather00120b	MineNpc	ÒÂ·ş	npc\itemnpc136	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017		5000	1	85015	0		taskitem_164b		1					
Gather00121b	MineNpc	ºÉÒ¶	npc\itemnpc224	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017		5000	1	85114	0		taskitem_165b		1					
Gather00122b	MineNpc	ÖñËñ	npc\itemnpc223	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017		5000	1	85113	0		taskitem_166b		1					
Gather00123b	MineNpc	Ö¹Ñª²İ	npc\itemnpc168	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017		5000	1	85112	0		taskitem_167b		1					
Gather00124b	MineNpc	Ò°²İ	npc\itemnpc168	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017		5000	1	85111	0		taskitem_168b		1					
Gather00125b	MineNpc	Ááçç¹û	npc\itemnpc219	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017		5000	1	85110	0		taskitem_169b		1					
Gather00126b	MineNpc	²¼ÍŞÍŞ	npc\itemnpc483	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017		5000	1	85068	0		taskitem_170b		1					
Gather00127b	MineNpc	ĞÓºì»¨	npc\itemnpc166	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017		5000	1	85017	0		taskitem_171b		1					
Gather00128b	MineNpc	¸ÊÀ¼²İ	npc\itemnpc168	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017		5000	1	85069	0		taskitem_172b		1					
Gather00129b	MineNpc	ÑÌ»¨	npc\itemnpc201	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017		5000	1		0									
Gather00130b	MineNpc	Ïä×Ó	npc\itemboxnpc001	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017		5000	1		0									
Gather00131b	MineNpc	¶ú»·	npc\itemnpc170	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017		5000	1		0									
Gather00132b	MineNpc	ÖÜÎ§	npc\itemnpc171	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017		5000	1		0									
Gather00133b	MineNpc	¾Æ	npc\itemnpc001	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017		5000	1		0									
Gather00134b	MineNpc	Ç½ÉÏ	npc\itemnpc23	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017		5000	1	85087	0									
Gather00135b	MineNpc	Ä¾²ñ	npc\itemnpc038	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017		5000	1		0									
Gather00136b	MineNpc	µñÏñ	npc\itemnpc071	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017		5000	1		0									
Gather00137b	MineNpc	Ïä×Ó	npc\itemboxnpc001	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017		5000	1		0									
Gather00138b	MineNpc	Îå¶¾²İ	npc\cj_106020c	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017		5000	1	81302	0		taskitem_184b		1					
Gather00139b	MineNpc	É½Ò©²İ	npc\cj_160050	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017		5000	1	81303	0		taskitem_185b		1					
Gather00140b	MineNpc	Ç§²ãµ¾	npc\cj_040051	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017		5000	1	81304	0		taskitem_186b		1					
Gather00141b	MineNpc	ĞÅ¼ş	npc\itemnpc201	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017		5000	1	81306	0		taskitem_188b		1					
Gather00142b	MineNpc	Ò°²Ë	npc\cj_041210a	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017		5000	1	81307	0		taskitem_189b		1					
Gather00143b	MineNpc	·¼»ª²İ	npc\itemnpc452	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017		5000	1	81309;81370	0		taskitem_190b		1					
Gather00144b	MineNpc	è«Ç¬²İ	npc\itemnpc219	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017		5000	1	81311	0		taskitem_192b		1					
Gather00145b	MineNpc	ÆßÏÒ»¨	npc\itemnpc209	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017		5000	1	81314;81368	0		taskitem_193b		1					
Gather00146b	MineNpc	ĞĞÀîÏä×Ó	npc\itemnpc005	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017		5000	1	81317	0		taskitem_194b		1					
Gather00147b	MineNpc	Ä¾²ñ	npc\itemnpc038	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017		5000	1	81318	0		taskitem_195b		1					
Gather00148b	MineNpc	ÃÛ¹û	npc\itemnpc174	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017		5000	1	81319	0		taskitem_196b		1					
Gather00149b	MineNpc	²ñ¶Ñ	npc\itemnpc431	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017		5000	1		0				1					
Gather00150b	MineNpc	Ä¢¹½	npc\itemnpc440	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017		5000	1	81320	0		taskitem_197b		1					
Gather00151b	MineNpc	Çà²Ë	npc\itemnpc011	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017		5000	1	81320	0		taskitem_198b		1					
Gather00152b	MineNpc	×ÏÌá¹û	npc\cj_040049	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017		5000	1	81321	0		taskitem_199b		1					
Gather00153b	MineNpc	Ä¢¹½	npc\itemnpc446	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017		5000	1	81352	0		taskitem_197b		1					
Gather00154b	MineNpc	¶ìµ°	npc\itemnpc227	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017		5000	1	81353	0		taskitem_201b		1					
Gather00155b	MineNpc	²¼´ü×Ó	npc\itemnpc439	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017		5000	1	81354	0		taskitem_202b		1					
Gather00156b	MineNpc	ÎåĞĞ±¦Ïä	npc\itemboxnpc003	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017		5000	1	81357	0		taskitem_204b		1					
Gather00157b	MineNpc	Ïã	npc\itemnpc041	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017		5000	1	81359	0		taskitem_205b		1					
Gather00158b	MineNpc	É®ÒÂ	npc\itemnpc136	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017		5000	1	81361	0		taskitem_206b		1					
Gather00159b	MineNpc	°×Ó¨ÕäÖé	npc\cj_101012	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017		5000	1	81367	0		taskitem_208b		1					
Gather00160b	MineNpc	Ü°À¼»¨	npc\itemnpc204	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017		5000	1	81370	0		taskitem_209b		1					
Gather00161b	MineNpc	·ØÄ¹	npc\itemnpc134	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017		5000	1		0				1					
Gather00162b	MineNpc	ÌÒÊ÷	npc\itemnpc210	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017		5000	1	81402	0		taskitem_211b		10000000					
Gather00163b	MineNpc	´óÊ¯Í·	npc\cj020100	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017		5000	1	81403	0		taskitem_212b		1					
Gather00164b	MineNpc	»¨²¼	npc\itemnpc160	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017		5000	1	81404	0		taskitem_213b		1					
Gather00165b	MineNpc	·çÁå	npc\itemnpc022	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017		5000	1	81409	0		taskitem_217b		1					
Gather00166b	MineNpc	Å®×ÓÒÂ·ş	npc\itemnpc136	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017		5000	1	81414	0		taskitem_218b		1					
Gather00167b	MineNpc	Öì¸ÊÒ¶	npc\cj_040001	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017		5000	1	81417	0		taskitem_219b		1					
Gather00168b	MineNpc	ÓñÊ¯	npc\cj_102021	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017		5000	1	81418	0		taskitem_220b		1					
Gather00169b	MineNpc	ÁúÑª¹û	npc\cj_ts0002b	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017		5000	1	81419	0		taskitem_221b		1					
Gather00170b	MineNpc	Áåîõ	npc\itemnpc022	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017		5000	1	81420	0		taskitem_222b		1					
Gather00171b	MineNpc	Ë¿ÅÁ	npc\itemnpc160	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017		5000	1	81420	0		taskitem_223b		1					
Gather00172b	MineNpc	Å®×Ó²¼Ğ¬	npc\itemnpc136	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017		5000	1	81421	0		taskitem_224b		1					
Gather00173b	MineNpc	ºÉ»¨	npc\cj_150300	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017		5000	1	81452	0		taskitem_226b		1					
Gather00174b	MineNpc	¾­Êé	npc\itemnpc021	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017		5000	1	81453	0		taskitem_227b		1					
Gather00175b	MineNpc	Ê¯±®	npc\itemnpc070	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017		5000	1	81454	0	taskitem_228b	taskitem_229b		10000000					
Gather00176b	MineNpc	·¼»ª²İ	npc\cj_150200	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017		5000	1	81457	0		taskitem_190b		1					
Gather00177b	MineNpc	×ÏĞù¹û	npc\cj_ts0002b	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017		5000	1	81459	0		taskitem_232b		1					
Gather00178b	MineNpc	¹­¼ı	npc\itemnpc160	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017		5000	1	81461	0		taskitem_234b		1					
Gather00179b	MineNpc	½ğÁ«»¨	npc\itemnpc224	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017		5000	1	81464	0		taskitem_235b		1					
Gather00180b	MineNpc	Ç§ÀïÏã	npc\cj_040003	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017		5000	1	81467	0		taskitem_236b		1					
Gather00181b	MineNpc	Ë®Ôå	npc\cj_040003	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017		5000	1	81468	0		taskitem_237b		1					
Gather00182b	MineNpc	·¼¾«²İ	npc\cj_041160a	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017		5000	1	81469	0		taskitem_238b		1					
Gather00183b	MineNpc	ÄîÖé	npc\itemnpc160	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017		5000	1	81470	0		taskitem_239b		1					
Gather00184b	MineNpc	Ò»Ö¸²İ	npc\cj_040040	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017		5000	1	81470	0		taskitem_240b		1					
Gather00185b	MineNpc	´óÊ¯Í·	npc\cj020100	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017		5000	1											
Gather00186b	MineNpc	½ğ·ğÏñ	npc\itemnpc072	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017		5000	1	81471	0		taskitem_242b		1					
Gather00187b	MineNpc	Ä¾¶Ñ	npc\itemnpc038	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017		5000	1	28006	0		taskitem_244b		99999			1		
Gather00188b	MineNpc	ÀÏÉ½²Î	npc\itemnpc401	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017		5000	1	28013	0		taskitem_245b		99999			1		
Gather00189b	MineNpc	´óÊ÷	npc\itemnpc444	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact007b		5000	1	28014	0		taskitem_246b		10000000					
Gather00190b	MineNpc	Ò©²İ	npc\itemnpc054	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017		5000	1	28030	0		taskitem_247b		1					
Gather00191b	MineNpc	³ÈÉ«¶ìÂÑÊ¯	npc\itemnpc480	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017		5000	1	28038	0		taskitem_251b		1					
Gather00192b	MineNpc	¾ŞÉß¹û	npc\itemnpc166	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017		5000	1	28067	0		taskitem_256b		1					
Gather00193b	MineNpc	Ïä×Ó	npc\itemnpc005a	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017		5000	1	28100	1		taskitem_259b		1					
Gather00194b	MineNpc	Ö¹Ñª²İ	npc\itemnpc204	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017		5000	1	28114	0		taskitem_263b		1					
Gather00195b	MineNpc	Ò°¹û	npc\itemnpc065	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017		5000	1	28126	0		taskitem_264b		1					
Gather00196b	MineNpc	ÓñÅå	npc\itemnpc170	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017		5000	1	28157	0		taskitem_267b		1					
Gather00197b	MineNpc	¾ÆÌ³×Ó	npc\itemnpc001	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017		5000	1	28163	0		taskitem_271b		1					
Gather00198b	MineNpc	Ğ¡ºĞ×Ó	npc\itemboxnpc001	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017		5000	1	28164	1		taskitem_272b		1					
Gather00199b	MineNpc	½õºĞ	npc\itemnpc201	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017		5000	1	28165	1		taskitem_273b		1					
Gather00200b	MineNpc	¾Æ¸×	npc\itemnpc060	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017		5000	1	28166	1				10000000					
Gather00201b	MineNpc	¾Æ¸×	npc\itemnpc060	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017		5000	1	28166	2				10000000					
Gather00202b	MineNpc	¾Æ¸×	npc\itemnpc060	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017		5000	1	28166	3		useitem_138b		10000000					
Gather00203b	MineNpc	À¶ÇàÃ·	npc\itemnpc166	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017		5000	1	28169	0		taskitem_277b		1					
Gather00204b	MineNpc	Æß×ÓÀæ»¨	npc\itemnpc066	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017		5000	1	28181	0		taskitem_279b		1					
Gather00205b	MineNpc	»¬×Ï³µ	npc\itemnpc064	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	10000	5000	1	24247	1		useitem_41b		1					
Gather00206b	MineNpc	´óÊ÷	npc\itemnpc169	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	10000	5000	1	28048	0		taskitem_284b		10000000					
Gather00207b	MineNpc	ÁéÖ¥	npc\itemnpc054	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	10000	5000	1	28047	1		taskitem_285b		1					
Gather00208b	MineNpc	´óÊ÷	npc\itemnpc169	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017			1		0				10000000					
Gather00209b	MineNpc	ÂäÔÆ½£	npc\itemnpc205	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	10000	5000	1	80896	0		taskitem_289b		1					
																													
																													
				icon\funcnpc\task.png					28																				
GatherNpc00216	MineNpc	Ç§ÄêÈË²Î	npc\itemnpc054	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	5000	5000	1	36472	0		taskitem_62a		1					
GatherNpc00217	MineNpc	ÕäÖé¼¦	npc\monster119	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	10000	5000	1	36438	0		taskitem_48e		1					
GatherNpc00218	MineNpc	Í¶Ê¯»ú	npc\itemnpc168	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	10000	5000	1	36467	0				1					
GatherNpc00219	MineNpc	·çË®ÃÜ±¦	npc\itemnpc201	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact041	5000	5000	1	36453	0		taskitem_32e		1					
				icon\funcnpc\task.png					28																				
				icon\funcnpc\task.png					28																				
