NPC±àºÅ	¶ÔÏóÀàÐÍ	ini×¢ÊÍÃû³Æ	NPCÆòÌÖÐÅÏ¢	±íÏÖAI°ü±àºÅ	NPCÀàÐÍ	Ñ¡Ôñ²Ù×÷	Êó±êÐÎ×´	Í£ÁôÊ±¼ä	ÊÇ·ñ×ªÉí	×ßÂ·ËÙ¶È	ÅÜ²½ËÙ¶È	ÎäÆ÷³ÖÎÕ·½Ê½	Ä£ÐÍ±àºÅ	ÐÔ±ð	Ä£ÐÍ°ë¾¶	Í¼Æ¬	³öÉú×´Ì¬	npcÉùÒô	×é³É²ÄÁÏ	ÎäÆ÷Ãû³Æ	NPCÖÖÀàID	½Å±¾±àºÅ	´¥·¢ÌØÐ§	AIÀàÐÍ	Ñ²ÂßÄ£Ê½	Ñ²Âß°ë¾¶	Â·¾¶ID	ÊÇ·ñËæ»ú³öÏÖ	ÏìÓ¦·¶Î§	ÃÅÅÉ	³ÆºÅ	¼®¹á	ÕóÓª	Ãû×Ö±íÐòºÅ	ÉúÆ½±íÐòºÅ	Éí·Ý²ÎÊý1	Éí·Ý²ÎÊý2	Éí·Ý²ÎÊý3	¶Ô»°¹æÔò	ÉúÆ½	Ìß¹Ý×¨ÓÃ¹ØÁªNPC	ÄÜ·ñÇÐ´è	Ëæ»ú¶Ô»°	ÏÂÆåÍæ¼ÒµÄ×îÐ¡µÈ¼¶	NPCÉíÉÏ¹ÒµÄÆåÆ×°ü	NPCÊÂ¼þ°ü±àºÅ	½øÈëÇÐ´èÇ°¶Ô»°	½áÊøÇÐ´èºó¶Ô»°	¿ÕÏÐ×´Ì¬¶Ô»°	Åö×²Ê±¶Ô»°	ÊµÁ¦°ü±àºÅ	¼¶±ð	ÐÞÎª¾­Ñé	¹ÖÎïÇ¿¶È	µôÂä	ÎäÆ÷ÀàÐÍ	Ëø¶¨Î»ÒÆ¹¥»÷	½û²¥ÊÜ»÷¶¯×÷	Ê°È¡È¨ÏÞÇå¿ÕÊ±¼ä	ÎÞÊ°È¡ÎïÏûÊ§Ê±¼ä	×î´óÏûÊ§Ê±¼ä	¸½¼ÓËæ»úÄÜÁ¦±àºÅ	ÆÕÍ¨¹¥»÷	¼¼ÄÜ±í	Ö÷¶¯±»¶¯	¹Ì¶¨NPCÖØÉúÊ±¼ä	µÐÈËNPC±àºÅ±í	¶ÓÓÑ±àºÅ	ÄÜ·ñ¹¥»÷	ÄÜ²»ÄÜ±»¹¥»÷	²»ÄÜ±»É±ËÀ	¹¥·À±ÈÖØ	"Õ½¶·ÆµÂÊ,ºÁÃë"	"×·»÷·¶Î§,Ã×"	ÎÞ·¨±»Ó²Ö±	Ëø¶¨¼¼ÄÜ¼ä¸ô	ÕÙ»½ID	ÕÙ»½°ë¾¶	ÕÙ»½ÀàÐÍ	±íÑÝ¸ÅÂÊ	±íÑÝÊ±¼ä	ÊÆÁ¦¹éÊô	ÊÆÁ¦¹ØÏµ±í	Õ½¶·¿ªÊ¼µÄÕÙ»½ID	NPC½»»¥Í£ÁôÊ±¼ä	ÉÌµêID	Ï´ºìÃû¹¦ÄÜ	²Ö¿âID	Ö°ÒµID	±¦Ê¯ÓÎÏ·NPC ID	½ÓÈÎÎñ±í	½»ÈÎÎñ±í	¿ÉÒÔ¼ÓÈëµÄÃÅÅÉ±í	¿É»ñµÃµÄÉí·Ý±í	¸´»îµã	Âä½Åµã	æäÕ¾	ÊäÈë¹ØÏµ°ü±àºÅ	ÊÇ·ñÓÐ¹«»á¹¦ÄÜ	°ïÅÉµØ¿é¹ºÂò	ÊÇ·ñÓÐÃÅÅÉÕ½¹¦ÄÜ	ÔËïÚ±àºÅ	ÊÇ·ñÓÐ°ïÅÉ²Ö¿â	ËùÊô°ï»áµØ¿é±àºÅ	AI±à¼­°ü	ÉÆ¶ñ²ÎÊý	Ö±½Ó´¥·¢	·ÀÓù¸ÅÂÊÊôÐÔ	µØÎ»ÆÀ·Ö	±¨¸´µÈ¼¶	±¨¸´ÊÖ¶Î	NPCÓÅÏÈÏÔÊ¾	´æÔÚÊ±¼ä
WorldNpc05328	CommonNpc	Ê¿±ø£¨Âú£©		8	99	2	2			1.25	4	hand1_1	npc\monster132			icon\monster\monster132.png					0			3	0	0			20				1			8	4	2	talkrule080402							162;173;179;205;156					1	2		1											1						1		2000	15		2000								0	10																					2			3				
WorldNpc05329	CommonNpc	Ä§½Ì¾«Èñ		8	99	2	2			1.35	4.5	hand_0	npc\fbnpc00006			icon\monster\fbnpc00006.png					0			3	0	0			20				1			6	1	1	talkrule060101							162;173;179;205;156					1	2		1											1						1		2000	15		2000								0	10																					2			5				
WorldNpc05330	CommonNpc	ÃÉ¹ÅÌ½×Ó		8	99	2	2			0.9	3.5	hand_0	npc\monster110			icon\monster\monster110.png					0			3	0	0			20				1			9	1	2	talkrule090102							162;173;179;205;156					1	2		1											1						1		2000	15		2000								0	10																					2			5				
WorldNpc05331	CommonNpc	Ê¿±ø£¨Âú£©		8	99	2	2			1.25	4	hand1_1	npc\monster132			icon\monster\monster132.png					0			3	0	0			20				1			8	4	2	talkrule080402							162;173;179;205;156					1	2		1											1						1		2000	15		2000								0	10																					2			3				
WorldNpc05332	CommonNpc	Ê¿±ø£¨Âú£©		8	99	2	2			1.25	4	hand1_1	npc\monster132			icon\monster\monster132.png					0			3	0	0			20				1			8	4	2	talkrule080402							162;173;179;205;156					1	2		1											1						1		2000	15		2000								0	10																					2			3				
WorldNpc05333	CommonNpc	Ê¿±ø£¨Âú£©		8	99	2	2			1.25	4	hand1_1	npc\worldnpc217			icon\funcnpc\worldnpc217.png					0			3	0	0			20				1			8	4	2	talkrule080402							162;173;179;205;156					1	2		1											1						1		2000	15		2000								0	10																					2			3				
WorldNpc05334	CommonNpc	Ê¿±ø£¨Âú£©		8	99	2	2			1.25	4	hand1_1	npc\worldnpc217			icon\funcnpc\worldnpc217.png					0			3	0	0			20				1			8	4	2	talkrule080402							162;173;179;205;156					1	2		1											1						1		2000	15		2000								0	10																					2			3				
WorldNpc05335	CommonNpc	½«¾ü		8	99	2	2			1.25	4	hand1_1	npc\monster036			icon\monster\monster036.png					0			3	0	0			20				1			8	3	2	talkrule080302							162;173;179;205;156					1	2		1											1						1		2000	15		2000								0	10																					2			8				
WorldNpc05336	CommonNpc	¹þÉ£		8	99	2	2			1.25	4	hand1_1	npc\monster115			icon\monster\monster115.png					0			3	0	0			20				1			9	1	2	talkrule090102							162;173;179;205;156					1	2		1											1						1		2000	15		2000								0	10																					2			5				
WorldNpc05337	CommonNpc	Ê¿±ø		8	99	2	2			1.25	4	hand1_1	npc\worldnpc217			icon\funcnpc\worldnpc217.png					0			3	0	0			20				1			8	4	2	talkrule080402							162;173;179;205;156					1	2		1											1						1		2000	15		2000								0	10																					2			3				
WorldNpc05338	CommonNpc	Ê¿±ø		8	99	2	2			1.25	4	hand1_1	npc\worldnpc217			icon\funcnpc\worldnpc217.png					0			3	0	0			20				1			8	4	2	talkrule080402							162;173;179;205;156					1	2		1											1						1		2000	15		2000								0	10																					2			3				
WorldNpc05339	CommonNpc	Ê¿±ø		8	99	2	2			1.25	4	hand1_1	npc\worldnpc217			icon\funcnpc\worldnpc217.png					0			3	0	0			20				1			8	4	2	talkrule080402							162;173;179;205;156					1	2		1											1						1		2000	15		2000								0	10																					2			3				
WorldNpc05340	CommonNpc	Ê¿±ø		8	99	2	2			1.25	4	hand1_1	npc\worldnpc217			icon\funcnpc\worldnpc217.png					0			3	0	0			20				1			8	4	2	talkrule080402							162;173;179;205;156					1	2		1											1						1		2000	15		2000								0	10																					2			3				
WorldNpc05341	CommonNpc	Ê¿±ø		8	99	2	2			1.25	4	hand1_1	npc\worldnpc217			icon\funcnpc\worldnpc217.png					0			3	0	0			20				1			8	4	2	talkrule080402							162;173;179;205;156					1	2		1											1						1		2000	15		2000								0	10																					2			3				
WorldNpc05342	CommonNpc	Ê¿±ø		8	99	2	2			1.25	4	hand1_1	npc\worldnpc217			icon\funcnpc\worldnpc217.png					0			3	0	0			20				1			8	4	2	talkrule080402							162;173;179;205;156					1	2		1											1						1		2000	15		2000								0	10																					2			3				
WorldNpc05343	CommonNpc	Ê¿±ø		8	99	2	2			1.25	4	hand1_1	npc\worldnpc217			icon\funcnpc\worldnpc217.png					0			3	0	0			20				1			8	4	2	talkrule080402							162;173;179;205;156					1	2		1											1						1		2000	15		2000								0	10																					2			3				
WorldNpc05344	CommonNpc	Ê¿±ø		8	99	2	2			1.25	4	hand1_1	npc\worldnpc217			icon\funcnpc\worldnpc217.png					0			3	0	0			20				1			8	4	2	talkrule080402							162;173;179;205;156					1	2		1											1						1		2000	15		2000								0	10																					2			3				
WorldNpc05345	CommonNpc	Ê¿±ø		8	99	2	2			1.25	4	hand1_1	npc\worldnpc217			icon\funcnpc\worldnpc217.png					0			3	0	0			20				1			8	4	2	talkrule080402							162;173;179;205;156					1	2		1											1						1		2000	15		2000								0	10																					2			3				
																								3	0	0			20																	162;173;179;205																																							10																												
																								3	0	0			20																	162;173;179;205																																							10																												
WorldNpc05346	CommonNpc	ÔÆÓÎÀÏµÀ		8	99	2	2			1.25	4	hand1_1	npc\worldnpc197			icon\funcnpc\worldnpc197.png					0			3	0	0			20				1			7	7	1	talkrule070701							162;173;179;205;156					1	2		1											1						1		2000	15		2000								0	10																					1			4				
WorldNpc05347	CommonNpc	Çî¿à°ÙÐÕ		8	99	2	2			0.5	4	hand1_1	npc\worldnpc081			icon\funcnpc\worldnpc081.png					0			3	0	0			20				1			7	2	19	talkrule070219							162;173;179;205;156					1	2		1											1						1		2000	15		2000								0	10																					1			2				
WorldNpc05348	CommonNpc	Çî¿à°ÙÐÕ		8	99	2	2			0.5	4	hand1_1	npc\worldnpc081			icon\funcnpc\worldnpc081.png					0			3	0	0			20				1			7	2	19	talkrule070219							162;173;179;205;156					1	2		1											1						1		2000	15		2000								0	10																					1			2				
WorldNpc05349	CommonNpc	¶«å­ÀËÈË		8	99	2	2			1.25	4	hand1_1	npc\worldnpc238			icon\funcnpc\worldnpc238.png					0			3	0	0			20				1			9	2	2	talkrule090202							162;173;179;205;156					1	2		1											1						1		2000	15		2000								0	10																					2			5				
WorldNpc05350	CommonNpc	¶«å­ÀËÈË		8	99	2	2			1.25	4	hand1_1	npc\worldnpc238			icon\funcnpc\worldnpc238.png					0			3	0	0			20				1			9	2	2	talkrule090202							162;173;179;205;156					1	2		1											1						1		2000	15		2000								0	10																					2			5				
WorldNpc05351	CommonNpc	Íµ¶ÉÕß		8	99	2	2			1.25	4	hand1_1	npc\monster115			icon\monster\monster115.png					0			3	0	0			20				1			7	2	19	talkrule070219							162;173;179;205;156					1	2		1											1						1		2000	15		2000								0	10																					1			2				
WorldNpc05352	CommonNpc	Íµ¶ÉÕß		8	99	2	2			1.25	4	hand1_1	npc\monster115			icon\monster\monster115.png					0			3	0	0			20				1			7	2	19	talkrule070219							162;173;179;205;156					1	2		1											1						1		2000	15		2000								0	10																					1			2				
WorldNpc05353	CommonNpc	º£¿Ü		8	99	2	2			1.25	4	hand1_1	npc\monster132			icon\monster\monster132.png					0			3	0	0			20				1			6	2	3	talkrule060203							162;173;179;205;156					1	2		1											1						1		2000	15		2000								0	10																					2			4				
WorldNpc05354	CommonNpc	º£¿Ü		8	99	2	2			1.25	4	hand1_1	npc\monster132			icon\monster\monster132.png					0			3	0	0			20				1			6	2	3	talkrule060203							162;173;179;205;156					1	2		1											1						1		2000	15		2000								0	10																					2			4				
WorldNpc05355	CommonNpc	¶«å­ÀËÈË		8	99	2	2			1.25	4	hand1_1	npc\worldnpc238			icon\funcnpc\worldnpc238.png					0			3	0	0			20				1			9	2	2	talkrule090202							162;173;179;205;156					1	2		1											1						1		2000	15		2000								0	10																					2			5				
WorldNpc05356	CommonNpc	Ê¿±ø£¨ºº£©		8	99	2	2			1.25	4	hand1_1	npc\monster105			icon\monster\monster105.png					0			3	0	0			20				1			8	4	2	talkrule080402							162;173;179;205;156					1	2		1											1						1		2000	15		2000								0	10																					1			3				
WorldNpc05357	CommonNpc	Ê¿±ø£¨ºº£©		8	99	2	2			1.25	4	hand1_1	npc\monster105			icon\monster\monster105.png					0			3	0	0			20				1			8	4	2	talkrule080402							162;173;179;205;156					1	2		1											1						1		2000	15		2000								0	10																					1			3				
WorldNpc05358	CommonNpc	Ê¿±ø£¨ºº£©		8	99	2	2			1.25	4	hand1_1	npc\monster105			icon\monster\monster105.png					0			3	0	0			20				1			8	4	2	talkrule080402							162;173;179;205;156					1	2		1											1						1		2000	15		2000								0	10																					1			3				
WorldNpc05359	CommonNpc	Ê¿±ø£¨ºº£©		8	99	2	2			1.25	4	hand1_1	npc\monster105			icon\monster\monster105.png					0			3	0	0			20				1			8	4	2	talkrule080402							162;173;179;205;156					1	2		1											1						1		2000	15		2000								0	10																					1			3				
WorldNpc05360	CommonNpc	×Ü±ø		8	99	2	2			1.25	4	hand1_1	npc\worldnpc234			icon\funcnpc\worldnpc234.png					0			3	0	0			20				1			8	4	2	talkrule080402							162;173;179;205;156					1	2		1											1						1		2000	15		2000								0	10																					2			3				
WorldNpc05361	CommonNpc	Ê¿±ø		8	99	2	2			1.25	4	hand1_1	npc\worldnpc217			icon\funcnpc\worldnpc217.png					0			3	0	0			20				1			8	4	2	talkrule080402							162;173;179;205;156					1	2		1											1						1		2000	15		2000								0	10																					2			3				
WorldNpc05362	CommonNpc	Ê¿±ø		8	99	2	2			1.25	4	hand1_1	npc\worldnpc217			icon\funcnpc\worldnpc217.png					0			3	0	0			20				1			8	4	2	talkrule080402							162;173;179;205;156					1	2		1											1						1		2000	15		2000								0	10																					2			3				
WorldNpc05363	CommonNpc	Ê¿±ø		8	99	2	2			1.25	4	hand1_1	npc\worldnpc217			icon\funcnpc\worldnpc217.png					0			3	0	0			20				1			8	4	2	talkrule080402							162;173;179;205;156					1	2		1											1						1		2000	15		2000								0	10																					2			3				
WorldNpc05364	CommonNpc	Ê¿±ø		8	99	2	2			1.25	4	hand1_1	npc\worldnpc217			icon\funcnpc\worldnpc217.png					0			3	0	0			20				1			8	4	2	talkrule080402							162;173;179;205;156					1	2		1											1						1		2000	15		2000								0	10																					2			3				
WorldNpc05365	CommonNpc	Ê¿±ø		8	99	2	2			1.25	4	hand1_1	npc\worldnpc217			icon\funcnpc\worldnpc217.png					0			3	0	0			20				1			8	4	2	talkrule080402							162;173;179;205;156					1	2		1											1						1		2000	15		2000								0	10																					2			3				
WorldNpc05366	CommonNpc	Ê¿±ø		8	99	2	2			1.25	4	hand1_1	npc\worldnpc217			icon\funcnpc\worldnpc217.png					0			3	0	0			20				1			8	4	2	talkrule080402							162;173;179;205;156					1	2		1											1						1		2000	15		2000								0	10																					2			3				
WorldNpc05367	CommonNpc	Ê¿±ø		8	99	2	2			1.25	4	hand1_1	npc\worldnpc217			icon\funcnpc\worldnpc217.png					0			3	0	0			20				1			8	4	2	talkrule080402							162;173;179;205;156					1	2		1											1						1		2000	15		2000								0	10																					2			3				
WorldNpc05368	CommonNpc	Ê¿±ø		8	99	2	2			1.25	4	hand1_1	npc\worldnpc217			icon\funcnpc\worldnpc217.png					0			3	0	0			20				1			8	4	2	talkrule080402							162;173;179;205;156					1	2		1											1						1		2000	15		2000								0	10																					2			3				
WorldNpc05369	CommonNpc	Ê¿±ø		8	99	2	2			1.25	4	hand1_1	npc\worldnpc217			icon\funcnpc\worldnpc217.png					0			3	0	0			20				1			8	4	2	talkrule080402							162;173;179;205;156					1	2		1											1						1		2000	15		2000								0	10																					2			3				
WorldNpc05370	CommonNpc	Íü´¨ÏÉ×Ó		8	99	2	2			1	4.8	hand1_2	npc\worldnpc235			icon\funcnpc\worldnpc235.png					0			3	0	0			20				1			7	2	6	talkrule070206							162;173;179;205;156					1	2		1											1						1		2000	15		2000								0	10																					1			2				
WorldNpc05371	CommonNpc	Ê¿±ø		8	99	2	2			1.25	4	hand1_1	npc\worldnpc217			icon\funcnpc\worldnpc217.png					0			3	0	0			20				1			8	4	2	talkrule080402							162;173;179;205;156					1	2		1											1						1		2000	15		2000								0	10																					2			3				
WorldNpc05372	CommonNpc	Ê¿±ø		8	99	2	2			1.25	4	hand1_1	npc\worldnpc217			icon\funcnpc\worldnpc217.png					0			3	0	0			20				1			8	4	2	talkrule080402							162;173;179;205;156					1	2		1											1						1		2000	15		2000								0	10																					2			3				
WorldNpc05373	CommonNpc	Ê¿±ø		8	99	2	2			1.25	4	hand1_1	npc\worldnpc217			icon\funcnpc\worldnpc217.png					0			3	0	0			20				1			8	4	2	talkrule080402							162;173;179;205;156					1	2		1											1						1		2000	15		2000								0	10																					2			3				
WorldNpc05374	CommonNpc	Ê¿±ø		8	99	2	2			1.25	4	hand1_1	npc\worldnpc217			icon\funcnpc\worldnpc217.png					0			3	0	0			20				1			8	4	2	talkrule080402							162;173;179;205;156					1	2		1											1						1		2000	15		2000								0	10																					2			3				
WorldNpc05375	CommonNpc	Ê¿±ø		8	99	2	2			1.25	4	hand1_1	npc\worldnpc217			icon\funcnpc\worldnpc217.png					0			3	0	0			20				1			8	4	2	talkrule080402							162;173;179;205;156					1	2		1											1						1		2000	15		2000								0	10																					2			3				
WorldNpc05376	CommonNpc	Ê¿±ø		8	99	2	2			1.25	4	hand1_1	npc\worldnpc217			icon\funcnpc\worldnpc217.png					0			3	0	0			20				1			8	4	2	talkrule080402							162;173;179;205;156					1	2		1											1						1		2000	15		2000								0	10																					2			3				
WorldNpc05377	CommonNpc	Ê¿±ø		8	99	2	2			1.25	4	hand1_1	npc\worldnpc217			icon\funcnpc\worldnpc217.png					0			3	0	0			20				1			8	4	2	talkrule080402							162;173;179;205;156					1	2		1											1						1		2000	15		2000								0	10																					2			3				
WorldNpc05378	CommonNpc	Ê¿±ø		8	99	2	2			1.25	4	hand1_1	npc\worldnpc217			icon\funcnpc\worldnpc217.png					0			3	0	0			20				1			8	4	2	talkrule080402							162;173;179;205;156					1	2		1											1						1		2000	15		2000								0	10																					2			3				
WorldNpc05379	CommonNpc	Ê¿±ø		8	99	2	2			1.25	4	hand1_1	npc\worldnpc217			icon\funcnpc\worldnpc217.png					0			3	0	0			20				1			8	4	2	talkrule080402							162;173;179;205;156					1	2		1											1						1		2000	15		2000								0	10																					2			3				
WorldNpc05380	CommonNpc	Ê¿±ø		8	99	2	2			1.25	4	hand1_1	npc\worldnpc217			icon\funcnpc\worldnpc217.png					0			3	0	0			20				1			8	4	2	talkrule080402							162;173;179;205;156					1	2		1											1						1		2000	15		2000								0	10																					2			3				
WorldNpc05381	CommonNpc	Ê¿±ø		8	99	2	2			1.25	4	hand1_1	npc\worldnpc217			icon\funcnpc\worldnpc217.png					0			3	0	0			20				1			8	4	2	talkrule080402							162;173;179;205;156					1	2		1											1						1		2000	15		2000								0	10																					2			3				
WorldNpc05382	CommonNpc	Ê¿±ø		8	99	2	2			1.25	4	hand1_1	npc\worldnpc217			icon\funcnpc\worldnpc217.png					0			3	0	0			20				1			8	4	2	talkrule080402							162;173;179;205;156					1	2		1											1						1		2000	15		2000								0	10																					2			3				
																								3	0	0			20																	162;173;179;205																																							10																												
																								3	0	0			20																	162;173;179;205																																							10																												
WorldNpc05383	CommonNpc	Ñ¦´óÍ·		8	99	2	2			0.3	3.8	hand1_1	npc\worldnpc133			icon\funcnpc\worldnpc133.png					0			3	0	0			20				1			7	2	19	talkrule070219							162;173;179;205;156					1	2		1											1						1		2000	15		2000								0	10						36485;	36484;														1			2				
WorldNpc05384	CommonNpc	²ýË§		8	99	2	2			1.25	4	hand1_1	npc\monster105			icon\monster\monster105.png					0			3	0	0			20				1			8	3	2	talkrule080302							162;173;179;205;156					1	2		1											1						1		2000	15		2000								0	10						36486;36487;36488;36491;36492;36493;36494;36495;36504;36505;36506;	36485;36486;36487;36490;36491;36492;36493;36494;36503;36504;36505;														1			8				
WorldNpc05385	CommonNpc	èóÔÆÇì		8	99	2	2			1.25	4	hand1_1	npc\monster103			icon\monster\monster103.png					0			3	0	0			20				1			6	1	1	talkrule060101			1				162;173;179;205;156					1	29		1											1						1		2000	15		2000						1		0	10						36489;36490;36507;	36488;36489;36506;														1			5				
WorldNpc05386	CommonNpc	èóÔÆ°Á		8	99	2	2			1.25	4	hand1_1	npc\monster103			icon\monster\monster103.png					0			3	0	0			20				1			6	1	1	talkrule060101			1				162;173;179;205;156					1	30		1											1						1		2000	15		2000						1		0	10						36508;	36507;														1			5				
WorldNpc05387	CommonNpc	Â¬ºÕ¸Ù		8	99	2	2			1.3	4	hand_0	npc\fbboss00008			icon\monster\fbboss00008.png					0			3	0	0			20				1			1	7	4	talkrule010704							162;173;179;205;156					1	2		1											1						1		2000	15		2000								0	10						36511;36512;	36508;36511;														1			5				
WorldNpc05388	CommonNpc	»Æ¹ÚÃÞ		8	99	2	2			1.3	4	hand_0	npc\fbboss00008			icon\monster\fbboss00008.png					0			3	0	0			20				1			1	7	4	talkrule010704							162;173;179;205;156					1	2		1											1						1		2000	15		2000								0	10						36513;36516;	36512;36515;														1			5				
WorldNpc05389	CommonNpc	½ðÖÒÁ¼		8	99	2	2			1.3	4	hand_0	npc\fbboss00008			icon\monster\fbboss00008.png					0			3	0	0			20				1			1	7	4	talkrule010704							162;173;179;205;156					1	2		1											1						1		2000	15		2000								0	10						36514;36515;	36513;36514;														1			5				
WorldNpc05390	CommonNpc	ÀîÇàóÝ		8	99	2	2			1.3	4.8	hand1_2	npc\monster125			icon\monster\monster125.png					0			3	0	0			20				1			1	7	4	talkrule010704							162;173;179;205;156					1	2		1											1						1		2000	15		2000								0	10						36517;36518;36519;36522;36523;36528;	36516;36517;36518;36519;36522;36527;														1			5				
WorldNpc05391	CommonNpc	·ÙÌìÐÐ		8	99	2	2			1.25	4	hand1_1	npc\monster103			icon\monster\monster103.png					0			3	0	0			20				1			6	1	1	talkrule060101			1				162;173;179;205;156					1	30		1											1						1		2000	15		2000						1		0	10						36524;36525;36527;	36523;36524;36525;														1			5				
WorldNpc05392	CommonNpc	Ê¿±ø£¨ºº£©		8	99	2	2			1.25	4	hand1_1	npc\monster105			icon\monster\monster105.png					0			3	0	0			20				1			8	4	2	talkrule080402							162;173;179;205;156					1	2		1											1						1		2000	15		2000								0	10																					1			3				
WorldNpc05393	CommonNpc	´å³¤		8	99	2	2			1.25	4	hand1_1	npc\worldnpc126			icon\funcnpc\worldnpc126.png					0			3	0	0			20				1			7	2	19	talkrule070219							162;173;179;205;156					1	2		1											1						1		2000	15		2000								0	10																					1			2				
WorldNpc05394	CommonNpc	Ê·Ü²Ðù		8	99	2	2			1.25	4	hand1_1	npc\worldnpc162			icon\funcnpc\worldnpc162.png					0			3	0	0			20				1			7	2	1	talkrule070201							162;173;179;205;156					1	2		1											1						1		2000	15		2000								0	10																					1			2				
WorldNpc05395	CommonNpc	×åÄÚÀÏÈË		8	99	2	2			1.25	4	hand1_1	npc\worldnpc162			icon\funcnpc\worldnpc162.png					0			3	0	0			20				1			7	2	1	talkrule070201							162;173;179;205;156					1	2		1											1						1		2000	15		2000								0	10																					1			2				
WorldNpc05396	CommonNpc	Ð¡ÄÐº¢		8	99	2	2			1.25	4	hand1_1	npc\worldnpc123			icon\funcnpc\worldnpc123.png					0			3	0	0			20				1			7	2	7	talkrule070207							162;173;179;205;156					1	2		1											1						1		2000	15		2000								0	10																					1			1				
WorldNpc05397	CommonNpc	Ò¦Ö¾Ô¶		8	99	2	2			1.25	4	hand1_1	npc\worldnpc123			icon\funcnpc\worldnpc123.png					0			3	0	0			20				1			7	2	7	talkrule070207							162;173;179;205;156					1	2		1											1						1		2000	15		2000								0	10																					1			1				
WorldNpc05398	CommonNpc	ÎºÐ¡ÈØ		8	99	2	2			0.7	1.2	hand_0	npc\worldnpc122			icon\funcnpc\worldnpc122.png					0			3	0	0			20				1			7	2	8	talkrule070208							162;173;179;205;156					1	2		1											1						1		2000	15		2000								0	10																					1			1				
WorldNpc05399	CommonNpc	ÀÏÊ¦¸µ		8	99	2	2			1.25	4	hand1_1	npc\worldnpc162			icon\funcnpc\worldnpc162.png					0			3	0	0			20				1			7	2	1	talkrule070201							162;173;179;205;156					1	2		1											1						1		2000	15		2000								0	10																					1			2				
WorldNpc05400	CommonNpc	Ñ§Í½		8	99	2	2			1.25	4	hand1_1	npc\worldnpc160			icon\monster\monster133.png					0			3	0	0			20				1			7	2	18	talkrule070218							162;173;179;205;156					1	2		1											1						1		2000	15		2000								0	10																					1			4				
WorldNpc05401	CommonNpc	Ñ§Í½		8	99	2	2			1.25	4	hand1_1	npc\worldnpc160			icon\monster\monster133.png					0			3	0	0			20				1			7	2	18	talkrule070218							162;173;179;205;156					1	2		1											1						1		2000	15		2000								0	10																					1			4				
WorldNpc05402	CommonNpc	Ñ§Í½		8	99	2	2			1.25	4	hand1_1	npc\worldnpc160			icon\monster\monster133.png					0			3	0	0			20				1			7	2	18	talkrule070218							162;173;179;205;156					1	2		1											1						1		2000	15		2000								0	10																					1			4				
WorldNpc05403	CommonNpc	Ñ§Í½		8	99	2	2			1.25	4	hand1_1	npc\worldnpc160			icon\monster\monster133.png					0			3	0	0			20				1			7	2	18	talkrule070218							162;173;179;205;156					1	2		1											1						1		2000	15		2000								0	10																					1			4				
WorldNpc05404	CommonNpc	Ê¿±ø£¨ºº£©		8	99	2	2			1.25	4	hand1_1	npc\monster105			icon\monster\monster105.png					0			3	0	0			20				1			8	4	2	talkrule080402							162;173;179;205;156					1	2		1											1						1		2000	15		2000								0	10																					1			3				
WorldNpc05405	CommonNpc	Ê¿±ø£¨ºº£©		8	99	2	2			1.25	4	hand1_1	npc\monster105			icon\monster\monster105.png					0			3	0	0			20				1			8	4	2	talkrule080402							162;173;179;205;156					1	2		1											1						1		2000	15		2000								0	10																					1			3				
WorldNpc05406	CommonNpc	×Ü±ø		8	99	2	2			1.25	4	hand1_1	npc\worldnpc234			icon\funcnpc\worldnpc234.png					0			3	0	0			20				1			8	4	2	talkrule080402							162;173;179;205;156					1	2		1											1						1		2000	15		2000								0	10																					1			3				
WorldNpc05407	CommonNpc	ÈÝ¿É»Û		8	99	2	2			0.8	1.2	hand_0	npc\worldnpc142			icon\funcnpc\worldnpc142.png					0			3	0	0			20				1			7	1	4	talkrule070104							162;173;179;205;156					1	2		1											1						1		2000	15		2000								0	10						26638;26639;	26637;26638;														1			3				
WorldNpc05408	CommonNpc	Ð¡Å®º¢		8	99	2	2			0.7	1.2	hand_0	npc\worldnpc122			icon\funcnpc\worldnpc122.png					0			3	0	0			20				1			7	2	8	talkrule070208							162;173;179;205;156					1	2		1											1						1		2000	15		2000								0	10																					1			1				
WorldNpc05409	CommonNpc	Ê¿±ø£¨ºº£©		8	99	2	2			1.25	4	hand1_1	npc\monster105			icon\monster\monster105.png					0			3	0	0			20				1			8	4	2	talkrule080402							162;173;179;205;156					1	2		1											1						1		2000	15		2000								0	10																					1			3				
WorldNpc05410	CommonNpc	Ê¿±ø£¨ºº£©		8	99	2	2			1.25	4	hand1_1	npc\monster105			icon\monster\monster105.png					0			3	0	0			20				1			8	4	2	talkrule080402							162;173;179;205;156					1	2		1											1						1		2000	15		2000								0	10																					1			3				
WorldNpc05411	CommonNpc	Ê¿±ø£¨ºº£©		8	99	2	2			1.25	4	hand1_1	npc\monster105			icon\monster\monster105.png					0			3	0	0			20				1			8	4	2	talkrule080402							162;173;179;205;156					1	2		1											1						1		2000	15		2000								0	10																					1			3				
WorldNpc05412	CommonNpc	ÊØÄ¹×å³¤		8	99	2	2			1.25	4	hand1_1	npc\worldnpc126			icon\funcnpc\worldnpc126.png					0			3	0	0			20				1			7	7	7	talkrule070707							162;173;179;205;156					1	2		1											1						1		2000	15		2000								0	10																					1			3				
