NPC编号	对象类型	ini注释名称	NPC乞讨信息	表现AI包编号	NPC类型	选择操作	鼠标形状	停留时间	是否转身	走路速度	跑步速度	武器持握方式	模型编号	性别	模型半径	图片	出生状态	npc声音	组成材料	武器名称	NPC种类ID	脚本编号	是否能接镖	触发特效	AI类型	巡逻模式	巡逻半径	路径ID	刷新时间	是否随机出现	响应范围	门派	称号	籍贯	阵营	名字表序号	生平表序号	身份参数01	身份参数2	身份参数3	对话规则	踢馆专用关联NPC	生平	能否切磋	随机对话	下棋玩家的最小等级	NPC身上挂的棋谱包	NPC事件包编号	进入切磋前对话	结束切磋后对话	碰撞时对话	仇恨	实力包编号	级别	修为经验	怪物强度	掉落	武器类型	锁定位移攻击	禁播受击动作	拾取权限清空时间	无拾取物消失时间	最大消失时间	附加随机能力编号	普通攻击	技能表	主动被动	固定NPC重生时间	敌人NPC编号表	队友编号	能否攻击	能不能被攻击	不能被杀死	攻防比重	防御概率	"战斗频率,毫秒"	"追击范围,米"	无法被硬直	锁定技能间隔	召唤ID	召唤半径	召唤类型	表演概率	表演时间	婚宴npc类型	势力归属	势力关系表	战斗开始的召唤ID	权重	初始动作固定帧播放	商店ID	洗红名功能	仓库ID	职业ID	宝石游戏NPC ID	接任务表	交任务表	可以加入的门派表	可获得的身份表	复活点	落脚点	驿站	输入关系包编号	是否有公会功能	帮派地块购买	是否有门派战功能	运镖编号	是否有帮派仓库	所属帮会地块编号	AI编辑包	善恶参数	直接触发	脱战回血	格挡方式(-1表示不格挡)	超过距离就脱战	使用轻功	破防几率	破防技能	防御CD	世界触发器相关	存在时间	是否理会玩家	缩放尺寸	跟随距离	跟随位置	是否跨场景	跟随角度	NPC配偶	采集范围	采集动作名	读条时间(ms)	最大消失时间(s)	宝箱开启前特效	宝箱开启后特效	钥匙数量	钥匙id	开启条件	分配类型	动作集	伤害判定奖励类BOSS类型	时间轴	
gmp_qqzr_005	CommonNpc	传出npc		8	6	2	2			1.25	4	hand1_1	npc\funcnpc019	2		icon\monster\monster161.png					0	npc\func_gumu_rescue_npc004.lua		npc_foundplayer	3	0	0				20				0									1									39	80		1											1						1			2000	15		2000																																																															
																																																																																																																																														
		//古墓派养蜂玩法																																																																																																																																												
gmp_bee_w1	CommonNpc	巡逻白玉蜂		8	6	2	2			6	4		npc\monster711a								0				3						3																																																																															3210																																
gmp_bee_g1	CommonNpc	巡逻金玉蜂		8	6	2	2			4	8		npc\monster711b								0				3						4																																																																															3211																																
gmp_bee_1	CommonNpc	玉蜂群		8	6	2	2			4	8		npc\monster711a								0				3						4																																																																															3272																																
gmp_flowers	CommonNpc	花丛		8	6	2	2			1.25	4		npc\itemnpc222								0				3						3																																																																																																															
gmp_beebox	CommonNpc	蜂箱		8	6	2	2			1.25	4		npc\npcitem841								0				3						2																																																																															3226																																
																																																																																																																																														
		//古墓周常																																																																																																																																												
gmp_NPC_zhouchang_001	CommonNpc	剑仆		8	92	2	2			1.25	4	sword1_2	npc\monster161							s_r_npcitem087	0				3						3																																																																																																															
gmp_NPC_zhouchang_002	CommonNpc	鬼仆		8	92	2	2			1.25	4	hand1_2	npc\monster161								0				3						3																																																																																																															
gmp_NPC_zhouchang_003	CommonNpc	剑仆（1）		8	92	2	2			1.25	4	sword1_2	npc\monster161							s_r_npcitem087	0				3						30																																																																																																															
gmp_NPC_zhouchang_004	CommonNpc	鬼仆（1）		8	92	2	2			1.25	4	hand1_2	npc\monster161								0				3						130																																																																																																															
gmp_NPC_zhouchang_005	CommonNpc	影奴（1）		8	92	2	2			6	6	hand1_2	npc\monster161								0				3						3																																																																																																															
gmp_NPC_zhouchang_006	CommonNpc	花奴（1）		8	92	2	2			1.25	4	hand1_2	npc\monster161								0				3						80																																																																																																															
gmp_NPC_zhouchang_007	CommonNpc	影奴（2）		8	92	2	2			1.25	4	hand1_2	npc\monster161								0				3						70																																																																																																															
gmp_NPC_zhouchang_008	CommonNpc	古墓弟子		8	92	2	2			1.25	4	sword1_1	npc\worldnpc1388							s_r_npcitem087	0				3						3																																																																																																															
gmp_NPC_zhouchang_009	AttackNpc	古墓弟子（战斗）		1	92	2	2			1.25	4	sword1_1	npc\worldnpc1388		0.93	icon\monster\monster290.png				s_r_npcitem087	0			npc_foundplayer	3						25																						372	20						1	8	1	40			"Npc_gm_ynsxj01,1,0;Npc_gm_ynsxj02,1,0;Npc_gm_ynsxj03,1,0;Npc_gm_ynsxj04,1,0;Npc_gm_ynsxj05,1,0;Npc_gm_ynsxj06,1,0;Npc_gm_ynsxj07,1,0;Npc_gm_ynsxj08,1,0;jn_tg_yanxing,1,0;jn_tg_yanxing_back,1,0"		-1								1000	25	1	1000			0				1																								2255		1	5	2			30				900000																					
gmp_NPC_zhouchang_010	CommonNpc	影奴		8	92	2	2			1.25	4	hand1_2	npc\monster161								0				3						3																																																																	20601;20602;	20601;20602;																																													
gmp_NPC_zhouchang_011	CommonNpc	花奴		8	92	2	2			1.25	4	hand1_2	npc\monster161								0				3						3																																																																																																															
gmp_NPC_zhouchang_012	CommonNpc	影仆（1）		8	92	2	2			1.25	4	hand1_2	npc\monster161								0				3						3																																																																																																															
gmp_NPC_zhouchang_013	CommonNpc	影奴（3）		8	92	2	2			1.25	4	hand1_2	npc\monster161								0				3						50																																																																																																															
		//古墓双人招式修炼																																																																																																																																												
gmp_zhaoshi_1	CommonNpc	任务NPC		8	672	2	2			1.25	4	hand1_1	npc\worldnpc1391	1		icon\monster\monster454.png					0			npc_foundplayer	3	0	0				20				0									1									116	20		1											1						1			2000	15		2000																															3247																																
gmp_zhaoshi_2	CommonNpc	发奖NPC		8	672	2	2			1.25	4	hand1_1	npc\worldnpc1389	2							0			npc_foundplayer	3	0	0				20				0									1									116	20		1											1						1			2000	15		2000																																																															
gmp_zhaoshi_3	CommonNpc	全真		8	672	2	2			1.25	4	dsword1_2	npc\worldnpc1379	2						ds_rl_npcitem324	0				3	0	0				20													1									116	55		3						20	40		Npc_gm_txjj01	"Npc_gm_txjj01,6,0;Npc_gm_txjj02,6,0;Npc_gm_txjj03,6,0;Npc_gm_txjj04,6,0;Npc_gm_txjj05,6,0;Npc_gm_txjj06,6,0;Npc_gm_txjj07,6,0;Npc_gm_txjj08,6,0;jn_tg_yanxing,1,0;jn_tg_yanxing_back,1,0;Npc_gm_ynsxj01,6,0;Npc_gm_ynsxj02,6,0;Npc_gm_ynsxj03,6,0;Npc_gm_ynsxj04,6,0;Npc_gm_ynsxj05,6,0;Npc_gm_ynsxj06,6,0;Npc_gm_ynsxj07,6,0;Npc_gm_ynsxj08,6,0;"	1									1000	15		1000							1		0																						3236			5																													
gmp_zhaoshi_4	CommonNpc	玉女		8	672	2	2			1.25	4	sword1_2	npc\worldnpc1379	2						s_r_217	0				3	0	0				20													1									116	55		3						20	40		Npc_gm_ynsxj01	"Npc_gm_ynsxj01,1,0;Npc_gm_ynsxj02,1,0;Npc_gm_ynsxj03,1,0;Npc_gm_ynsxj04,1,0;Npc_gm_ynsxj05,1,0;Npc_gm_ynsxj06,1,0;Npc_gm_ynsxj07,1,0;Npc_gm_ynsxj08,1,0;jn_tg_yanxing,1,0;jn_tg_yanxing_back,1,0"	1									1000	15		1000							1		0																						3235			5																													
		//血刀门																																																																																																																																												
npc_xdm_020	AttackNpc	八大门派弟子		8	92	2	2			2	5	hand1_1	npc\worldnpc1245	1		icon\funcnpc\worldnpc1245.png					0				3	0	0				20																						51	1		1						1	100				1									2000	15		2000																																																															
npc_xdm_021	AttackNpc	八大门派弟子		8	92	2	2			2	5	hand1_1	npc\worldnpc154	1		icon\funcnpc\worldnpc1234.png					0				3	0	0				20																						51	1		1						1	100				1									2000	15		2000																																																															
npc_xdm_022	AttackNpc	八大门派弟子		8	92	2	2			2	5	hand1_1	npc\worldnpc1224	1		icon\funcnpc\worldnpc1224.png					0				3	0	0				20																						51	1		1						1	100				1									2000	15		2000																																																															
npc_xdm_023	AttackNpc	八大门派弟子		8	92	2	2			2	5	hand1_1	npc\monster563	1		icon\funcnpc\monster563.png					0				3	0	0				20																						51	1		1						1	100				1									2000	15		2000																																																															
npc_xdm_mxm	CommonNpc	神秘人		8	81	2	2	10		1.25	4	hand1_1	npc\worldnpc239	1		icon\funcnpc\worldnpc239.png					0				3	0	0				20				1													159;169;179;183;193					1	2		1											1									2000	15		2000									0								20801;20802;20803;20804;20805;20806;20807;20808;20809;20810;20811;20812;20815;															1																															
npc_xdm_001	CommonNpc	颜如月		8	91	2	2	10		1.5	6	hand1_1	npc\worldnpc747	2		icon\funcnpc\worldnpc224.png					0				3	0	0				20																	296;297;298;299;300					98	100		1						120			rn_b_hand_01		0									1200	120		2000									0																							1																															
npc_xdm_002	CommonNpc	言旭		8	92	2	2	10		1.5	6	sword2_2	npc\worldnpc224	1		icon\funcnpc\worldnpc227.png				s_r_npcitem391	0				3	0	0				20																	296;297;298;299;300					98	100		1						120			rn_g_sword_01		0									1200	120		2000									0																							1																															
npc_xdm_003	CommonNpc	玄虚		8	93	2	2	10		1.5	6	hand1_1	npc\worldnpc050	1		icon\funcnpc\worldnpc224.png					0				3	0	0				20																	296;297;298;299;300					98	100		1						120			rn_b_hand_01		0									1200	120		2000									0																							1																															
npc_xdm_004	CommonNpc	何宸光		8	92	2	2	10		1.5	6	hand1_1	npc\worldnpc787	1		icon\funcnpc\worldnpc224.png					0				3	0	0				20													1				296;297;298;299;300					51	1		1						120			rn_b_hand_01		0									1200	120		2000							1		0																							1																															
npc_xdm_005	CommonNpc	李志明		8	92	2	2	10		1.5	6	hand1_1	npc\worldnpc798	1		icon\funcnpc\worldnpc224.png					0				3	0	0				20																	296;297;298;299;300					98	100		1						120			rn_b_hand_01		0									1200	120		2000									0																							1																															
npc_xdm_006	CommonNpc	馨儿		8	92	2	2	10		1.5	6	hand1_1	npc\worldnpc745	2		icon\funcnpc\worldnpc224.png					0				3	0	0				20																	296;297;298;299;300					98	100		1						120			rn_b_hand_01		0									1200	120		2000									0																						3269	1																															
npc_xdm_007	CommonNpc	李洋		8	90	2	2	10		1.5	6	hand1_1	npc\monster166	1		icon\funcnpc\worldnpc224.png					0				3	0	0				20																	296;297;298;299;300					98	100		1						120			rn_b_hand_01		0									1200	120		2000									0																							1																															
npc_xdm_008	CommonNpc	王大柱		8	95	2	2	10		1.5	6	hand1_1	npc\worldnpc494	1		icon\funcnpc\worldnpc224.png					0				3	0	0				20																	296;297;298;299;300					98	100		1						120			rn_b_hand_01		0									1200	120		2000									0									20806;														1																															
npc_xdm_009	CommonNpc	小磊		8	92	2	2	10		1.5	6	hand1_1	npc\worldnpc224	1		icon\funcnpc\worldnpc224.png					0				3	0	0				20																	296;297;298;299;300					98	100		1						120			rn_b_hand_01		0									1200	120		2000									0									20806;														1																															
npc_xdm_010	CommonNpc	朝廷监工		8	92	2	2	10		1.5	6	hand1_1	npc\worldnpc103	1							0				3	0	0				20																	296;297;298;299;300					98	100		1						120					0										120		2000									0																							1																															
npc_xdm_011	CommonNpc	黄大二		8	95	2	2	10		1.5	6	hand1_1	npc\monster338	1		npc\monster338					0				3	0	0				20																	296;297;298;299;300					98	100		1						120			rn_b_hand_01		0									1200	120		2000									0								20802;															1																															
npc_xdm_012	CommonNpc	黄大二		8	95	2	2	10		1.5	6	hand1_1	npc\monster338	1		npc\monster338					0				3	0	0				20																	296;297;298;299;300					98	100		1						120			rn_b_hand_01		0									1200	120		2000									0								20804;															1																															
npc_xdm_013	CommonNpc	龚不随		8	673	2	2	10		1.5	6	hand1_1	npc\worldnpc1364	1		icon\funcnpc\fbboss021001.png					0				3	0	0				20																	296;297;298;299;300					98	100		1						120			rn_b_hand_01		0									1200	120		2000									0									20815;														1																															
npc_xdm_014	CommonNpc	卢二		8	88	2	2	10		1.5	6	hand1_1	npc\fbboss00201	1		icon\funcnpc\fbboss00201.png					0				3	0	0				20																	296;297;298;299;300					98	100		1						120			rn_b_hand_01		0									1200	120		2000									0																							1																															
npc_xdm_015	AttackNpc	何启光		8	88	2	2	10		1.5	5	hand1_1	npc\monster563	1		icon\funcnpc\worldnpc1297.png					0				3	0	0				20													1									51	1		1						1	100													2000	120		2000									0																																																						
npc_xdm_016	CommonNpc	黄晓生		8	86	2	2	10		1.5	6	hand1_1	npc\worldnpc234	1		icon\funcnpc\orldnpc787.png					0				3	0	0				20																	296;297;298;299;300					98	100		1						120			rn_b_hand_01		0									1200	120		2000									0																							1																															
npc_xdm_017	CommonNpc	张则		8	673	2	2	10		1.5	6	hand1_1	npc\worldnpc1366	1		icon\funcnpc\worldnpc800.png					0				3	0	0				20																	296;297;298;299;300					98	100		1						120			rn_b_hand_01		0									1200	120		2000									0																							1																															
npc_xdm_018	AttackNpc	张耀		8	86	2	2	10		1.5	6	hand1_1	npc\monster166	1		icon\funcnpc\worldnpc799.png					0				3	0	0				20													1				296;297;298;299;300					51	1		1						120			rn_b_hand_01		0									1200	120		2000							1		0																							1																															
npc_xdm_019	CommonNpc	左面旗使		8	92	2	2	10		1.5	6	hand1_1	npc\worldnpc494	1		icon\funcnpc\worldnpc224.png					0				3	0	0				20																	296;297;298;299;300					98	100		1						120			rn_b_hand_01		0									1200	120		2000									0																							1																															
npc_xdm_024	CommonNpc	莫孙尉		8	673	2	2	10		1.5	6	hand1_1	npc\worldnpc1368	1		icon\funcnpc\worldnpc1297.png					0				3	0	0				20																	296;297;298;299;300					98	100		1						120			rn_b_hand_01		0									1200	120		2000									0								20851;															1																															
npc_xdm_025	CommonNpc	严兮日		8	673	2	2	10		1.5	6	hand1_1	npc\worldnpc1369	1		icon\funcnpc\worldnpc798.png					0				3	0	0				20																	296;297;298;299;300					98	100		1						120			rn_b_hand_01		0									1200	120		2000									0																							1																															
npc_xdm_026	CommonNpc	刘岩		8	673	2	2	10		1.5	6	hand1_1	npc\worldnpc1368	1		icon\funcnpc\worldnpc800.png					0				3	0	0				20																	296;297;298;299;300					98	100		1						120			rn_b_hand_01		0									1200	120		2000									0																							1																															
npc_xdm_027	CommonNpc	陆老三		8	673	2	2	10		1.5	6	hand1_1	npc\worldnpc1369	1		icon\funcnpc\worldnpc799.png					0				3	0	0				20																	296;297;298;299;300					98	100		1						120			rn_b_hand_01		0									1200	120		2000									0									20854;														1																															
npc_xdm_028	CommonNpc	素心		8	673	2	2	10		1.5	6	hand1_1	npc\worldnpc1371	2		icon\funcnpc\worldnpc224.png					0				3	0	0				20																	296;297;298;299;300					98	100		1						120			rn_b_hand_01		0									1200	120		2000									0																							1																															
npc_xdm_140	CommonNpc	龚不随		8	673	2	2	10		1.5	6	hand1_1	npc\worldnpc1364	1		icon\funcnpc\fbboss021001.png					0				3	0	0				20																	296;297;298;299;300					98	100		1						120			rn_b_hand_01		0									1200	120		2000									0									20815;														1																															
npc_xdm_141	CommonNpc	龚不随		8	673	2	2	10		1.5	6	hand1_1	npc\worldnpc1364	1		icon\funcnpc\fbboss021001.png					0				3	0	0				20																	296;297;298;299;300					98	100		1						120			rn_b_hand_01		0									1200	120		2000									0									20815;														1																															
npc_xdm_142	CommonNpc	龚不随		8	673	2	2	10		1.5	6	hand1_1	npc\worldnpc1364	1		icon\funcnpc\fbboss021001.png					0				3	0	0				20																	296;297;298;299;300					98	100		1						120			rn_b_hand_01		0									1200	120		2000									0									20815;														1																															
npc_xdm_143	CommonNpc	吴齐昊		8	673	2	2	10		1.5	6	hand1_1	npc\worldnpc1368	1		icon\funcnpc\fbboss021001.png					0				3	0	0				20																	296;297;298;299;300					98	100		1						120			rn_b_hand_01		0									1200	120		2000									0									20815;														1																															
npc_xdm_cc_027	CommonNpc	吴齐坏		8	673	2	2	10		1.5	6	hand1_1	npc\worldnpc1368	1		icon\funcnpc\fbboss021001.png					0				3	0	0				20																	296;297;298;299;300					98	100		1						120					0									1200	120		2000									0								20820;	20820;														1																															
npc_xdm_cc_qy_001	CommonNpc	血巡		8	92	2	2	10		1.5	6	hand1_1	npc\fbboss021001	1		icon\funcnpc\fbboss021001.png					0				3	0	0				20							1	7	5	talkrule010705							296;297;298;299;300					98	100		1						120			rn_b_hand_01		0									1200	120		2000									0									20815;														1																															
npc_xdm_cc_qy_002	CommonNpc	姜豪		8	92	2	2	10		1.5	6	hand1_1	npc\fbboss021001	1		icon\funcnpc\fbboss021001.png					0				3	0	0				20							1	7	5	talkrule010705							296;297;298;299;300					98	100		1						120			rn_b_hand_01		0									1200	120		2000									0									20815;														1																															
npc_xdm_144_mxm	CommonNpc	工头		8	92	2	2	10		1.5	6	hand1_1	npc\fbboss00330	1							0				3	0	0				20							1	7	5	talkrule010705							296;297;298;299;300					98	100		1						120					0										120		2000									0																							1																															
npc_xdm_145_mxm	CommonNpc	工人		8	92	2	2	10		1.5	6	hand1_1	npc\fbfunnpc00025	1							0				3	0	0				20							1	7	5	talkrule010705							296;297;298;299;300					98	100		1						120					0										120		2000									0																							1																															
npc_xdm_146_mxm	CommonNpc	工人		8	92	2	2	10		1.5	6	hand1_1	npc\fbfunnpc00039	1							0				3	0	0				20							1	7	5	talkrule010705							296;297;298;299;300					98	100		1						120					0										120		2000									0																							1																															
npc_xdm_147_mxm	CommonNpc	工人		8	92	2	2	10		1.5	6	hand1_1	npc\fbfunnpc00221	1							0				3	0	0				20							1	7	5	talkrule010705							296;297;298;299;300					98	100		1						120					0										120		2000									0																							1																															
npc_xdm_148_mxm	CommonNpc	工人		8	92	2	2	10		1.5	6	hand1_1	npc\fbfunnpc004005	1							0				3	0	0				20							1	7	5	talkrule010705							296;297;298;299;300					98	100		1						120					0										120		2000									0																							1																															
npc_xdm_149_mxm	CommonNpc	工人		8	92	2	2	10		1.5	6	hand1_1	npc\fbfunnpc004006	1							0				3	0	0				20							1	7	5	talkrule010705							296;297;298;299;300					98	100		1						120					0										120		2000									0																							1																															
npc_xdm_150_mxm	CommonNpc	工人		8	92	2	2	10		1.5	6	hand1_1	npc\fbnpc00361	1							0				3	0	0				20							1	7	5	talkrule010705							296;297;298;299;300					98	100		1						120					0										120		2000									0																							1																															
npc_xdm_151_mxm	CommonNpc	工人		8	92	2	2	10		1.5	6	hand1_1	npc\fbnpc015008	1							0				3	0	0				20							1	7	5	talkrule010705							296;297;298;299;300					98	100		1						120					0										120		2000									0																							1																															
npc_xdm_152_mxm	CommonNpc	工人		8	92	2	2	10		1.5	6	hand1_1	npc\monster132	1							0				3	0	0				20							1	7	5	talkrule010705							296;297;298;299;300					98	100		1						120					0										120		2000									0																							1																															
npc_xdm_153_mxm	CommonNpc	工人		8	92	2	2	10		1.5	6	hand1_1	npc\monster133	1							0				3	0	0				20							1	7	5	talkrule010705							296;297;298;299;300					98	100		1						120					0										120		2000									0																							1																															
																																																																																																																																														
		//血刀门NPC																																																																																																																																												
																																																																																																																																														
npc_xdm_030	CommonNpc	血刀老祖		8	673	2	2			1.25	6	hand2_1	npc\worldnpc1360	1		icon\funcnpc\worldnpc224.png					0				3	0	0				20																						98	150		4						120					0									1200	120		2000									0								20840;52051;	52051;																																													
npc_xdm_031	CommonNpc	秦灭		8	673	2	2			1.25	6	hand2_1	npc\worldnpc1361	1		icon\funcnpc\worldnpc224.png					0				3	0	0				20																						98	150		4						120					0									1200	120		2000									0								20831;20836;20839;	20831;20835;20838;20839;71691;																																													
npc_xdm_032	CommonNpc	杨袭		8	673	2	2			1.25	6	hand2_1	npc\worldnpc1362	1		icon\funcnpc\worldnpc224.png					0				3	0	0				20													1									98	150		4						120					0									1200	120		2000							1		0									20844;20845;																																													
npc_xdm_033	CommonNpc	陈四雅		8	673	2	2			1.25	6	hand1_2	npc\worldnpc1363	2		icon\funcnpc\worldnpc224.png					0				3	0	0				20																						98	150		4						120					0									1200	120		2000									0																																																						
npc_xdm_034	CommonNpc	龚不随		8	673	2	2			1.25	6	hand2_1	npc\worldnpc1364	1		icon\funcnpc\worldnpc224.png					0				3	0	0				20																						98	150		4						120					0									1200	120		2000									0																																																						
npc_xdm_035	CommonNpc	徐彬		8	673	2	2			1.25	6	hand2_1	npc\worldnpc1365	1		icon\funcnpc\worldnpc224.png					0				3	0	0				20																						98	150		4						120					0									1200	120		2000									0																																																						
npc_xdm_036	CommonNpc	张则		8	673	2	2			1.25	6	hand2_1	npc\worldnpc1366	1		icon\funcnpc\worldnpc224.png					0				3	0	0				20																						98	150		4						120					0									1200	120		2000									0																																																						
npc_xdm_037	CommonNpc	桀傲		8	673	2	2			1.25	6	blade3_1	npc\boss129	1		icon\funcnpc\worldnpc224.png				b_r_14	0				3	0	0				20																						98	100		1						120					0									1200	120		2000									0																																																						
npc_xdm_038	CommonNpc	桀苏		8	673	2	2			1.25	6	blade3_1	npc\boss129	1		icon\funcnpc\worldnpc224.png				b_r_14	0				3	0	0				20																						98	100		1						120					0									1200	120		2000									0																																																						
npc_xdm_039	CommonNpc	钟弩		8	673	2	2			1.25	6	blade3_1	npc\boss129	1		icon\funcnpc\worldnpc224.png				b_r_14	0				3	0	0				20																						98	100		1						120					0									1200	120		2000									0																																																						
npc_xdm_040	CommonNpc	佘冥		8	673	2	2			1.25	6	blade3_1	npc\boss129	1		icon\funcnpc\worldnpc224.png				b_r_14	0				3	0	0				20																						98	100		1						120					0									1200	120		2000									0																																																						
npc_xdm_041	CommonNpc	厉纪封		8	673	2	2			1.25	6	blade1_1	npc\worldnpc1367	1		icon\funcnpc\worldnpc224.png				b_r_17	0				3	0	0				20																						98	100		1						120					0									1200	120		2000									0																																																						
npc_xdm_042	CommonNpc	缪烘淮		8	673	2	2			1.25	6	blade1_1	npc\worldnpc1367	1		icon\funcnpc\worldnpc224.png				b_r_17	0				3	0	0				20																						98	100		1						120					0									1200	120		2000									0																																																						
npc_xdm_043	CommonNpc	尤多刀		8	673	2	2			1.25	6	blade1_1	npc\worldnpc1369	1		icon\funcnpc\worldnpc224.png				b_r_21	0				3	0	0				20																						98	100		1						120					0									1200	120		2000									0																																																						
npc_xdm_044	CommonNpc	血忌		8	673	2	2			1.25	6	blade1_1	npc\fbboss021007	1		icon\funcnpc\worldnpc224.png				b_r_21	0				3	0	0				20																						98	100		1						120					0									1200	120		2000									0																																																						
npc_xdm_045	CommonNpc	姬涉		8	673	2	2			1.25	6	blade1_2	npc\worldnpc1370	2		icon\funcnpc\worldnpc224.png				b_r_17	0				3	0	0				20																						98	100		1						120					0									1200	120		2000									0																																																						
npc_xdm_046	CommonNpc	阎血		8	673	2	2			1.25	6	blade1_2	npc\worldnpc1370	2		icon\funcnpc\worldnpc224.png				b_r_17	0				3	0	0				20																						98	100		1						120					0									1200	120		2000									0																																																						
npc_xdm_047	CommonNpc	陶熙宁		8	673	2	2			1.25	6	blade1_2	npc\worldnpc1372	2		icon\funcnpc\worldnpc224.png				b_r_21	0				3	0	0				20																						98	100		1						120					0									1200	120		2000									0																																																						
npc_xdm_048	CommonNpc	巴皓然		8	673	2	2			1.25	6	blade1_2	npc\worldnpc078	2		icon\funcnpc\worldnpc224.png				b_r_63	0				3	0	0				20																						98	100		1						120					0									1200	120		2000									0																																																						
npc_xdm_049	CommonNpc	江睿渊		8	673	2	2			1.25	6	blade1_2	npc\worldnpc078	2		icon\funcnpc\worldnpc224.png				b_r_63	0				3	0	0				20																						98	100		1						120					0									1200	120		2000									0																																																						
npc_xdm_050	CommonNpc	熊疍		8	673	2	2			1.25	6	hand5_1	npc\fbboss021007	1		icon\funcnpc\worldnpc224.png				b_r_96	0				3	0	0				20																						98	100		1						120					0									1200	120		2000									0																																																						
npc_xdm_051	CommonNpc	暴羿		8	673	2	2			1.25	6	hand5_1	npc\fbboss021007	1		icon\funcnpc\worldnpc224.png				b_r_96	0				3	0	0				20																						98	100		1						120					0									1200	120		2000									0																																																						
npc_xdm_052	CommonNpc	冷彦刀		8	673	2	2			1.25	6	hand5_1	npc\worldnpc1188	1		icon\funcnpc\worldnpc224.png				b_r_74	0				3	0	0				20																						98	100		1						120					0									1200	120		2000									0																																																						
npc_xdm_053	CommonNpc	冷晙刀		8	673	2	2			1.25	6	hand5_1	npc\worldnpc1188	1		icon\funcnpc\worldnpc224.png					0				3	0	0				20																						98	100		1						120					0									1200	120		2000									0																																																						
npc_xdm_054	CommonNpc	百里屠苏		8	673	2	2			1.25	6	blade3_1	npc\boss015	1		icon\funcnpc\worldnpc224.png					0				3	0	0				20																						98	100		1						120					0									1200	120		2000									0																																																						
npc_xdm_055	CommonNpc	关孤		8	673	2	2			1.25	6	blade3_1	npc\worldnpc1367	1		icon\funcnpc\worldnpc224.png					0				3	0	0				20																						98	100		1						120					0									1200	120		2000									0																																																						
npc_xdm_056	CommonNpc	荆刑		8	673	2	2			1.25	6	hand1_2	npc\worldnpc1372	2		icon\funcnpc\worldnpc224.png				b_r_48	0				3	0	0				20																						98	100		1						120					0									1200	120		2000									0																																																						
npc_xdm_057	CommonNpc	宰炎袭		8	673	2	2			1.25	6	hand1_2	npc\worldnpc1372	2		icon\funcnpc\worldnpc224.png				b_r_48	0				3	0	0				20																						98	100		1						120					0									1200	120		2000									0																																																						
npc_xdm_058	CommonNpc	庞统矣		8	673	2	2			1.25	6	hand1_2	npc\worldnpc1372	2		icon\funcnpc\worldnpc224.png				b_r_48	0				3	0	0				20																						98	100		1						120					0									1200	120		2000									0																																																						
npc_xdm_059	CommonNpc	郭监		8	673	2	2			1.25	6	hand1_2	npc\worldnpc1372	2		icon\funcnpc\worldnpc224.png				b_r_48	0				3	0	0				20																						98	100		1						120					0									1200	120		2000									0																																																						
npc_xdm_060	CommonNpc	卫车邦		8	673	2	2			1.25	6	hand1_1	npc\fbfunnpc004011	1		icon\funcnpc\worldnpc224.png					0				3	0	0				20																						98	100		1						120					0									1200	120		2000									0																																																						
npc_xdm_061	CommonNpc	司马青		8	673	2	2			1.25	6	hand1_2	npc\fbfunnpc002001	2		icon\funcnpc\worldnpc224.png					0				3	0	0				20																						98	100		1						120					0									1200	120		2000									0																																																						
npc_xdm_062	CommonNpc	凌寒郬		8	673	2	2			1.25	6	blade2_1	npc\fbboss021001_m	1		icon\funcnpc\worldnpc224.png				b_r_44	0				3	0	0				20																						98	100		1						120					0									1200	120		2000									0																																																						
npc_xdm_063	CommonNpc	凌寒靳		8	673	2	2			1.25	6	blade2_1	npc\fbboss021001_m	1		icon\funcnpc\worldnpc224.png				b_r_44	0				3	0	0				20																						98	100		1						120					0									1200	120		2000									0																																																						
npc_xdm_064	CommonNpc	桀昂		8	673	2	2			1.25	6	blade2_1	npc\fbboss021001_m	1		icon\funcnpc\worldnpc224.png				b_r_44	0				3	0	0				20																						98	100		1						120					0									1200	120		2000									0																																																						
npc_xdm_065	CommonNpc	桀涣		8	673	2	2			1.25	6	blade2_1	npc\fbboss021001_m	1		icon\funcnpc\worldnpc224.png				b_r_44	0				3	0	0				20																						98	100		1						120					0									1200	120		2000									0																																																						
npc_xdm_066	CommonNpc	刀尊堂		8	673	2	2			1.25	6	hand1_1	npc\worldnpc1188	1		icon\funcnpc\worldnpc224.png					0				3	0	0				20																						98	100		1						120					0									1200	120		2000									0																																																						
npc_xdm_067	CommonNpc	刀堂练功弟子		8	673	2	2			1.25	6	blade1_1	npc\worldnpc1368	1		icon\funcnpc\worldnpc224.png					0				3	0	0				20																						98	100		1						120					0									1200	120		2000									0																																																						
npc_xdm_068	CommonNpc	刀堂练功弟子		8	673	2	2			1.25	6	blade1_2	npc\worldnpc1371	2		icon\funcnpc\worldnpc224.png					0				3	0	0				20																						98	100		1						120					0									1200	120		2000									0																																																						
npc_xdm_069	CommonNpc	刀堂练功弟子		8	673	2	2			1.25	6	blade1_2	npc\worldnpc1371	2		icon\funcnpc\worldnpc224.png					0				3	0	0				20																						98	100		1						120					0									1200	120		2000									0																																																						
