NPC编号	对象类型	ini注释名称	NPC乞讨信息	表现AI包编号	NPC类型	选择操作	鼠标形状	停留时间	是否转身	走路速度	跑步速度	武器持握方式	模型编号	性别	模型半径	图片	出生状态	npc声音	组成材料	武器名称	NPC种类ID	脚本编号	是否能接镖	触发特效	AI类型	巡逻模式	巡逻半径	路径ID	是否随机出现	响应范围	门派	称号	籍贯	阵营	名字表序号	生平表序号	身份参数01	身份参数2	身份参数3	对话规则	踢馆专用关联NPC	生平	能否切磋	随机对话	下棋玩家的最小等级	NPC身上挂的棋谱包	NPC事件包编号	进入切磋前对话	结束切磋后对话	碰撞时对话	仇恨	实力包编号	级别	修为经验	怪物强度	掉落	武器类型	锁定位移攻击	禁播受击动作	拾取权限清空时间	无拾取物消失时间	最大消失时间	附加随机能力编号	普通攻击	技能表	主动被动	固定NPC重生时间	敌人NPC编号表	队友编号	能否攻击	能不能被攻击	不能被杀死	攻防比重	防御概率	"战斗频率,毫秒"	"追击范围,米"	无法被硬直	锁定技能间隔	召唤ID	召唤半径	召唤类型	表演概率	表演时间	婚宴npc类型	势力归属	势力关系表	战斗开始的召唤ID	权重	初始动作固定帧播放	商店ID	洗红名功能	仓库ID	职业ID	宝石游戏NPC ID	接任务表	交任务表	可以加入的门派表	可获得的身份表	复活点	落脚点	驿站	输入关系包编号	是否有公会功能	帮派地块购买	是否有门派战功能	运镖编号	是否有帮派仓库	所属帮会地块编号	AI编辑包	善恶参数	直接触发	脱战回血	格挡方式(-1表示不格挡)	超过距离就脱战	使用轻功	破防几率	破防技能	防御CD	世界触发器相关	存在时间	是否理会玩家	缩放尺寸	跟随距离	跟随位置	是否跨场景	跟随角度	NPC配偶	采集范围	采集动作名	读条时间(ms)	最大消失时间(s)	宝箱开启前特效	宝箱开启后特效	钥匙数量	钥匙id	开启条件	分配类型	无法跟随时自动停止	大逃杀专用TYPE	
newworld_xiyu_shuaguaizhandou_214	AttackNpc	薛虎山		1	1	2	2			1.25	4	hand1_2	npc\worldnpc308	1	0.931476	icon\funcnpc\worldnpc308.png					0			npc_foundplayer	7					25																						372	20						1	8	1	40		Npc_yh_hsqs01	"Npc_yh_hsqs01,1,0;Npc_yh_hsqs02,1,0;Npc_yh_hsqs03,1,0;Npc_yh_hsqs04,1,0;Npc_yh_hsqs05,1,0;Npc_yh_hsqs06,1,0;Npc_yh_hsqs07,1,0;jn_tg_yanxing,1,0;jn_tg_yanxing_back,1,1"		-1								1500	25	1	1000			0				1																								3040		1	5	2			30				900000																				
newworld_xiyu_shuaguaizhandou_215	AttackNpc	向晚晴		1	1	2	2			1.3	4.8	hand1_2	npc\worldnpc310	2	0.869858	icon\funcnpc\worldnpc310.png					0			npc_foundplayer	7					25																						372	20						1	8	1	40		Npc_yh_hsqs01	"Npc_yh_hsqs01,1,0;Npc_yh_hsqs02,1,0;Npc_yh_hsqs03,1,0;Npc_yh_hsqs04,1,0;Npc_yh_hsqs05,1,0;Npc_yh_hsqs06,1,0;Npc_yh_hsqs07,1,0;jn_tg_yanxing,1,0;jn_tg_yanxing_back,1,2"		-1								1500	25	1	1000			0				1																								3040		1	5	2			30				900000																				
newworld_xiyu_shuaguaizhandou_216	AttackNpc	聂风		1	1	2	2			0.67	5	hand1_1	npc\worldnpc308	1	0.893779	icon\funcnpc\worldnpc308.png					0			npc_foundplayer	7					25																						372	20						1	8	1	40		Npc_yh_hsqs01	"Npc_yh_hsqs01,1,0;Npc_yh_hsqs02,1,0;Npc_yh_hsqs03,1,0;Npc_yh_hsqs04,1,0;Npc_yh_hsqs05,1,0;Npc_yh_hsqs06,1,0;Npc_yh_hsqs07,1,0;jn_tg_yanxing,1,0;jn_tg_yanxing_back,1,3"		-1								1500	25	1	1000			0				1																								3040		1	5	2			30				900000																				
newworld_xiyu_shuaguaizhandou_217	AttackNpc	玉钗寒		1	1	2	2			1.3	4.8	hand1_2	npc\worldnpc310	2	0.9	icon\funcnpc\worldnpc310.png					0			npc_foundplayer	7					25																						372	20						1	8	1	40		Npc_yh_hsqs01	"Npc_yh_hsqs01,1,0;Npc_yh_hsqs02,1,0;Npc_yh_hsqs03,1,0;Npc_yh_hsqs04,1,0;Npc_yh_hsqs05,1,0;Npc_yh_hsqs06,1,0;Npc_yh_hsqs07,1,0;jn_tg_yanxing,1,0;jn_tg_yanxing_back,1,4"		-1								1500	25	1	1000			0				1																								3040		1	5	2			30				900000																				
newworld_xiyu_shuaguaizhandou_218	AttackNpc	云望		1	1	2	2			0.67	5	hand1_1	npc\worldnpc276	1	0.928315	icon\funcnpc\worldnpc276.png					0			npc_foundplayer	7					25																						372	20						1	8	1	40		Npc_yh_hsqs01	"Npc_yh_hsqs01,1,0;Npc_yh_hsqs02,1,0;Npc_yh_hsqs03,1,0;Npc_yh_hsqs04,1,0;Npc_yh_hsqs05,1,0;Npc_yh_hsqs06,1,0;Npc_yh_hsqs07,1,0;jn_tg_yanxing,1,0;jn_tg_yanxing_back,1,5"		-1								1500	25	1	1000			0				1																								3040		1	5	2			30				900000																				
newworld_xiyu_shuaguaizhandou_219	AttackNpc	阎彭		1	1	2	2			1.25	4	hand1_1	npc\worldnpc308	1	0.905	icon\funcnpc\worldnpc308.png					0			npc_foundplayer	7					25																						372	20						1	8	1	40		Npc_yh_hsqs01	"Npc_yh_hsqs01,1,0;Npc_yh_hsqs02,1,0;Npc_yh_hsqs03,1,0;Npc_yh_hsqs04,1,0;Npc_yh_hsqs05,1,0;Npc_yh_hsqs06,1,0;Npc_yh_hsqs07,1,0;jn_tg_yanxing,1,0;jn_tg_yanxing_back,1,6"		-1								1500	25	1	1000			0				1																								3040		1	5	2			30				900000																				
	//杀人庒																																																																																																																																											
newworld_xiyu_shuaguaizhandou_220	AttackNpc	姬葬花		1	1	2	2			1.25	4	knife1_1	npc\worldnpc491	1	0.91	icon\funcnpc\worldnpc491.png				k_r_npcitem307	0			npc_foundplayer	7					25																						372	20						1	8	1	40		Npc_xjz_wmcf01	"Npc_xjz_wmcf01,1,0;Npc_xjz_wmcf02,1,0;Npc_xjz_wmcf03,1,0;Npc_xjz_wmcf04,1,0;Npc_xjz_wmcf05,1,0;Npc_xjz_wmcf06,1,0;Npc_xjz_wmcf07,1,0;Npc_xjz_wmcf03_hide,1,0;jn_tg_yanxing,1,0;jn_tg_yanxing_back,1,0"		-1								1500	25	1	1000			0				1																								3041		1	5	2			30				900000																				
newworld_xiyu_shuaguaizhandou_221	AttackNpc	姬苦情		1	1	2	2			0.68	5	knife1_1	npc\worldnpc491	1	0.953979	icon\funcnpc\worldnpc491.png				k_r_npcitem307	0			npc_foundplayer	7					25																						372	20						1	8	1	40		Npc_xjz_wmcf01	"Npc_xjz_wmcf01,1,0;Npc_xjz_wmcf02,1,0;Npc_xjz_wmcf03,1,0;Npc_xjz_wmcf04,1,0;Npc_xjz_wmcf05,1,0;Npc_xjz_wmcf06,1,0;Npc_xjz_wmcf07,1,0;Npc_xjz_wmcf03_hide,1,0;jn_tg_yanxing,1,0;jn_tg_yanxing_back,1,1"		-1								1500	25	1	1000			0				1																								3041		1	5	2			30				900000																				
newworld_xiyu_shuaguaizhandou_222	AttackNpc	姬悲情		1	1	2	2			1.3	4.8	knife1_2	npc\monster078	2	0.892664	icon\monster\monster078.png				k_r_npcitem307	0			npc_foundplayer	7					25																						372	20						1	8	1	40		Npc_xjz_wmcf01	"Npc_xjz_wmcf01,1,0;Npc_xjz_wmcf02,1,0;Npc_xjz_wmcf03,1,0;Npc_xjz_wmcf04,1,0;Npc_xjz_wmcf05,1,0;Npc_xjz_wmcf06,1,0;Npc_xjz_wmcf07,1,0;Npc_xjz_wmcf03_hide,1,0;jn_tg_yanxing,1,0;jn_tg_yanxing_back,1,2"		-1								1500	25	1	1000			0				1																								3041		1	5	2			30				900000																				
newworld_xiyu_shuaguaizhandou_223	AttackNpc	姬夫人		1	1	2	2			1.3	4.8	knife1_2	npc\monster078	2	0.871619	icon\monster\monster078.png				k_r_npcitem307	0			npc_foundplayer	7					25																						372	20						1	8	1	40		Npc_xjz_wmcf01	"Npc_xjz_wmcf01,1,0;Npc_xjz_wmcf02,1,0;Npc_xjz_wmcf03,1,0;Npc_xjz_wmcf04,1,0;Npc_xjz_wmcf05,1,0;Npc_xjz_wmcf06,1,0;Npc_xjz_wmcf07,1,0;Npc_xjz_wmcf03_hide,1,0;jn_tg_yanxing,1,0;jn_tg_yanxing_back,1,3"		-1								1500	25	1	1000			0				1																								3041		1	5	2			30				900000																				
newworld_xiyu_shuaguaizhandou_224	AttackNpc	姬凌凤		1	1	2	2			1.15	4.2	knife1_2	npc\monster078	2	0.3169394	icon\monster\monster078.png				k_r_npcitem307	0			npc_foundplayer	7					25																						372	20						1	8	1	40		Npc_xjz_wmcf01	"Npc_xjz_wmcf01,1,0;Npc_xjz_wmcf02,1,0;Npc_xjz_wmcf03,1,0;Npc_xjz_wmcf04,1,0;Npc_xjz_wmcf05,1,0;Npc_xjz_wmcf06,1,0;Npc_xjz_wmcf07,1,0;Npc_xjz_wmcf03_hide,1,0;jn_tg_yanxing,1,0;jn_tg_yanxing_back,1,4"		-1								1500	25	1	1000			0				1																								3041		1	5	2			30				900000																				
newworld_xiyu_shuaguaizhandou_225	AttackNpc	东郭高		1	1	2	2			1.25	4	knife1_1	npc\worldnpc491	1	0.869695	icon\funcnpc\worldnpc491.png				k_r_npcitem307	0			npc_foundplayer	7					25																						372	20						1	8	1	40		Npc_xjz_wmcf01	"Npc_xjz_wmcf01,1,0;Npc_xjz_wmcf02,1,0;Npc_xjz_wmcf03,1,0;Npc_xjz_wmcf04,1,0;Npc_xjz_wmcf05,1,0;Npc_xjz_wmcf06,1,0;Npc_xjz_wmcf07,1,0;Npc_xjz_wmcf03_hide,1,0;jn_tg_yanxing,1,0;jn_tg_yanxing_back,1,5"		-1								1500	25	1	1000			0				1																								3041		1	5	2			30				900000																				
	//大漠鬼城																																																																																																																																											
newworld_xiyu_shuaguaizhandou_226	AttackNpc	雷行空		1	1	2	2			1.25	4	sword1_1	npc\monster413	1	0.960266	icon\monster\monster413.png				s_r_npcitem324	0			npc_foundplayer	7					25																						372	20						1	8	1	40		Npc_th_bhcs07	"Npc_th_bhcs01,1,0;Npc_th_bhcs02,1,0;Npc_th_bhcs03,1,0;Npc_th_bhcs04,1,0;Npc_th_bhcs05,1,0;Npc_th_bhcs06,1,0;Npc_th_bhcs07,1,0;Npc_th_bhcs08,1,0;Npc_th_bhcs08_hide01,1,0;Npc_th_bhcs08_hide02,1,0;Npc_th_bhcs08_hide03,1,0;jn_tg_yanxing,1,0;jn_tg_yanxing_back,1,0"		-1								1500	25	1	1000			0				1																								3042		1	5	2			30				900000																				
newworld_xiyu_shuaguaizhandou_227	AttackNpc	黑莫尔		1	1	2	2			0.82	5	sword1_1	npc\monster445	1	0.86698	icon\monster\monster445.png				s_r_npcitem324	0			npc_foundplayer	7					25																						372	20						1	8	1	40		Npc_th_bhcs07	"Npc_th_bhcs01,1,0;Npc_th_bhcs02,1,0;Npc_th_bhcs03,1,0;Npc_th_bhcs04,1,0;Npc_th_bhcs05,1,0;Npc_th_bhcs06,1,0;Npc_th_bhcs07,1,0;Npc_th_bhcs08,1,0;Npc_th_bhcs08_hide01,1,0;Npc_th_bhcs08_hide02,1,0;Npc_th_bhcs08_hide03,1,0;jn_tg_yanxing,1,1;jn_tg_yanxing_backq?"		-1								1500	25	1	1000			0				1																								3042		1	5	2			30				900000																				
newworld_xiyu_shuaguaizhandou_228	AttackNpc	詹逵		1	1	2	2			0.8	5	sword1_1	npc\monster413	1	0.92	icon\monster\monster413.png				s_r_npcitem324	0			npc_foundplayer	7					25																						372	20						1	8	1	40		Npc_th_bhcs07	"Npc_th_bhcs01,1,0;Npc_th_bhcs02,1,0;Npc_th_bhcs03,1,0;Npc_th_bhcs04,1,0;Npc_th_bhcs05,1,0;Npc_th_bhcs06,1,0;Npc_th_bhcs07,1,0;Npc_th_bhcs08,1,0;Npc_th_bhcs08_hide01,1,0;Npc_th_bhcs08_hide02,1,0;Npc_th_bhcs08_hide03,1,0;jn_tg_yanxing,1,2;jn_tg_yanxing_backq?"		-1								1500	25	1	1000			0				1																								3042		1	5	2			30				900000																				
newworld_xiyu_shuaguaizhandou_229	AttackNpc	欧阳画扇		1	1	2	2			0.82	5	sword1_1	npc\monster445	1	0.905	icon\monster\monster445.png				s_r_npcitem324	0			npc_foundplayer	7					25																						372	20						1	8	1	40		Npc_th_bhcs07	"Npc_th_bhcs01,1,0;Npc_th_bhcs02,1,0;Npc_th_bhcs03,1,0;Npc_th_bhcs04,1,0;Npc_th_bhcs05,1,0;Npc_th_bhcs06,1,0;Npc_th_bhcs07,1,0;Npc_th_bhcs08,1,0;Npc_th_bhcs08_hide01,1,0;Npc_th_bhcs08_hide02,1,0;Npc_th_bhcs08_hide03,1,0;jn_tg_yanxing,1,3;jn_tg_yanxing_backq?"		-1								1500	25	1	1000			0				1																								3042		1	5	2			30				900000																				
newworld_xiyu_shuaguaizhandou_230	AttackNpc	樊一坤		1	1	2	2			0.8	5	sword1_1	npc\monster413	1	0.849352	icon\monster\monster413.png				s_r_npcitem324	0			npc_foundplayer	7					25																						372	20						1	8	1	40		Npc_th_bhcs07	"Npc_th_bhcs01,1,0;Npc_th_bhcs02,1,0;Npc_th_bhcs03,1,0;Npc_th_bhcs04,1,0;Npc_th_bhcs05,1,0;Npc_th_bhcs06,1,0;Npc_th_bhcs07,1,0;Npc_th_bhcs08,1,0;Npc_th_bhcs08_hide01,1,0;Npc_th_bhcs08_hide02,1,0;Npc_th_bhcs08_hide03,1,0;jn_tg_yanxing,1,4;jn_tg_yanxing_backq?"		-1								1500	25	1	1000			0				1																								3042		1	5	2			30				900000																				
newworld_xiyu_shuaguaizhandou_231	AttackNpc	千拙大师		1	1	2	2			0.75	5	sword1_1	npc\monster445	1	0.9506	icon\monster\monster445.png				s_r_npcitem324	0			npc_foundplayer	7					25																						372	20						1	8	1	40		Npc_th_bhcs07	"Npc_th_bhcs01,1,0;Npc_th_bhcs02,1,0;Npc_th_bhcs03,1,0;Npc_th_bhcs04,1,0;Npc_th_bhcs05,1,0;Npc_th_bhcs06,1,0;Npc_th_bhcs07,1,0;Npc_th_bhcs08,1,0;Npc_th_bhcs08_hide01,1,0;Npc_th_bhcs08_hide02,1,0;Npc_th_bhcs08_hide03,1,0;jn_tg_yanxing,1,5;jn_tg_yanxing_backq?"		-1								1500	25	1	1000			0				1																								3042		1	5	2			30				900000																				
newworld_xiyu_shuaguaizhandou_232	AttackNpc	铁尺道长		1	1	2	2			0.67	5	sword1_1	npc\monster413	1	0.955	icon\monster\monster413.png				s_r_npcitem324	0			npc_foundplayer	7					25																						372	20						1	8	1	40		Npc_th_bhcs07	"Npc_th_bhcs01,1,0;Npc_th_bhcs02,1,0;Npc_th_bhcs03,1,0;Npc_th_bhcs04,1,0;Npc_th_bhcs05,1,0;Npc_th_bhcs06,1,0;Npc_th_bhcs07,1,0;Npc_th_bhcs08,1,0;Npc_th_bhcs08_hide01,1,0;Npc_th_bhcs08_hide02,1,0;Npc_th_bhcs08_hide03,1,0;jn_tg_yanxing,1,6;jn_tg_yanxing_backq?"		-1								1500	25	1	1000			0				1																								3042		1	5	2			30				900000																				
newworld_xiyu_shuaguaizhandou_233	AttackNpc	诸十三		1	1	2	2			1.15	5	sword1_1	npc\monster445	1	0.9	icon\monster\monster445.png				s_r_npcitem324	0			npc_foundplayer	7					25																						372	20						1	8	1	40		Npc_th_bhcs07	"Npc_th_bhcs01,1,0;Npc_th_bhcs02,1,0;Npc_th_bhcs03,1,0;Npc_th_bhcs04,1,0;Npc_th_bhcs05,1,0;Npc_th_bhcs06,1,0;Npc_th_bhcs07,1,0;Npc_th_bhcs08,1,0;Npc_th_bhcs08_hide01,1,0;Npc_th_bhcs08_hide02,1,0;Npc_th_bhcs08_hide03,1,0;jn_tg_yanxing,1,7;jn_tg_yanxing_backq?"		-1								1500	25	1	1000			0				1																								3042		1	5	2			30				900000																				
	//天外天																																																																																																																																											
newworld_xiyu_shuaguaizhandou_234	AttackNpc	血影子		1	1	2	2			1.5	5	hand1_1	npc\worldnpc353	1	0.90942	icon\funcnpc\worldnpc353.png					0			npc_foundplayer	7					25																						372	20						1	8	1	40		Npc_jh_lhbwq01	"Npc_jh_lhbwq01,1,0;Npc_jh_lhbwq02,1,0;Npc_jh_lhbwq03,1,0;Npc_jh_lhbwq04,1,0;Npc_jh_lhbwq05,1,0;Npc_jh_lhbwq06,1,0;Npc_jh_lhbwq07,1,0;Npc_jh_lhbwq08,1,0;jn_tg_yanxing,1,0;jn_tg_yanxing_back,1,0"		-1								1500	25	1	1000			0				1																								2984		1	5	2			30				900000																				
newworld_xiyu_shuaguaizhandou_235	AttackNpc	赵赵姑娘		1	1	2	2			1.3	4.8	hand1_2	npc\worldnpc293	2	0.860941	icon\funcnpc\worldnpc293.png					0			npc_foundplayer	7					25																						372	20						1	8	1	40		Npc_jh_lhbwq01	"Npc_jh_lhbwq01,1,0;Npc_jh_lhbwq02,1,0;Npc_jh_lhbwq03,1,0;Npc_jh_lhbwq04,1,0;Npc_jh_lhbwq05,1,0;Npc_jh_lhbwq06,1,0;Npc_jh_lhbwq07,1,0;Npc_jh_lhbwq08,1,0;jn_tg_yanxing,1,0;jn_tg_yanxing_back,1,0"		-1								1500	25	1	1000			0				1																								2984		1	5	2			30				900000																				
newworld_xiyu_shuaguaizhandou_236	AttackNpc	黑手		1	1	2	2			0.82	5	hand1_1	npc\worldnpc551	1	0.89503	icon\funcnpc\worldnpc551.png					0			npc_foundplayer	7					25																						372	20						1	8	1	40		Npc_jh_lhbwq01	"Npc_jh_lhbwq01,1,0;Npc_jh_lhbwq02,1,0;Npc_jh_lhbwq03,1,0;Npc_jh_lhbwq04,1,0;Npc_jh_lhbwq05,1,0;Npc_jh_lhbwq06,1,0;Npc_jh_lhbwq07,1,0;Npc_jh_lhbwq08,1,0;jn_tg_yanxing,1,0;jn_tg_yanxing_back,1,0"		-1								1500	25	1	1000			0				1																								2984		1	5	2			30				900000																				
newworld_xiyu_shuaguaizhandou_237	AttackNpc	历清狂		1	1	2	2			1.25	4	hand1_1	npc\worldnpc353	1	0.965	icon\funcnpc\worldnpc353.png					0			npc_foundplayer	7					25																						372	20						1	8	1	40		Npc_jh_lhbwq01	"Npc_jh_lhbwq01,1,0;Npc_jh_lhbwq02,1,0;Npc_jh_lhbwq03,1,0;Npc_jh_lhbwq04,1,0;Npc_jh_lhbwq05,1,0;Npc_jh_lhbwq06,1,0;Npc_jh_lhbwq07,1,0;Npc_jh_lhbwq08,1,0;jn_tg_yanxing,1,0;jn_tg_yanxing_back,1,0"		-1								1500	25	1	1000			0				1																								2984		1	5	2			30				900000																				
newworld_xiyu_shuaguaizhandou_238	AttackNpc	赫连璧		1	1	2	2			1.25	4	hand1_1	npc\worldnpc353	1	0.89833	icon\funcnpc\worldnpc353.png					0			npc_foundplayer	7					25																						372	20						1	8	1	40		Npc_jh_lhbwq01	"Npc_jh_lhbwq01,1,0;Npc_jh_lhbwq02,1,0;Npc_jh_lhbwq03,1,0;Npc_jh_lhbwq04,1,0;Npc_jh_lhbwq05,1,0;Npc_jh_lhbwq06,1,0;Npc_jh_lhbwq07,1,0;Npc_jh_lhbwq08,1,0;jn_tg_yanxing,1,0;jn_tg_yanxing_back,1,0"		-1								1500	25	1	1000			0				1																								2984		1	5	2			30				900000																				
newworld_xiyu_shuaguaizhandou_239	AttackNpc	霍缡凤		1	1	2	2			1.05	3.8	hand1_2	npc\worldnpc293	2	0.845	icon\funcnpc\worldnpc293.png					0			npc_foundplayer	7					25																						372	20						1	8	1	40		Npc_jh_lhbwq01	"Npc_jh_lhbwq01,1,0;Npc_jh_lhbwq02,1,0;Npc_jh_lhbwq03,1,0;Npc_jh_lhbwq04,1,0;Npc_jh_lhbwq05,1,0;Npc_jh_lhbwq06,1,0;Npc_jh_lhbwq07,1,0;Npc_jh_lhbwq08,1,0;jn_tg_yanxing,1,0;jn_tg_yanxing_back,1,0"		-1								1500	25	1	1000			0				1																								2984		1	5	2			30				900000																				
	//秦王府																																																																																																																																											
newworld_xiyu_shuaguaizhandou_240	AttackNpc	朱靖		1	1	2	2			1.25	4	sword1_1	npc\monster105	1	0.89503	icon\monster\monster105.png				s_r_npcitem417	0			npc_foundplayer	7					25																						372	20						1	8	1	40		Npc_jh_bxjf08	"Npc_jh_bxjf01,1,0;Npc_jh_bxjf02,1,0;Npc_jh_bxjf03,1,0;Npc_jh_bxjf04,1,0;Npc_jh_bxjf05,1,0;Npc_jh_bxjf06,1,0;Npc_jh_bxjf07,1,0;Npc_jh_bxjf08,1,0;Npc_jh_bxjf07_hide,1,0;jn_tg_yanxing,1,0;jn_tg_yanxing_back,1,0"		-1								1500	25	1	1000			0				1																								2985		1	5	2			30				900000																				
newworld_xiyu_shuaguaizhandou_241	AttackNpc	老太君		1	1	2	2			1.3	4.8	sword1_2	npc\monster134	2	0.892664	icon\monster\monster134.png				s_r_npcitem417	0			npc_foundplayer	7					25																						372	20						1	8	1	40		Npc_jh_bxjf08	"Npc_jh_bxjf01,1,0;Npc_jh_bxjf02,1,0;Npc_jh_bxjf03,1,0;Npc_jh_bxjf04,1,0;Npc_jh_bxjf05,1,0;Npc_jh_bxjf06,1,0;Npc_jh_bxjf07,1,0;Npc_jh_bxjf08,1,0;Npc_jh_bxjf07_hide,1,0;jn_tg_yanxing,1,0;jn_tg_yanxing_back,1,1"		-1								1500	25	1	1000			0				1																								2985		1	5	2			30				900000																				
newworld_xiyu_shuaguaizhandou_242	AttackNpc	永成公主		1	1	2	2			1.3	4.8	sword1_2	npc\monster134	2	0.996431	icon\monster\monster134.png				s_r_npcitem417	0			npc_foundplayer	7					25																						372	20						1	8	1	40		Npc_jh_bxjf08	"Npc_jh_bxjf01,1,0;Npc_jh_bxjf02,1,0;Npc_jh_bxjf03,1,0;Npc_jh_bxjf04,1,0;Npc_jh_bxjf05,1,0;Npc_jh_bxjf06,1,0;Npc_jh_bxjf07,1,0;Npc_jh_bxjf08,1,0;Npc_jh_bxjf07_hide,1,0;jn_tg_yanxing,1,0;jn_tg_yanxing_back,1,2"		-1								1500	25	1	1000			0				1																								2985		1	5	2			30				900000																				
newworld_xiyu_shuaguaizhandou_243	AttackNpc	丝衣		1	1	2	2			1.3	4.8	sword1_2	npc\monster134	2	0.872345	icon\monster\monster134.png				s_r_npcitem417	0			npc_foundplayer	7					25																						372	20						1	8	1	40		Npc_jh_bxjf08	"Npc_jh_bxjf01,1,0;Npc_jh_bxjf02,1,0;Npc_jh_bxjf03,1,0;Npc_jh_bxjf04,1,0;Npc_jh_bxjf05,1,0;Npc_jh_bxjf06,1,0;Npc_jh_bxjf07,1,0;Npc_jh_bxjf08,1,0;Npc_jh_bxjf07_hide,1,0;jn_tg_yanxing,1,0;jn_tg_yanxing_back,1,3"		-1								1500	25	1	1000			0				1																								2985		1	5	2			30				900000																				
newworld_xiyu_shuaguaizhandou_244	AttackNpc	张丹灵		1	1	2	2			1.3	4.8	sword1_2	npc\monster134	2	0.89	icon\monster\monster134.png				s_r_npcitem417	0			npc_foundplayer	7					25																						372	20						1	8	1	40		Npc_jh_bxjf08	"Npc_jh_bxjf01,1,0;Npc_jh_bxjf02,1,0;Npc_jh_bxjf03,1,0;Npc_jh_bxjf04,1,0;Npc_jh_bxjf05,1,0;Npc_jh_bxjf06,1,0;Npc_jh_bxjf07,1,0;Npc_jh_bxjf08,1,0;Npc_jh_bxjf07_hide,1,0;jn_tg_yanxing,1,0;jn_tg_yanxing_back,1,4"		-1								1500	25	1	1000			0				1																								2985		1	5	2			30				900000																				
newworld_xiyu_shuaguaizhandou_245	AttackNpc	丁烈		1	1	2	2			1.25	4	sword1_1	npc\worldnpc572	1	0.925	icon\funcnpc\worldnpc572.png				s_r_npcitem417	0			npc_foundplayer	7					25																						372	20						1	8	1	40		Npc_jh_bxjf08	"Npc_jh_bxjf01,1,0;Npc_jh_bxjf02,1,0;Npc_jh_bxjf03,1,0;Npc_jh_bxjf04,1,0;Npc_jh_bxjf05,1,0;Npc_jh_bxjf06,1,0;Npc_jh_bxjf07,1,0;Npc_jh_bxjf08,1,0;Npc_jh_bxjf07_hide,1,0;jn_tg_yanxing,1,0;jn_tg_yanxing_back,1,5"		-1								1500	25	1	1000			0				1																								2985		1	5	2			30				900000																				
newworld_xiyu_shuaguaizhandou_246	AttackNpc	铁臂苍狼		1	1	2	2			1.25	4	sword1_1	npc\monster105	1	0.97	icon\monster\monster105.png				s_r_npcitem417	0			npc_foundplayer	7					25																						372	20						1	8	1	40		Npc_jh_bxjf08	"Npc_jh_bxjf01,1,0;Npc_jh_bxjf02,1,0;Npc_jh_bxjf03,1,0;Npc_jh_bxjf04,1,0;Npc_jh_bxjf05,1,0;Npc_jh_bxjf06,1,0;Npc_jh_bxjf07,1,0;Npc_jh_bxjf08,1,0;Npc_jh_bxjf07_hide,1,0;jn_tg_yanxing,1,0;jn_tg_yanxing_back,1,6"		-1								1500	25	1	1000			0				1																								2985		1	5	2			30				900000																				
	//饿虎山寨																																																																																																																																											
newworld_xiyu_shuaguaizhandou_247	AttackNpc	熊霸天		1	1	2	2			1.25	4	dsword3_1	npc\monster445	1	0.945	icon\monster\monster445.png				db_rl_npcitem323	0			npc_foundplayer	7					25																						372	20						1	8	1	40		Npc_xy_jlsd01	"Npc_xy_jlsd01,1,0;Npc_xy_jlsd02,1,0;Npc_xy_jlsd03,1,0;Npc_xy_jlsd04,1,0;Npc_xy_jlsd05,1,0;Npc_xy_jlsd06,1,0;Npc_xy_jlsd07,1,0;Npc_xy_jlsd04_1,1,0;Npc_xy_jlsd04_2,1,0;Npc_xy_jlsd07_hide,1,0;jn_tg_yanxing,1,0;jn_tg_yanxing_back,1,0"		-1								1000	25	1	1000			0				1																								3090		1	5	2			30				900000																				
newworld_xiyu_shuaguaizhandou_248	AttackNpc	万骄芷		1	1	2	2			1.3	4.8	dsword3_2	npc\monster058	2	0.865	icon\monster\monster058.png				db_rl_npcitem323	0			npc_foundplayer	7					25																						372	20						1	8	1	40		Npc_xy_jlsd01	"Npc_xy_jlsd01,1,0;Npc_xy_jlsd02,1,0;Npc_xy_jlsd03,1,0;Npc_xy_jlsd04,1,0;Npc_xy_jlsd05,1,0;Npc_xy_jlsd06,1,0;Npc_xy_jlsd07,1,0;Npc_xy_jlsd04_1,1,0;Npc_xy_jlsd04_2,1,0;Npc_xy_jlsd07_hide,1,0;jn_tg_yanxing,1,0;jn_tg_yanxing_back,1,1"		-1								1500	25	1	1000			0				1																								3090		1	5	2			30				900000																				
newworld_xiyu_shuaguaizhandou_249	AttackNpc	秦天豹		1	1	2	2			1.25	4	dsword3_1	npc\monster445	1	0.97	icon\monster\monster445.png				db_rl_npcitem323	0			npc_foundplayer	7					25																						372	20						1	8	1	40		Npc_xy_jlsd01	"Npc_xy_jlsd01,1,0;Npc_xy_jlsd02,1,0;Npc_xy_jlsd03,1,0;Npc_xy_jlsd04,1,0;Npc_xy_jlsd05,1,0;Npc_xy_jlsd06,1,0;Npc_xy_jlsd07,1,0;Npc_xy_jlsd04_1,1,0;Npc_xy_jlsd04_2,1,0;Npc_xy_jlsd07_hide,1,0;jn_tg_yanxing,1,0;jn_tg_yanxing_back,1,2"		-1								1500	25	1	1000			0				1																								3090		1	5	2			30				900000																				
