NPC±àºÅ	¶ÔÏóÀàÐÍ	ini×¢ÊÍÃû³Æ	NPCÆòÌÖÐÅÏ¢	±íÏÖAI°ü±àºÅ	NPCÀàÐÍ	Ñ¡Ôñ²Ù×÷	Êó±êÐÎ×´	ÊÇ·ñ×ªÉí	×ßÂ·ËÙ¶È	ÅÜ²½ËÙ¶È	ÎäÆ÷³ÖÎÕ·½Ê½	Ä£ÐÍ±àºÅ	ÐÔ±ð	Ä£ÐÍ°ë¾¶	Í¼Æ¬	³öÉú×´Ì¬	npcÉùÒô	×é³É²ÄÁÏ	ÎäÆ÷Ãû³Æ	NPCÖÖÀàID	½Å±¾±àºÅ	ÊÇ·ñÄÜ½ÓïÚ	´¥·¢ÌØÐ§	AIÀàÐÍ	Ñ²ÂßÄ£Ê½	Ñ²Âß°ë¾¶	Â·¾¶ID	ÊÇ·ñËæ»ú³öÏÖ	ÏìÓ¦·¶Î§	ÃÅÅÉ	³ÆºÅ	¼®¹á	ÕóÓª	Ãû×Ö±íÐòºÅ	ÉúÆ½±íÐòºÅ	Éí·Ý²ÎÊý01	Éí·Ý²ÎÊý2	Éí·Ý²ÎÊý3	¶Ô»°¹æÔò	Ìß¹Ý×¨ÓÃ¹ØÁªNPC	ÉúÆ½	ÄÜ·ñÇÐ´è	Ëæ»ú¶Ô»°	ÏÂÆåÍæ¼ÒµÄ×îÐ¡µÈ¼¶	NPCÉíÉÏ¹ÒµÄÆåÆ×°ü	NPCÊÂ¼þ°ü±àºÅ	½øÈëÇÐ´èÇ°¶Ô»°	½áÊøÇÐ´èºó¶Ô»°	¿ÕÏÐ×´Ì¬¶Ô»°	Åö×²Ê±¶Ô»°	ÊµÁ¦°ü±àºÅ	¼¶±ð	ÐÞÎª¾­Ñé	¹ÖÎïÇ¿¶È	µôÂä	ÎäÆ÷ÀàÐÍ	Ëø¶¨Î»ÒÆ¹¥»÷	½û²¥ÊÜ»÷¶¯×÷	Ê°È¡È¨ÏÞÇå¿ÕÊ±¼ä	ÎÞÊ°È¡ÎïÏûÊ§Ê±¼ä	×î´óÏûÊ§Ê±¼ä	¸½¼ÓËæ»úÄÜÁ¦±àºÅ	ÆÕÍ¨¹¥»÷	¼¼ÄÜ±í	Ö÷¶¯±»¶¯	¹Ì¶¨NPCÖØÉúÊ±¼ä	µÐÈËNPC±àºÅ±í	¶ÓÓÑ±àºÅ	ÄÜ·ñ¹¥»÷	ÄÜ²»ÄÜ±»¹¥»÷	²»ÄÜ±»É±ËÀ	¹¥·À±ÈÖØ	·ÀÓù¸ÅÂÊ	"Õ½¶·ÆµÂÊ,ºÁÃë"	"×·»÷·¶Î§,Ã×"	ÎÞ·¨±»Ó²Ö±	Ëø¶¨¼¼ÄÜ¼ä¸ô	ÕÙ»½ID	ÕÙ»½°ë¾¶	ÕÙ»½ÀàÐÍ	±íÑÝ¸ÅÂÊ	±íÑÝÊ±¼ä	ÊÆÁ¦¹éÊô	ÊÆÁ¦¹ØÏµ±í	Õ½¶·¿ªÊ¼µÄÕÙ»½ID	NPC½»»¥Í£ÁôÊ±¼ä	Åö×²¶Ô»°¹æÔò	³õÊ¼¶¯×÷¹Ì¶¨Ö¡²¥·Å	ÉÌµêID	Ï´ºìÃû¹¦ÄÜ	²Ö¿âID	Ö°ÒµID	±¦Ê¯ÓÎÏ·NPC ID	½ÓÈÎÎñ±í	½»ÈÎÎñ±í	¿ÉÒÔ¼ÓÈëµÄÃÅÅÉ±í	¿É»ñµÃµÄÉí·Ý±í	¸´»îµã	Âä½Åµã	æäÕ¾	ÊäÈë¹ØÏµ°ü±àºÅ	ÊÇ·ñÓÐ¹«»á¹¦ÄÜ	°ïÅÉµØ¿é¹ºÂò	ÊÇ·ñÓÐÃÅÅÉÕ½¹¦ÄÜ	ÔËïÚ±àºÅ	ÊÇ·ñÓÐ°ïÅÉ²Ö¿â	ÊÇ·ñÓÐ°ïÅÉ×¤µØ	AI±à¼­°ü	ÉÆ¶ñ²ÎÊý	µÐÈËNPC±àºÅ±í	¶ÓÓÑ±àºÅ	Ö±½Ó´¥·¢	µØÎ»ÆÀ·Ö	±¨¸´µÈ¼¶	±¨¸´ÊÖ¶Î	ÊÇ·ñ¿É½á»é	ÍË³ö·¢Éù¶Ô»°	ÌìÆø°ü	ÊÀ½ç´¥·¢Æ÷Ïà¹Ø	´æÔÚÊ±¼ä	ÓÅÏÈÏÔÊ¾	²Æ¸»µ¥´ÎÔö³¤¼ä¸ô	²Æ¸»µ¥´ÎÔö³¤Öµ	²Æ¸»Ôö³¤×î´óÖµ	²Æ¸»Ë¥¼õ¼ä¸ô	²Æ¸»µ¥´ÎË¥¼õÖµ	²Æ¸»Ë¥¼õ×îµÍÖµ	½øÈëÕ½ÕùÖ±½ÓÉèÖÃ²Æ¸»	½øÈëÕ½ÕùÉèÖÃÍæ¼ÒÌìÆø	»÷É±Õâ¸öboss½øÈëÔö³¤ÆÚ	Í£Ö¹AI
yyz067	CommonNpc	ÎÅ¾þÎõ	2	8	84	2	2		1.25	4	hand1_1	npc\worldnpc008			icon\funcnpc\worldnpc008.png					0				3	0	0			20	prop_QiTaMenPai_1			1			7	5	1	talkrule070501							162;178;186;156;157					1	2		1											1						1			2000	15		2000								0	10																							1				1																		
yyz068	CommonNpc	µË½¨	2	8	84	2	2		1.25	4	hand1_1	npc\worldnpc008			icon\funcnpc\worldnpc008.png					0				3	0	0			20	prop_QiTaMenPai_1			1			7	5	1	talkrule070501							162;178;186;156;157					1	2		1											1						1			2000	15		2000								0	10																							1				1																		
yyz069	CommonNpc	Â½±þ»Ô	2	8	84	2	2		1.25	4	hand1_1	npc\worldnpc008			icon\funcnpc\worldnpc008.png					0				3	0	0			20	prop_QiTaMenPai_1			1			7	5	1	talkrule070501							162;178;186;156;157					1	2		1											1						1			2000	15		2000								0	10																							1				1																		
yyz070	CommonNpc	×óíñ		8	84	2	2		1.25	4	hand1_1	npc\monster517			icon\monster\monster517.png					0				3	0	0			20	prop_QiTaMenPai_1			1			6	2	1	talkrule060201							159;169;176;183;156					1	2		1											1						1			2000	15		2000								0	10																							1				4																		
yyz071	CommonNpc	ÂéÌìÓÓ		8	84	2	2		1.25	4	hand1_1	npc\monster517			icon\monster\monster517.png					0				3	0	0			20	prop_QiTaMenPai_1			1			6	2	1	talkrule060201							159;169;176;183;156					1	2		1											1						1			2000	15		2000								0	10																							1				4																		
yyz072	CommonNpc	ì¶Ìì		8	84	2	2		1.25	4	hand1_2	npc\worldnpc212			icon\funcnpc\worldnpc212.png					0				3	0	0			20	prop_QiTaMenPai_1			1			7	2	5	talkrule070205							167;175;190;156;157					1	2		1											1						1			2000	15		2000								0	10																							1				2																		
yyz073	CommonNpc	ÂÞÔ¶º½		8	84	2	2		1.25	4	hand1_2	npc\worldnpc212			icon\funcnpc\worldnpc212.png					0				3	0	0			20	prop_QiTaMenPai_1			1			7	2	5	talkrule070205							167;175;190;156;157					1	2		1											1						1			2000	15		2000								0	10																							1				2																		
yyz074	CommonNpc	ÑÕÄ¿		8	84	2	2		1.25	4	hand1_2	npc\worldnpc212			icon\funcnpc\worldnpc212.png					0				3	0	0			20	prop_QiTaMenPai_1			1			7	2	5	talkrule070205							167;175;190;156;157					1	2		1											1						1			2000	15		2000								0	10																							1				2																		
yyz075	CommonNpc	Óá¾ýê»	1	8	84	2	2		1.25	4	hand1_1	npc\worldnpc516			icon\funcnpc\worldnpc516.png					0				3	0	0			20	prop_QiTaMenPai_1			1			7	2	5	talkrule070205							167;175;190;156;157					1	2		1											1						1			2000	15		2000								0	10																							1				2																		
yyz076	CommonNpc	Û£±¦ÔÂ	1	8	84	2	2		1.25	4	hand1_1	npc\worldnpc516			icon\funcnpc\worldnpc516.png					0				3	0	0			20	prop_QiTaMenPai_1			1			7	2	5	talkrule070205							167;175;190;156;157					1	2		1											1						1			2000	15		2000								0	10																							1				2																		
yyz077	CommonNpc	×£Ôò	1	8	84	2	2		1.25	4	hand1_1	npc\worldnpc516			icon\funcnpc\worldnpc516.png					0				3	0	0			20	prop_QiTaMenPai_1			1			7	2	5	talkrule070205							167;175;190;156;157					1	2		1											1						1			2000	15		2000								0	10																							1				2																		
yyz078	CommonNpc	·ëÐù	1	8	84	2	2		1.25	4	hand1_1	npc\worldnpc516			icon\funcnpc\worldnpc516.png					0				3	0	0			20	prop_QiTaMenPai_1			1			7	2	5	talkrule070205							167;175;190;156;157					1	2		1											1						1			2000	15		2000								0	10																							1				2																		
yyz079	CommonNpc	·¿Î°ì÷	1	8	84	2	2		1.25	4	hand1_1	npc\worldnpc516			icon\funcnpc\worldnpc516.png					0				3	0	0			20	prop_QiTaMenPai_1			1			7	2	5	talkrule070205							167;175;190;156;157					1	2		1											1						1			2000	15		2000								0	10																							1				2																		
yyz080	CommonNpc	ÏÄÆÀ	2	8	84	2	2		1.25	4	hand1_1	npc\worldnpc137			icon\funcnpc\worldnpc137.png					0				3	0	0			20	prop_QiTaMenPai_1			1			7	1	14	talkrule070114							164;169;179;187;156					1	2		1											1						1			2000	15		2000								0	10																							1				3																		
yyz081	CommonNpc	ÓÝÒ¹	3	8	84	2	2		1.25	4	hand1_1	npc\worldnpc214			icon\funcnpc\worldnpc214.png					0				3	0	0			20	prop_QiTaMenPai_1			1			7	2	9	talkrule070209							162;178;186;156;157					1	2		1											1						1			2000	15		2000								0	10																							1				4																		
yyz082	CommonNpc	¿ïÐñÒ¢		8	84	2	2		1.25	4	hand1_1	npc\worldnpc569			icon\funcnpc\worldnpc569.png					0				3	0	0			20	prop_QiTaMenPai_1			1			7	2	13	talkrule070213							167;175;190;156;157					1	2		1											1						1			2000	15		2000								0	10																							1				1																		
yyz083	CommonNpc	¹úÊ¥½Ü		8	84	2	2		1.25	4	hand1_1	npc\worldnpc569			icon\funcnpc\worldnpc569.png					0				3	0	0			20	prop_QiTaMenPai_1			1			7	2	13	talkrule070213							167;175;190;156;157					1	2		1											1						1			2000	15		2000								0	10																							1				1																		
yyz084	CommonNpc	·üÔ½Ï£		8	84	2	2		1.25	4	hand1_1	npc\worldnpc569			icon\funcnpc\worldnpc569.png					0				3	0	0			20	prop_QiTaMenPai_1			1			7	2	13	talkrule070213							167;175;190;156;157					1	2		1											1						1			2000	15		2000								0	10																							1				1																		
yyz085	CommonNpc	²®Óñ·Ò	5	8	84	2	2		1.3	4.8	hand1_2	npc\worldnpc127			icon\funcnpc\worldnpc127.png					0				3	0	0			20	prop_QiTaMenPai_1			1			7	2	2	talkrule070202							166;169;183;156;157					1	2		1											1						1			2000	15		2000								0	10																							1				2																		
yyz086	CommonNpc	Å·ÑôÁè	5	8	84	2	2		1.3	4.8	hand1_2	npc\worldnpc195			icon\funcnpc\worldnpc195.png					0				3	0	0			20	prop_QiTaMenPai_1			1			7	2	2	talkrule070202							166;169;183;156;157					1	2		1											1						1			2000	15		2000								0	10																							1				2																		
yyz087	CommonNpc	¼ò¿¡éª		8	84	2	2		1.25	4	hand1_1	npc\worldnpc259			icon\funcnpc\worldnpc259.png					0				3	0	0			20	prop_QiTaMenPai_1			1			7	1	16	talkrule070116							161;169;185;156					1	2		1											1						1			2000	15		2000								0	10																							1				3																		
yyz088	CommonNpc	»ôÑó		8	84	2	2		1.25	4	hand1_1	npc\worldnpc259			icon\funcnpc\worldnpc259.png					0				3	0	0			20	prop_QiTaMenPai_1			1			7	1	16	talkrule070116							161;169;185;156					1	2		1											1						1			2000	15		2000								0	10																							1				3																		
yyz089	CommonNpc	ºÎÔ½±ò		8	84	2	2		1.25	4	hand1_1	npc\fbboss00016			icon\monster\fbboss00016.png					0				3	0	0			20	prop_QiTaMenPai_1			1			7	2	18	talkrule070218							161;169;185;156					1	2		1											1						1			2000	15		2000								0	10																							1				4	4	22																
yyz090	CommonNpc	Éòá§	2	8	84	2	2		0.65	4	hand1_1	npc\worldnpc160			icon\funcnpc\worldnpc160.png					0				3	0	0			20	prop_QiTaMenPai_1			1			7	2	18	talkrule070218							161;169;185;156					1	2		1											1						1			2000	15		2000								0	10																							1				4																		
yyz091	CommonNpc	¶Å³¯ÎÀ	2	8	84	2	2		1.25	4	hand1_1	npc\worldnpc517			icon\funcnpc\worldnpc517.png					0				3	0	0			20	prop_QiTaMenPai_1			1			7	2	18	talkrule070218							161;169;185;156					1	2		1											1						1			2000	15		2000								0	10								1174;	1168;1174;														1				4																		
yyz092	CommonNpc	ÉÍ½úÅô	2	8	84	2	2		1.25	4	hand1_1	npc\worldnpc518			icon\funcnpc\worldnpc518.png					0				3	0	0			20	prop_QiTaMenPai_1			1			7	2	18	talkrule070218							161;169;185;156					1	2		1											1						1			2000	15		2000								0	10																							1				4																		
yyz093	CommonNpc	Ì·³É¿ü	2	8	84	2	2		0.65	4	hand1_1	npc\worldnpc160			icon\funcnpc\worldnpc160.png					0				3	0	0			20	prop_QiTaMenPai_1			1			7	2	18	talkrule070218							161;169;185;156					1	2		1											1						1			2000	15		2000								0	10								1168;1174;1777;27512;	1065;1162;1168;1174;1180;														1				4	4																	
yyz094	CommonNpc	ÃÏ»¢		8	84	2	2		1.25	4	hand1_1	npc\worldnpc207			icon\funcnpc\worldnpc207.png					0				3	0	0			20	prop_QiTaMenPai_1			1			6	2	1	talkrule060201							159;169;176;183;156					1	2		1											1						1			2000	15		2000								0	10																							1				4																		
yyz095	CommonNpc	±Ï¿Ñ	1	8	84	2	2		1.25	4	hand1_1	npc\worldnpc454			icon\funcnpc\worldnpc454.png					0				3	0	0			20	prop_QiTaMenPai_1			1			7	2	3	talkrule070203							167;175;190;156;157					1	2		1											1						1			2000	15		2000								0	10																							1				2																		
yyz096	CommonNpc	°¬ºÆÄÏ	1	8	84	2	2		1.25	4	hand1_1	npc\worldnpc458			icon\funcnpc\worldnpc458.png					0				3	0	0			20	prop_QiTaMenPai_1			1			7	2	3	talkrule070203							167;175;190;156;157					1	2		1											1						1			2000	15		2000								0	10																							1				2																		
yyz097	CommonNpc	ÕçºÆÓî	1	8	84	2	2		1.25	4	hand1_1	npc\worldnpc126			icon\funcnpc\worldnpc126.png					0				3	0	0			20	prop_QiTaMenPai_1			1			7	2	3	talkrule070203							167;175;190;156;157					1	2		1											1						1			2000	15		2000								0	10																							1				2																		
yyz098	CommonNpc	å§ÑôÎ°Ôó	1	8	84	2	2		1.25	4	hand1_1	npc\worldnpc369			icon\funcnpc\worldnpc369.png					0				3	0	0			20	prop_QiTaMenPai_1			1			7	2	3	talkrule070203							167;175;190;156;157					1	2		1											1						1			2000	15		2000								0	10																							1				2																		
yyz099	CommonNpc	çÃÎ°å·	2	8	84	2	2		0.8	1.2	hand_0	npc\worldnpc142			icon\funcnpc\worldnpc142.png					0				3	0	0			20	prop_QiTaMenPai_1			1			7	2	10	talkrule070210							167;175;190;156;157					1	2		1											1						1			2000	15		2000								0	10																							1				3																		
yyz100	CommonNpc	ÚùÕÜå«	2	8	84	2	2		1.25	4	hand1_1	npc\worldnpc253			icon\funcnpc\worldnpc253.png					0				3	0	0			20	prop_QiTaMenPai_1			1			7	5	1	talkrule070501							162;178;186;156;157					1	2		1											1						1			2000	15		2000								0	10																							1				1																		
yyz101	CommonNpc	Ð»Ö¾Ôó	2	8	84	2	2		1.25	4	hand1_1	npc\worldnpc253			icon\funcnpc\worldnpc253.png					0				3	0	0			20	prop_QiTaMenPai_1			1			7	5	1	talkrule070501							162;178;186;156;157					1	2		1											1						1			2000	15		2000								0	10																							1				1																		
yyz102	CommonNpc	³ØºèÌÎ	2	8	84	2	2		1.25	4	hand1_1	npc\worldnpc126			icon\funcnpc\worldnpc126.png					0				3	0	0			20	prop_QiTaMenPai_1			1			7	2	3	talkrule070203							167;175;190;156;157					1	2		1											1						1			2000	15		2000								0	10																							1				2																		
yyz103	CommonNpc	ÎµÓ¢»ª	2	8	84	2	2		1.25	4	hand1_1	npc\worldnpc253			icon\funcnpc\worldnpc253.png					0				3	0	0			20	prop_QiTaMenPai_1			1			7	2	3	talkrule070203							167;175;190;156;157					1	2		1											1						1			2000	15		2000								0	10																							1				2																		
yyz104	CommonNpc	ÎÀÔ½Ôó	2	8	84	2	2		1.25	4	hand1_1	npc\worldnpc126			icon\funcnpc\worldnpc126.png					0				3	0	0			20	prop_QiTaMenPai_1			1			7	2	3	talkrule070203							167;175;190;156;157					1	2		1											1						1			2000	15		2000								0	10																							1				2																		
yyz105	CommonNpc	ÎÅÈËÓè	2	8	84	2	2		1.25	4	hand1_1	npc\worldnpc194			icon\funcnpc\worldnpc194.png					0				3	0	0			20	prop_QiTaMenPai_1			1			7	2	3	talkrule070203							167;175;190;156;157					1	2		1											1						1			2000	15		2000								0	10																							1				2																		
yyz106	CommonNpc	½¹íñ	2	8	84	2	2		1.25	4	hand1_1	npc\worldnpc135			icon\funcnpc\worldnpc135.png					0				3	0	0			20	prop_QiTaMenPai_1			1			7	2	3	talkrule070203							167;175;190;156;157					1	2		1											1						1			2000	15		2000								0	10																							1				2																		
yyz107	CommonNpc	Ù¦Ñ×±ò	2	8	84	2	2		1.25	4	hand1_1	npc\worldnpc110			icon\funcnpc\worldnpc110.png					0				3	0	0			20	prop_QiTaMenPai_1			1			7	2	3	talkrule070203							167;175;190;156;157					1	2		1											1						1			2000	15		2000								0	10																							1				2																		
yyz108	CommonNpc	ÀÖÕýºÕ	2	8	84	2	2		1.25	4	hand1_1	npc\monster235			icon\monster\monster235.png					0				3	0	0			20	prop_QiTaMenPai_1			1			7	7	3	talkrule070703							164;173;180;189;156					1	2		1											1						1			2000	15		2000								0	10																							1				3																		
yyz109	CommonNpc	¶ÎÐù	2	8	84	2	2		1.25	4	hand1_1	npc\monster235			icon\monster\monster235.png					0				3	0	0			20	prop_QiTaMenPai_1			1			7	7	3	talkrule070703							164;173;180;189;156					1	2		1											1						1			2000	15		2000								0	10																							1				3																		
yyz110	CommonNpc	ÁøÎ°Ôó	2	8	84	2	2		1.25	4	hand1_1	npc\monster235			icon\monster\monster235.png					0				3	0	0			20	prop_QiTaMenPai_1			1			7	7	3	talkrule070703							164;173;180;189;156					1	2		1											1						1			2000	15		2000								0	10																							1				3																		
yyz111	CommonNpc	ËïÂå		8	84	2	2		1.25	4	hand1_1	npc\worldnpc493			icon\funcnpc\worldnpc493.png					0				3	0	0			20	prop_QiTaMenPai_1			1			7	1	16	talkrule070116							161;169;185;156					1	2		1											1						1			2000	15		2000								0	10																							1				3																		
yyz112	CommonNpc	Î÷ÃÅ¼ÑÖ¥		8	84	2	2		1.2	4.8	hand1_2	npc\worldnpc182			icon\funcnpc\worldnpc182.png					0				3	0	0			20	prop_QiTaMenPai_1			1			7	2	4	talkrule070204							166;169;183;156;157					1	2		1											1						1			2000	15		2000								0	10																							1				2																		
yyz113	CommonNpc	Å·ÑôÈã	5	8	84	2	2		1.3	4.8	hand1_2	npc\worldnpc724			icon\funcnpc\worldnpc724.png					0				3	0	0			20	prop_QiTaMenPai_1			1			7	2	4	talkrule070204							166;169;183;156;157					1	2		1											1						1			2000	15		2000								0	10																							1				2																		
yyz114	CommonNpc	Í¿ÒÀ³¿	5	8	84	2	2		1.3	4.8	hand1_2	npc\worldnpc505			icon\funcnpc\worldnpc505.png					0				3	0	0			20	prop_QiTaMenPai_1			1			7	2	4	talkrule070204							166;169;183;156;157					1	2		1											1						1			2000	15		2000								0	10																							1				0																		
yyz115	CommonNpc	Ð¡Ñ×		8	84	2	2		1.25	4	hand1_1	npc\worldnpc421			icon\funcnpc\worldnpc421.png					0				3	0	0			20	prop_QiTaMenPai_1			1			7	2	7	talkrule070207							167;169;181;183;156					1	2		1											1						1			2000	15		2000								0	10																							1				0																		
yyz116	CommonNpc	¶õÄû	4	8	84	2	2		1.25	4	hand1_1	npc\worldnpc446			icon\funcnpc\worldnpc446.png					0				3	0	0			20	prop_QiTaMenPai_1			1			7	2	3	talkrule070203							167;175;190;156;157					1	2		1											1						1			2000	15		2000								0	10																							1				0																		
yyz117	CommonNpc	ñ¼µÂÆô	4	8	84	2	2		1.25	4	hand1_1	npc\worldnpc408			icon\funcnpc\worldnpc408.png					0				3	0	0			20	prop_QiTaMenPai_1			1			7	2	3	talkrule070203							167;175;190;156;157					1	2		1											1						1			2000	15		2000								0	10																							1				0																		
yyz118	CommonNpc	ØáÒËÒð		8	84	2	2		1.3	4.8	hand1_2	npc\worldnpc372			icon\funcnpc\worldnpc372.png					0				3	0	0			20	prop_QiTaMenPai_1			1			7	2	4	talkrule070204							166;169;183;156;157					1	2		1											1						1			2000	15		2000								0	10																							1				0																		
yyz119	CommonNpc	Àäæº	5	8	84	2	2		1.3	4.8	hand1_2	npc\worldnpc310			icon\funcnpc\worldnpc310.png					0				3	0	0			20	prop_QiTaMenPai_1			1			7	2	4	talkrule070204							166;169;183;156;157					1	2		1											1						1			2000	15		2000								0	10																							1				0																		
yyz120	CommonNpc	²éå·	5	8	84	2	2		1.3	4.8	hand1_2	npc\worldnpc309			icon\funcnpc\worldnpc309.png					0				3	0	0			20	prop_QiTaMenPai_1			1			7	2	4	talkrule070204							166;169;183;156;157					1	2		1											1						1			2000	15		2000								0	10																							1				0																		
yyz121	CommonNpc	ÉêÓù	4	8	84	2	2		1.25	4	hand1_1	npc\worldnpc399			icon\funcnpc\worldnpc399.png					0				3	0	0			20	prop_QiTaMenPai_1			1			7	1	14	talkrule070114							164;169;179;187;156					1	2		1											1						1			2000	15		2000								0	10																							1				0																		
yyz122	CommonNpc	ÃÏ¼ÎÜ²	4	8	84	2	2		1.25	4	hand1_1	npc\worldnpc398			icon\funcnpc\worldnpc398.png					0				3	0	0			20	prop_QiTaMenPai_1			1			7	1	14	talkrule070114							164;169;179;187;156					1	2		1											1						1			2000	15		2000								0	10																							1				0																		
yyz123	CommonNpc	Ã©ºÆÄÏ	3	8	84	2	2		1.25	4	hand1_1	npc\worldnpc162			icon\funcnpc\worldnpc162.png					0				3	0	0			20	prop_QiTaMenPai_1			1			7	2	1	talkrule070201							164;169;179;187;156					1	2		1											1						1			2000	15		2000								0	10																							1				0																		
yyz124	CommonNpc	ÄÇÀèê¿	3	8	84	2	2		1.25	4	hand1_1	npc\worldnpc125			icon\funcnpc\worldnpc125.png					0				3	0	0			20	prop_QiTaMenPai_1			1			7	2	1	talkrule070201							164;169;179;187;156					1	2		1											1						1			2000	15		2000								0	10																							1				0																		
yyz125	CommonNpc	ÀîÎ°å·	3	8	84	2	2		1.25	4	hand1_1	npc\worldnpc162			icon\funcnpc\worldnpc162.png					0				3	0	0			20	prop_QiTaMenPai_1			1			7	2	1	talkrule070201							164;169;179;187;156					1	2		1											1						1			2000	15		2000								0	10																							1				0																		
yyz126	CommonNpc	ÎãÎÄ²©	3	8	84	2	2		1.25	4	hand1_1	npc\worldnpc125			icon\funcnpc\worldnpc125.png					0				3	0	0			20	prop_QiTaMenPai_1			1			7	2	1	talkrule070201							164;169;179;187;156					1	2		1											1						1			2000	15		2000								0	10																							1				0																		
yyz127	CommonNpc	¸Ç»ÛÀö	5	8	84	2	2		1.3	4.8	hand1_2	npc\worldnpc415			icon\funcnpc\worldnpc415.png					0				3	0	0			20	prop_QiTaMenPai_1			1			7	2	10	talkrule070210							167;175;190;156;157					1	2		1											1						1			2000	15		2000								0	10																							1				0																		
yyz128	CommonNpc	·¶ì÷	1	8	84	2	2		1.25	4	hand1_1	npc\worldnpc541			icon\funcnpc\worldnpc541.png					0				3	0	0			20	prop_QiTaMenPai_1			1			7	5	1	talkrule070501							162;178;186;156;157					1	2		1											1						1			2000	15		2000								0	10																							1				0																		
yyz129	CommonNpc	Ñôíñ	1	8	84	2	2		1.25	4	hand1_1	npc\worldnpc541			icon\funcnpc\worldnpc541.png					0				3	0	0			20	prop_QiTaMenPai_1			1			7	5	1	talkrule070501							162;178;186;156;157					1	2		1											1						1			2000	15		2000								0	10																							1				0																		
yyz130	CommonNpc	Ì·¾ýºÆ		8	84	2	2		1.25	4	hand1_1	npc\worldnpc551			icon\funcnpc\worldnpc551.png					0				3	0	0			20	prop_QiTaMenPai_1			1			7	2	3	talkrule070203							167;175;190;156;157					1	2		1											1						1			2000	15		2000								0	10																							1				0																		
yyz131	CommonNpc	¹ÈÅôÌÎ		8	84	2	2		1.25	4	hand1_1	npc\worldnpc551			icon\funcnpc\worldnpc551.png					0				3	0	0			20	prop_QiTaMenPai_1			1			7	2	3	talkrule070203							167;175;190;156;157					1	2		1											1						1			2000	15		2000								0	10																							1				0																		
yyz132	CommonNpc	ÄêÎ°		8	84	2	2		1.25	4	hand1_1	npc\worldnpc551			icon\funcnpc\worldnpc551.png					0				3	0	0			20	prop_QiTaMenPai_1			1			7	2	3	talkrule070203							167;175;190;156;157					1	2		1											1						1			2000	15		2000								0	10																							1				0																		
yyz133	CommonNpc	êÌìÅ		8	84	2	2		1.25	4	hand1_1	npc\worldnpc207			icon\funcnpc\worldnpc207.png					0				3	0	0			20	prop_QiTaMenPai_1			1			6	2	1	talkrule060201							159;169;176;183;156					1	2		1											1						1			2000	15		2000								0	10																							1				0																		
yyz134	CommonNpc	×ó¾©		8	84	2	2		1.25	4	hand1_1	npc\worldnpc207			icon\funcnpc\worldnpc207.png					0				3	0	0			20	prop_QiTaMenPai_1			1			6	2	1	talkrule060201							159;169;176;183;156					1	2		1											1						1			2000	15		2000								0	10																							1				0																		
yyz135	CommonNpc	×ÚÔò		8	84	2	2		1.25	4	hand1_1	npc\worldnpc110			icon\funcnpc\worldnpc110.png					0				3	0	0			20	prop_QiTaMenPai_1			1			7	2	13	talkrule070213							167;175;190;156;157					1	2		1											1						1			2000	15		2000								0	10																							1				0																		
yyz136	CommonNpc	ÍÀ²©³¬		8	84	2	2		1.25	4	hand1_1	npc\worldnpc135			icon\funcnpc\worldnpc135.png					0				3	0	0			20	prop_QiTaMenPai_1			1			7	2	5	talkrule070205							167;175;190;156;157					1	2		1											1						1			2000	15		2000								0	10																							1				0																		
yyz137	CommonNpc	»Ê¸¦½¨		8	84	2	2		1.25	4	hand1_1	npc\worldnpc101			icon\funcnpc\worldnpc101.png					0				3	0	0			20	prop_QiTaMenPai_1			1			6	2	1	talkrule060201							159;169;176;183;156					1	2		1											1						1			2000	15		2000								0	10																							1				0																		
yyz138	CommonNpc	ÂíÏô		8	84	2	2		1.25	4	hand1_1	npc\worldnpc101			icon\funcnpc\worldnpc101.png					0				3	0	0			20	prop_QiTaMenPai_1			1			6	2	1	talkrule060201							159;169;176;183;156					1	2		1											1						1			2000	15		2000								0	10																							1				0																		
yyz139	CommonNpc	Ç®¿¡³Û		8	84	2	2		1.25	4	hand1_1	npc\worldnpc126			icon\funcnpc\worldnpc126.png					0				3	0	0			20	prop_QiTaMenPai_1			1			7	1	13	talkrule070113							164;169;179;187;156					1	2		1											1						1			2000	15		2000								0	10																							1				0																		
yyz140	CommonNpc	¼Æ¶÷½¡		8	84	2	2		1.25	4	hand1_1	npc\worldnpc516			icon\funcnpc\worldnpc516.png					0				3	0	0			20	prop_QiTaMenPai_1			1			7	1	13	talkrule070113							164;169;179;187;156					1	2		1											1						1			2000	15		2000								0	10																							1				0																		
yyz141	CommonNpc	êÌÔ¶º½		8	84	2	2		0.9	4	hand1_1	npc\worldnpc192			icon\funcnpc\worldnpc192.png					0				3	0	0			20	prop_QiTaMenPai_1			1			7	1	14	talkrule070114							164;169;179;187;156					1	2		1											1						1			2000	15		2000								0	10																							1				0																		
yyz142	CommonNpc	Çü²½Ö®		8	84	2	2		1.25	4	hand1_1	npc\worldnpc357			icon\funcnpc\worldnpc357.png					0				3	0	0			20	prop_QiTaMenPai_1			1			7	1	14	talkrule070114							164;169;179;187;156					1	2		1											1						1			2000	15		2000								0	10																							1				0																		
