STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING
2181		高人出马	【5/9】	s950601	6	WorldNpc00212	FunnpcClone004701	30	12	12			2180	2182													title_2181	context_2181	context_2181;menu_2181|target_2181;task_menu_accept_2181	complete_2181	uncom_2181	target_2181	task_TrackInfo_2181	next_2181	CanAcceptMenu_2181	UncompleteMenu_2181	CompleteMenu_2181					1	0	0				
2182		前尘往事	【6/9】	s950601	6	FunnpcClone004701	FunnpcClone004701	30	12	12			2181	2183													title_2182	context_2182	context_2182;menu_2182|target_2182;task_menu_accept_2182	complete_2182	uncom_2182	target_2182	task_TrackInfo_2182	next_2182	CanAcceptMenu_2182	UncompleteMenu_2182	CompleteMenu_2182					1	0	0				
2183		身世	【7/9】	s950601	6	FunnpcClone004701	WorldNpc00212	30	12	12			2182	2184													title_2183	context_2183	context_2183;menu_2183|target_2183;task_menu_accept_2183	complete_2183	uncom_2183	target_2183	task_TrackInfo_2183	next_2183	CanAcceptMenu_2183	UncompleteMenu_2183	CompleteMenu_2183					1	0	0				
2184		锦盒	【8/9】	s950601	6	WorldNpc00212	FunnpcClone004701	30	12	12			2183	2185													title_2184	context_2184	context_2184;menu_2184|target_2184;task_menu_accept_2184	complete_2184	uncom_2184	target_2184	task_TrackInfo_2184	next_2184	CanAcceptMenu_2184	UncompleteMenu_2184	CompleteMenu_2184					1	0	0				
2185		问清真相	【9/9】	s950601	6	FunnpcClone004701	FunnpcClone004702	30	12	13			2184									40042					title_2185	context_2185	context_2185;menu_2185|target_2185;task_menu_accept_2185	complete_2185	uncom_2185	target_2185	task_TrackInfo_2185	next_2185	CanAcceptMenu_2185	UncompleteMenu_2185	CompleteMenu_2185					1	0	0				
2186		湿寒之痛	【1/4】	s950601	6		FunnpcClone004013	30	20	20			5353	2187				11148									title_2186	context_2186	context_2186;menu_2186|target_2186;task_menu_accept_2186	complete_2186	uncom_2186	target_2186	task_TrackInfo_2186	next_2186	CanAcceptMenu_2186	UncompleteMenu_2186	CompleteMenu_2186					1	1	0				
2187		无脸回乡	【2/4】	s950601	6	FunnpcClone004013	FunnpcClone004014	30	20	20			2186	2189				11148									title_2187	context_2187	context_2187;menu_2187|target_2187;task_menu_accept_2187	complete_2187	uncom_2187	target_2187	task_TrackInfo_2187	next_2187	CanAcceptMenu_2187	UncompleteMenu_2187	CompleteMenu_2187					1	0	0				
2188		解围		s950601	6	FunnpcClone004010	FunnpcClone004014	30	20	20								11148									title_2188	context_2188	context_2188;menu_2188|target_2188;task_menu_accept_2188	complete_2188	uncom_2188	target_2188	task_TrackInfo_2188	next_2188	CanAcceptMenu_2188	UncompleteMenu_2188	CompleteMenu_2188					1	0	0				
2189		意外之得	【3/4】	s950601	6	FunnpcClone004014	FunnpcClone004013	30	20	20			2187	2190				11148				40037					title_2189	context_2189	context_2189;menu_2189|target_2189;task_menu_accept_2189	complete_2189	uncom_2189	target_2189	task_TrackInfo_2189	next_2189	CanAcceptMenu_2189	UncompleteMenu_2189	CompleteMenu_2189					1	0	0				
2190		替兄报仇	【4/4】	s950601	6	FunnpcClone004013	FunnpcClone004013	30	20	20			2189					11148									title_2190	context_2190	context_2190;menu_2190|target_2190;task_menu_accept_2190	complete_2190	uncom_2190	target_2190	task_TrackInfo_2190	next_2190	CanAcceptMenu_2190	UncompleteMenu_2190	CompleteMenu_2190					1	0	0				
2191				s950601	6	FunnpcClone004150	WorldNpc00212	30	20	12				2177											SubmitNpcEx_2191		title_2191	context_2191	context_2191;menu_2191|target_2191;task_menu_accept_2191	complete_2191;submit_2191		target_2191	task_TrackInfo_2191	next_2191	CanAcceptMenu_2191		CompleteMenu_2191					1	1	0				
4501				s950601	6	FunnpcClone004550	FunnpcClone004550	30	30	30				4502											SubmitNpcEx_4501	task\clone004\task_4501.lua	title_4501	context_4501	accept_4501_1;menu_4501_1	complete_4501;submit_4501		target_4501	task_TrackInfo_4501	next_4501	CanAcceptMenu_4501		CompleteMenu_4501					0	3	0				
4502				s950601	6	FunnpcClone004551	FunnpcClone004060	30	30	30			4501	4504											SubmitNpcEx_4502		title_4502	context_4502	accept_4502_1;menu_4502_1	complete_4502;submit_4502		target_4502	task_TrackInfo_4502	next_4502	CanAcceptMenu_4502		CompleteMenu_4502					0	3	0				
4503				s950601	6	FunnpcClone004060		30	30			1														task\clone004\task_4503.lua	title_4503	context_4503	context_4503;menu_4503|target_4503;task_menu_accept_4503	complete_4503;submit_4503		target_4503	task_TrackInfo_4503	next_4503	CanAcceptMenu_4503		CompleteMenu_4503					0	3	0				
4504				s950601	6	FunnpcClone004252	FunnpcClone004451	30	30	30			4502	4505											SubmitNpcEx_4504	task\clone004\task_4504.lua	title_4504	context_4504	context_4504;menu_4504|target_4504;task_menu_accept_4504	complete_4504;submit_4504		target_4504	task_TrackInfo_4504	next_4504	CanAcceptMenu_4504		CompleteMenu_4504					0	3	0				
4505				s950601	6	FunnpcClone004454	FunnpcClone004552	30	30	30			4504	4506											SubmitNpcEx_4505		title_4505	context_4505	context_4505;menu_4505|target_4505;task_menu_accept_4505	complete_4505;submit_4505		target_4505	task_TrackInfo_4505	next_4505	CanAcceptMenu_4505		CompleteMenu_4505					0	3	0				
4506				s950601	6	FunnpcClone004552	FunnpcClone004552	30	30	30			4505	4507											SubmitNpcEx_4506		title_4506	context_4506	context_4506;menu_4506|target_4506;task_menu_accept_4506	complete_4506;submit_4506		target_4506	task_TrackInfo_4506	next_4506	CanAcceptMenu_4506		CompleteMenu_4506					0	3	0				
4507				s950601	6	FunnpcClone004552	FunnpcClone004650	30	30	30		4507	4506	4508											SubmitNpcEx_4507		title_4507	context_4507	context_4507;menu_4507|target_4507;task_menu_accept_4507	complete_4507;submit_4507		target_4507	task_TrackInfo_4507	next_4507	CanAcceptMenu_4507		CompleteMenu_4507					0	3	0				
4508				s950601	6						1																title_4508	context_4508	context_4508;menu_4508|target_4508;task_menu_accept_4508	complete_4508;submit_4508		target_4508	task_TrackInfo_4508	next_4508	CanAcceptMenu_4508		CompleteMenu_4508					0	3	0				
4509				s950601	6																						title_4509	context_4509	context_4509;menu_4509|target_4509;task_menu_accept_4509	complete_4509;submit_4509		target_4509	task_TrackInfo_4509	next_4509	CanAcceptMenu_4509		CompleteMenu_4509					0	3	0				
4510				s950601	6																						title_4510	context_4510	context_4510;menu_4510|target_4510;task_menu_accept_4510	complete_4510;submit_4510		target_4510	task_TrackInfo_4510	next_4510	CanAcceptMenu_4510		CompleteMenu_4510					0	3	0				
4511				s950601	6	FunnpcClone004559	FunnpcClone004060	30	30	30				4512											SubmitNpcEx_4511	task\clone004\task_4511.lua	title_4511	context_4511	context_4511;menu_4511|target_4511;task_menu_accept_4511	complete_4511;submit_4511		target_4511	task_TrackInfo_4511	next_4511	CanAcceptMenu_4511		CompleteMenu_4511					0	3	0				
4512				s950601	6	FunnpcClone004060	FunnpcClone004060	30	30	30			4511	4513											SubmitNpcEx_4512	task\clone004\task_4512.lua	title_4512	context_4512	context_4512;menu_4512|target_4512;task_menu_accept_4512	complete_4512;submit_4512		target_4512	task_TrackInfo_4512	next_4512	CanAcceptMenu_4512		CompleteMenu_4512					0	3	0				
4513				s950601	6	FunnpcClone004060	FunnpcClone004060	30	30	30			4512	4514											SubmitNpcEx_4513		title_4513	context_4513	context_4513;menu_4513|target_4513;task_menu_accept_4513	complete_4513;submit_4513		target_4513	task_TrackInfo_4513	next_4513	CanAcceptMenu_4513		CompleteMenu_4513					0	3	0				
4514				s950601	6	FunnpcClone004060	FunnpcClone004060	30	30	30		1	4513	4515								40421;40422			SubmitNpcEx_4514	task\clone004\task_4514.lua	title_4514	context_4514	context_4514;menu_4514|target_4514;task_menu_accept_4514	complete_4514;submit_4514		target_4514	task_TrackInfo_4514	next_4514	CanAcceptMenu_4514		CompleteMenu_4514					0	3	0				
4515				s950601	6	FunnpcClone004060	FunnpcClone004553	30	30	30			4514	4516								40423			SubmitNpcEx_4515		title_4515	context_4515	context_4515;menu_4515|target_4515;task_menu_accept_4515	complete_4515;submit_4515		target_4515	task_TrackInfo_4515	next_4515	CanAcceptMenu_4515		CompleteMenu_4515					0	3	0				
4516				s950601	6	FunnpcClone004553	FunnpcClone004553	30	30	30		1	4515												SubmitNpcEx_4516		title_4516	context_4516	context_4516;menu_4516|target_4516;task_menu_accept_4516	complete_4516;submit_4516		target_4516	task_TrackInfo_4516	next_4516	CanAcceptMenu_4516		CompleteMenu_4516					0	3	0				
4517				s950601	6		FunnpcClone004703	30	13	13								18133							SubmitNpcEx_4517	task\clone004\task_4517.lua	title_4517	context_4517	context_4517;menu_4517|target_4517;task_menu_accept_4517	complete_4517;submit_4517		target_4517	task_TrackInfo_4517	next_4517	CanAcceptMenu_4517		CompleteMenu_4517					1	0	0				
4518				s950601	6		FunnpcClone004552	30	30	30	1																title_4518	context_4518	context_4518;menu_4518|target_4518;task_menu_accept_4518	complete_4518;submit_4518		target_4518	task_TrackInfo_4518	next_4518	CanAcceptMenu_4518		CompleteMenu_4518					0	3	0				
4519				s950601	6			30	30	30	1	1															title_4519	context_4519	context_4519;menu_4519|target_4519;task_menu_accept_4519	complete_4519;submit_4519		target_4519	task_TrackInfo_4519	next_4519	CanAcceptMenu_4519		CompleteMenu_4519					0	3	0				
4520				s950601	6		FunnpcClone004552	30	30	30	1																title_4520	context_4520	context_4520;menu_4520|target_4520;task_menu_accept_4520	complete_4520;submit_4520		target_4520	task_TrackInfo_4520	next_4520	CanAcceptMenu_4520		CompleteMenu_4520					0	3	0				
4521				s950601	6	BossClone004111	BossClone004111	30	30	30				4522											SubmitNpcEx_4521		title_4521	context_4521	context_4521;menu_4521|target_4521;task_menu_accept_4521	complete_4521;submit_4521		target_4521	task_TrackInfo_4521	next_4521	CanAcceptMenu_4521		CompleteMenu_4521					0	3	0				
4522				s950601	6	BossClone004111	BossClone004111	30	30	30			4521	4523											SubmitNpcEx_4522		title_4522	context_4522	context_4522;menu_4522|target_4522;task_menu_accept_4522	complete_4522;submit_4522		target_4522	task_TrackInfo_4522	next_4522	CanAcceptMenu_4522		CompleteMenu_4522					0	3	0				
4523				s950601	6	BossClone004111	BossClone004111	30	30	30			4522	4526											SubmitNpcEx_4523		title_4523	context_4523	accept_4523_1;menu_4523_1	complete_4523;submit_4523		target_4523	task_TrackInfo_4523	next_4523	CanAcceptMenu_4523		CompleteMenu_4523					0	3	0				
4524				s950601	6	BossClone004111	BossClone004111	30	30	30		1	4526												SubmitNpcEx_4524		title_4524	context_4524	accept_4524_1;menu_4524_1	complete_4524;submit_4524		target_4524	task_TrackInfo_4524	next_4524	CanAcceptMenu_4524		CompleteMenu_4524					0	3	0				
4525				s950601	6	BossClone004102		30	30	30	4527	4525		4527											SubmitNpcEx_4525		title_4525	context_4525	accept_4525_1;menu_4525_1	complete_4525;submit_4525		target_4525	task_TrackInfo_4525	next_4525	CanAcceptMenu_4525		CompleteMenu_4525					0	3	0				
4526				s950601	6	BossClone004111	BossClone004111	30	30	30			4523	4524											SubmitNpcEx_4526		title_4526	context_4526	accept_4526_1;menu_4526_1	complete_4526;submit_4526		target_4526	task_TrackInfo_4526	next_4526	CanAcceptMenu_4526		CompleteMenu_4526					0	3	0				
4527				s950601	6	BossClone004102		30	30	30		4527	4525	4521											SubmitNpcEx_4527		title_4527	context_4527	accept_4527_1;menu_4527_1	complete_4527;submit_4527		target_4527	task_TrackInfo_4527	next_4527	CanAcceptMenu_4527		CompleteMenu_4527					0	3	0				
4528				s950601	6	BossClone004111	BossClone004111	30	30	30			4524												SubmitNpcEx_4528		title_4528	context_4528	context_4528;menu_4528|target_4528;task_menu_accept_4528	complete_4528;submit_4528		target_4528	task_TrackInfo_4528	next_4528	CanAcceptMenu_4528		CompleteMenu_4528					0	3	0				
4529				s950601	6		FunnpcClone004552	30	30	30			4528	4530													title_4529	context_4529	context_4529;menu_4529|target_4529;task_menu_accept_4529	complete_4529;submit_4529		target_4529	task_TrackInfo_4529	next_4529	CanAcceptMenu_4529		CompleteMenu_4529					0	3	0				
4530				s950601	6		FunnpcClone004552	30	30	30	1		4529	4531													title_4530	context_4530	context_4530;menu_4530|target_4530;task_menu_accept_4530	complete_4530;submit_4530		target_4530	task_TrackInfo_4530	next_4530	CanAcceptMenu_4530		CompleteMenu_4530					0	3	0				
4531				s950601	6		FunnpcClone004552	30		30				4532													title_4531	context_4531	context_4531;menu_4531|target_4531;task_menu_accept_4531	complete_4531;submit_4531		target_4531	task_TrackInfo_4531	next_4531	CanAcceptMenu_4531		CompleteMenu_4531					0	3	0				
4532				s950601	6			30				1															title_4532	context_4532	context_4532;menu_4532|target_4532;task_menu_accept_4532	complete_4532;submit_4532		target_4532	task_TrackInfo_4532	next_4532	CanAcceptMenu_4532		CompleteMenu_4532					0	3	0				
4533				s950601	6			30				1															title_4533	context_4533	context_4533;menu_4533|target_4533;task_menu_accept_4533	complete_4533;submit_4533		target_4533	task_TrackInfo_4533	next_4533	CanAcceptMenu_4533		CompleteMenu_4533					0	3	0				
4534				s950601	6			30				1															title_4534	context_4534	context_4534;menu_4534|target_4534;task_menu_accept_4534	complete_4534;submit_4534		target_4534	task_TrackInfo_4534	next_4534	CanAcceptMenu_4534		CompleteMenu_4534					0	3	0				
4535				s950601	6		FunnpcClone004552	30		30															SubmitNpcEx_4535		title_4535	context_4535	context_4535;menu_4535|target_4535;task_menu_accept_4535	complete_4535;submit_4535		target_4535	task_TrackInfo_4535	next_4535	CanAcceptMenu_4535		CompleteMenu_4535					0	3	0				
4536				s950601	6			30				1															title_4536	context_4536	context_4536;menu_4536|target_4536;task_menu_accept_4536	complete_4536;submit_4536		target_4536	task_TrackInfo_4536	next_4536	CanAcceptMenu_4536		CompleteMenu_4536					0	3	0				
4537				s950601	6			30				1															title_4537	context_4537	context_4537;menu_4537|target_4537;task_menu_accept_4537	complete_4537;submit_4537		target_4537	task_TrackInfo_4537	next_4537	CanAcceptMenu_4537		CompleteMenu_4537					0	3	0				
4538				s950601	6			30				1															title_4538	context_4538	context_4538;menu_4538|target_4538;task_menu_accept_4538	complete_4538;submit_4538		target_4538	task_TrackInfo_4538	next_4538	CanAcceptMenu_4538		CompleteMenu_4538					0	3	0				
4539				s950601	6			30	30	30		1															title_4539	context_4539	context_4539;menu_4539|target_4539;task_menu_accept_4539	complete_4539;submit_4539		target_4539	task_TrackInfo_4539	next_4539	CanAcceptMenu_4539		CompleteMenu_4539					0	3	0				
4540				s950601	6			30	30	30																	title_4540	context_4540	context_4540;menu_4540|target_4540;task_menu_accept_4540	complete_4530;submit_4535		target_4540	task_TrackInfo_4540	next_4540	CanAcceptMenu_4540		CompleteMenu_4540											
4541				s950601	6	FunnpcClone004552	FunnpcClone0047003	30		30				4546											SubmitNpcEx_4541	task\clone004\task_4541.lua	title_4541	context_4541	context_4541;menu_4541|target_4541;task_menu_accept_4541	complete_4541;submit_4541		target_4541	task_TrackInfo_4541	next_4541	CanAcceptMenu_4541		CompleteMenu_4541					0	3	0				
4542				s950601	6	FunnpcClone004403	FunnpcClone004552	30	30	30		1	4546												SubmitNpcEx_4542		title_4542	context_4542	context_4542;menu_4542|target_4542;task_menu_accept_4542	complete_4542;submit_4542		target_4542	task_TrackInfo_4542	next_4542	CanAcceptMenu_4542		CompleteMenu_4542					0	3	0				
4543				s950601	6	FunnpcClone004552	FunnpcClone004552	30	30	30			4542												SubmitNpcEx_4543		title_4543	context_4543	context_4543;menu_4543|target_4543;task_menu_accept_4543	complete_4543;submit_4543		target_4543	task_TrackInfo_4543	next_4543	CanAcceptMenu_4543		CompleteMenu_4543					0	3	0				
4544				s950601	6	FunnpcClone004251		30	30			1	4543	4545													title_4544	context_4544	context_4544;menu_4544|target_4544;task_menu_accept_4544	complete_4530;submit_4537		target_4544	task_TrackInfo_4544	next_4544	CanAcceptMenu_4544		CompleteMenu_4544					0	3	0				
4545				s950601	6	FunnpcClone004455	FunnpcClone004650	30	30	30			4544												SubmitNpcEx_4545		title_4545	context_4545	context_4545;menu_4545|target_4545;task_menu_accept_4545	complete_4545;submit_4545		target_4545	task_TrackInfo_4545	next_4545	CanAcceptMenu_4545		CompleteMenu_4545					0	3	0				
4546				s950601	6	FunnpcClone0047003	FunnpcClone004403	30	30	30			4541	4542											SubmitNpcEx_4546		title_4546	context_4546	context_4546;menu_4546|target_4546;task_menu_accept_4546	complete_4530;submit_4538		target_4546	task_TrackInfo_4546	next_4546	CanAcceptMenu_4546		CompleteMenu_4546					0	3	0				
4547				s950601	6			30	30	30																	title_4547	context_4547	context_4547;menu_4547|target_4547;task_menu_accept_4547	complete_4531;submit_4539		target_4547	task_TrackInfo_4547	next_4547	CanAcceptMenu_4547		CompleteMenu_4547											
4548				s950601	6			30	30	30																	title_4548	context_4548	context_4548;menu_4548|target_4548;task_menu_accept_4548	complete_4530;submit_4539		target_4548	task_TrackInfo_4548	next_4548	CanAcceptMenu_4548		CompleteMenu_4548											
4549				s950601	6			30	30	30																	title_4549	context_4549	context_4549;menu_4549|target_4549;task_menu_accept_4549	complete_4531;submit_4540		target_4549	task_TrackInfo_4549	next_4549	CanAcceptMenu_4549		CompleteMenu_4549											
4550				s950601	6			30	30	30																	title_4550	context_4550	context_4550;menu_4550|target_4550;task_menu_accept_4550	complete_4530;submit_4540		target_4550	task_TrackInfo_4550	next_4550	CanAcceptMenu_4550		CompleteMenu_4550											
4551				s950601	6			30	30	30		1															title_4551	context_4551	context_4551;menu_4551|target_4551;task_menu_accept_4551	complete_4531;submit_4541		target_4551	task_TrackInfo_4551	next_4551	CanAcceptMenu_4551		CompleteMenu_4551											
4552				s950601	6	FunnpcClone0047003	FunnpcClone0047003	30	30	30								10376							SubmitNpcEx_4552	task\clone004\task_4552.lua	title_4552	context_4552	context_4552;menu_4552|target_4552;task_menu_accept_4552	complete_4552;submit_4552		target_4552	task_TrackInfo_4552	next_4552	CanAcceptMenu_4552		CompleteMenu_4552					0	0	0				
4553				s950601	6		FunnpcClone004708	30	13	13								18134							SubmitNpcEx_4553	task\clone004\task_4553.lua	title_4553	context_4553	accept_4553_1;menu_4553_1	complete_4553;submit_4553		target_4553	task_TrackInfo_4553	next_4553	CanAcceptMenu_4553		CompleteMenu_4553					1	0	0				
4554				s950601	6		FunnpcClone004709	30	13	13								106628							SubmitNpcEx_4554	task\clone004\task_4554.lua	title_4554	context_4554	accept_4554_1;menu_4554_1	complete_4554;submit_4554		target_4554	task_TrackInfo_4554	next_4554	CanAcceptMenu_4554		CompleteMenu_4554					1	0	0				
2201		挑水(副本)	【1/3】	s950401	6	FunnpcClone005001	FunnpcClone005001	31	12	12				2202				24844				40081					title_2201	context_2201	context_2201;menu_2201|target_2201;task_menu_accept_2201	complete_2201	uncom_2201	target_2201	task_TrackInfo_2201	next_2201	CanAcceptMenu_2201	UncompleteMenu_2201	CompleteMenu_2201					1	0	0				
2202		劈柴(副本)	【2/3】	s950401	6	FunnpcClone005001	FunnpcClone005001	31	12	12			2201	2203								40082					title_2202	context_2202	context_2202;menu_2202|target_2202;task_menu_accept_2202	complete_2202	uncom_2202	target_2202	task_TrackInfo_2202	next_2202	CanAcceptMenu_2202	UncompleteMenu_2202	CompleteMenu_2202					1	0	0				
2203		切磋(副本)	【3/3】	s950401	6	FunnpcClone005001	FunnpcClone005004	31	12	12			2202	2204													title_2203	context_2203	context_2203;menu_2203|target_2203;task_menu_accept_2203	complete_2203	uncom_2203	target_2203	task_TrackInfo_2203	next_2203	CanAcceptMenu_2203	UncompleteMenu_2203	CompleteMenu_2203					1	0	0				
2204		师傅的嘱托1(副本)	【1/4】	s950401	6	FunnpcClone005004	FunnpcClone005012	31	12	12			2203	2205													title_2204	context_2204	context_2204;menu_2204|target_2204;task_menu_accept_2204	complete_2204	uncom_2204	target_2204	task_TrackInfo_2204	next_2204	CanAcceptMenu_2204	UncompleteMenu_2204	CompleteMenu_2204					1	0	0				
2205		师傅的嘱托2(副本)	【2/4】	s950401	6	FunnpcClone005012	FunnpcClone005004	31	12	12			2204	2206								40083;40084					title_2205	context_2205	context_2205;menu_2205|target_2205;task_menu_accept_2205	complete_2205	uncom_2205	target_2205	task_TrackInfo_2205	next_2205	CanAcceptMenu_2205	UncompleteMenu_2205	CompleteMenu_2205					1	0	0				
2206		师傅的嘱托3(副本)	【3/4】	s950401	6	FunnpcClone005004	FunnpcClone005012	31	12	12			2205	2223													title_2206	context_2206	context_2206;menu_2206|target_2206;task_menu_accept_2206	complete_2206	uncom_2206	target_2206	task_TrackInfo_2206	next_2206	CanAcceptMenu_2206	UncompleteMenu_2206	CompleteMenu_2206					1	0	0				
2207		遭殃的菜园子(副本)		s950401	6	FunnpcClone005006	FunnpcClone005006	31	12	12			2204														title_2207	context_2207	context_2207;menu_2207|target_2207;task_menu_accept_2207	complete_2207	uncom_2207	target_2207	task_TrackInfo_2207	next_2207	CanAcceptMenu_2207	UncompleteMenu_2207	CompleteMenu_2207					1	0	0				
2208		颍水村的求救1(副本)	【1/2】	s950401	6	FunnpcClone005004	FunnpcClone005007	31	12	12			2223	2209								40085					title_2208	context_2208	context_2208;menu_2208|target_2208;task_menu_accept_2208	complete_2208	uncom_2208	target_2208	task_TrackInfo_2208	next_2208	CanAcceptMenu_2208	UncompleteMenu_2208	CompleteMenu_2208					1	0	0				
2209		颍水村的求救2(副本)	【2/2】	s950401	6	FunnpcClone005007	FunnpcClone005007	31	12	12			2208	2210													title_2209	context_2209	context_2209;menu_2209|target_2209;task_menu_accept_2209	complete_2209	uncom_2209	target_2209	task_TrackInfo_2209	next_2209	CanAcceptMenu_2209	UncompleteMenu_2209	CompleteMenu_2209					1	0	0				
2210		调查缘由1(副本)	【1/3】	s950401	6	FunnpcClone005007	FunnpcClone005008	31	12	12			2209	2211													title_2210	context_2210	context_2210;menu_2210|target_2210;task_menu_accept_2210	complete_2210	uncom_2210	target_2210	task_TrackInfo_2210	next_2210	CanAcceptMenu_2210	UncompleteMenu_2210	CompleteMenu_2210					1	0	0				
2211		调查缘由2(副本)	【2/3】	s950401	6	FunnpcClone005008	FunnpcClone005008	31	12	12			2210	2212													title_2211	context_2211	context_2211;menu_2211|target_2211;task_menu_accept_2211	complete_2211	uncom_2211	target_2211	task_TrackInfo_2211	next_2211	CanAcceptMenu_2211	UncompleteMenu_2211	CompleteMenu_2211					1	0	0				
2212		调查缘由3(副本)	【3/3】	s950401	6	FunnpcClone005008	WorldNpc00212	31	12	12			2211	2213													title_2212	context_2212	context_2212;menu_2212|target_2212;task_menu_accept_2212	complete_2212	uncom_2212	target_2212	task_TrackInfo_2212	next_2212	CanAcceptMenu_2212	UncompleteMenu_2212	CompleteMenu_2212					1	0	0				
2213		丢失的经书1(副本)	【1/3】	s950401	6	WorldNpc00212	FunnpcClone005004	31	12	12			2212	2214													title_2213	context_2213	context_2213;menu_2213|target_2213;task_menu_accept_2213	complete_2213	uncom_2213	target_2213	task_TrackInfo_2213	next_2213	CanAcceptMenu_2213	UncompleteMenu_2213	CompleteMenu_2213					1	0	0				
2214		丢失的经书2(副本)	【2/3】	s950401	6	FunnpcClone005004	WorldNpc00212	31	12	12			2213	2215													title_2214	context_2214	context_2214;menu_2214|target_2214;task_menu_accept_2214	complete_2214	uncom_2214	target_2214	task_TrackInfo_2214	next_2214	CanAcceptMenu_2214	UncompleteMenu_2214	CompleteMenu_2214					1	0	0				
2215		丢失的经书3(副本)	【3/3】	s950401	6	WorldNpc00212	FunnpcClone005004	31	12	12			2214	2217													title_2215	context_2215	context_2215;menu_2215|target_2215;task_menu_accept_2215	complete_2215	uncom_2215	target_2215	task_TrackInfo_2215	next_2215	CanAcceptMenu_2215	UncompleteMenu_2215	CompleteMenu_2215					1	0	0				
2217		线索1(副本)	【1/4】	s950401	6	FunnpcClone005004	FunnpcClone005014	31	12	12			2215	2224													title_2217	context_2217	context_2217;menu_2217|target_2217;task_menu_accept_2217	complete_2217	uncom_2217	target_2217	task_TrackInfo_2217	next_2217	CanAcceptMenu_2217	UncompleteMenu_2217	CompleteMenu_2217					1	0	0				
2218		出师闯关试炼(副本)	【2/2】	s950401	6	WorldNpc00212	WorldNpc00212	31	12	31			2229												submitnpcex_2218		title_2218	context_2218	context_2218;menu_2218|target_2218;task_menu_accept_2218	complete_2218	uncom_2218	target_2218	task_TrackInfo_2218	next_2218	CanAcceptMenu_2218	UncompleteMenu_2218	CompleteMenu_2218					1	0	0				
2219		寻找清空下落(副本)		s950401	6	FunnpcClone005009	FunnpcClone005013	31	31	31			2229														title_2219	context_2219	context_2219;menu_2219|target_2219;task_menu_accept_2219	complete_2219	uncom_2219	target_2219	task_TrackInfo_2219	next_2219	CanAcceptMenu_2219	UncompleteMenu_2219	CompleteMenu_2219					1	0	0				
2223		师傅的嘱托4(副本)	【4/4】	s950401	6	FunnpcClone005012	FunnpcClone005004	31	12	12			2206	2208													title_2223	context_2223	context_2223;menu_2223|target_2223;task_menu_accept_2223	complete_2223	uncom_2223	target_2223	task_TrackInfo_2223	next_2223	CanAcceptMenu_2223	UncompleteMenu_2223	CompleteMenu_2223					1	0	0				
2224		线索2(副本)	【2/4】	s950401	6	FunnpcClone005014	FunnpcClone005015	31	12	12			2217	2225													title_2224	context_2224	context_2224;menu_2224|target_2224;task_menu_accept_2224	complete_2224	uncom_2224	target_2224	task_TrackInfo_2224	next_2224	CanAcceptMenu_2224	UncompleteMenu_2224	CompleteMenu_2224					1	0	0				
2225		线索3(副本)	【3/4】	s950401	6	FunnpcClone005015	FunnpcClone005016	31	12	12			2224	2226													title_2225	context_2225	context_2225;menu_2225|target_2225;task_menu_accept_2225	complete_2225	uncom_2225	target_2225	task_TrackInfo_2225	next_2225	CanAcceptMenu_2225	UncompleteMenu_2225	CompleteMenu_2225					1	0	0				
2226		线索4(副本)	【4/4】	s950401	6	FunnpcClone005016	FunnpcClone005004	31	12	12			2225	2229													title_2226	context_2226	context_2226;menu_2226|target_2226;task_menu_accept_2226	complete_2226	uncom_2226	target_2226	task_TrackInfo_2226	next_2226	CanAcceptMenu_2226	UncompleteMenu_2226	CompleteMenu_2226					1	0	0				
2227		破碎羊皮纸	【1/2】	s950401	6		BossClone005015	31		31				2228								40086			submitnpcex_2227		title_2227	context_2227	context_2227;menu_2227|target_2227;task_menu_accept_2227	complete_2227	uncom_2227	target_2227	task_TrackInfo_2227	next_2227	CanAcceptMenu_2227	UncompleteMenu_2227	CompleteMenu_2227					1	0	0				
2228		物归原主	【2/2】	s950401	6	BossClone005015	FunnpcClone005013	31	31	31			2227									40087			submitnpcex_2228		title_2228	context_2228	context_2228;menu_2228|target_2228;task_menu_accept_2228	complete_2228	uncom_2228	target_2228	task_TrackInfo_2228	next_2228	CanAcceptMenu_2228	UncompleteMenu_2228	CompleteMenu_2228					1	0	0				
2229		出师闯关试炼(副本)	【1/2】	s950401	6	FunnpcClone005004	WorldNpc00212	31	12	12			2226	2218													title_2229	context_2229	context_2229;menu_2229|target_2229;task_menu_accept_2229	complete_2229	uncom_2229	target_2229	task_TrackInfo_2229	next_2229	CanAcceptMenu_2229	UncompleteMenu_2229	CompleteMenu_2229					1	0	0				
2231		沈义山-杀死刁不遇	【6/10】	s950201	6		bossclone002028	28	28	28			2099	2234											submitnpcex_2231		title_2231	context_2231	context_2231;menu_2231|target_2231;task_menu_accept_2231	complete_2231	uncom_2231	target_2231	task_TrackInfo_2231	next_2231	CanAcceptMenu_2231	UncompleteMenu_2231	CompleteMenu_2231					0	3	0				
