STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING
48099	莫名身亡		s120302	4	WorldNpc05104	WorldNpc05105	24	24			48097	48100		3174								title_48099	context_48099	accept_48099_1;menu_48099_1	complete_48099;submit_48099		target_48099		next_48099	CanAcceptMenu_48099		CompleteMenu_48099					0	1							repute_jianghu|60418383	
48100	莫名身亡		s120302	4	WorldNpc05105	WorldNpc05105	24	24			48099	48101		3174								title_48100	context_48100	context_48100;menu_48100	complete_48100;submit_48100	uncom_48100	target_48100	task_TrackInfo_48100	next_48100	CanAcceptMenu_48100	UncompleteMenu_48100	CompleteMenu_48100					0	1	0	0	0				repute_jianghu|60418383	
48101	莫名身亡		s120302	4	WorldNpc05105	WorldNpc05105	24	24			48100	48102		3174								title_48101	context_48101	context_48101;menu_48101	complete_48101;submit_48101	uncom_48101	target_48101	task_TrackInfo_48101	next_48101	CanAcceptMenu_48101	UncompleteMenu_48101	CompleteMenu_48101					0	1	0	0	0				repute_jianghu|60418383	
48102	莫名身亡		s120302	4	WorldNpc05105	WorldNpc05103	24	24			48101	48103		3174								title_48102	context_48102	context_48102;menu_48102	complete_48102;submit_48102	uncom_48102	target_48102	task_TrackInfo_48102	next_48102	CanAcceptMenu_48102	UncompleteMenu_48102	CompleteMenu_48102					0	1	0	0	0				repute_jianghu|60418383	
48103	莫名身亡		s120302	4	WorldNpc05103	WorldNpc05103	24	24			48102	48104		3174								title_48103	context_48103	context_48103;menu_48103	complete_48103;submit_48103	uncom_48103	target_48103	task_TrackInfo_48103	next_48103	CanAcceptMenu_48103	UncompleteMenu_48103	CompleteMenu_48103					0	1	0	0	0				repute_jianghu|60418383	
48104	莫名身亡		s120302	4	WorldNpc05103	WorldNpc05102	24	24			48103	48105		3174								title_48104	context_48104	context_48104;menu_48104	complete_48104;submit_48104	uncom_48104	target_48104	task_TrackInfo_48104	next_48104	CanAcceptMenu_48104	UncompleteMenu_48104	CompleteMenu_48104					0	1	0	0	0				repute_jianghu|60418383	
48105	莫名身亡		s120302	4	WorldNpc05102	WorldNpc05102	24	24			48104	48107		3174								title_48105	context_48105	context_48105;menu_48105	complete_48105;submit_48105	uncom_48105	target_48105	task_TrackInfo_48105	next_48105	CanAcceptMenu_48105	UncompleteMenu_48105	CompleteMenu_48105					0	1	0	0	0				repute_jianghu|60418383	
48107	莫名身亡		s120302	4	WorldNpc05102	WorldNpc05103	24	24			48105	48108		3174								title_48107	context_48107	accept_48107_1;menu_48107_1	complete_48107;submit_48107	uncom_48107	target_48107	task_TrackInfo_48107	next_48107	CanAcceptMenu_48107	UncompleteMenu_48107	CompleteMenu_48107					0	1	0	0	0				repute_jianghu|60418383	
48108	以血起誓		s120303	4	WorldNpc05103	WorldNpc05105	24	24			48107	48109		3174								title_48108	context_48108	context_48108;menu_48108	complete_48108;submit_48108	uncom_48108	target_48108	task_TrackInfo_48108	next_48108	CanAcceptMenu_48108	UncompleteMenu_48108	CompleteMenu_48108					0	1	0	0	0				repute_jianghu|60418383	
48109	以血起誓		s120303	4	WorldNpc05105	WorldNpc05105	24	24			48108	48111		3174								title_48109	context_48109	context_48109;menu_48109	complete_48109;submit_48109	uncom_48109	target_48109	task_TrackInfo_48109	next_48109	CanAcceptMenu_48109	UncompleteMenu_48109	CompleteMenu_48109					0	1	0	0	0				repute_jianghu|60418383	
48111	以血起誓		s120303	4	WorldNpc05105	WorldNpc05105	24	24			48109	48112		3174								title_48111	context_48111	context_48111;menu_48111	complete_48111;submit_48111	uncom_48111	target_48111	task_TrackInfo_48111	next_48111	CanAcceptMenu_48111	UncompleteMenu_48111	CompleteMenu_48111					0	1	0	0	0				repute_jianghu|60418383	
48112	以血起誓		s120303	4	WorldNpc05105	WorldNpc05105	24	24			48111	48113		3174			7026					title_48112	context_48112	context_48112;menu_48112	complete_48112;submit_48112	uncom_48112	target_48112	task_TrackInfo_48112	next_48112	CanAcceptMenu_48112	UncompleteMenu_48112	CompleteMenu_48112					0	1	0	0	0				repute_jianghu|60418383	
48113	以血起誓		s120303	4	WorldNpc05105	WorldNpc05103	24	24			48112	48115		3174								title_48113	context_48113	context_48113;menu_48113	complete_48113;submit_48113	uncom_48113	target_48113	task_TrackInfo_48113	next_48113	CanAcceptMenu_48113	UncompleteMenu_48113	CompleteMenu_48113					0	1	0	0	0				repute_jianghu|60418383	
48115	以血起誓		s120303	4	WorldNpc05103	WorldNpc05103	24	24			48113	48116		3174								title_48115	context_48115	context_48115;menu_48115	complete_48115;submit_48115	uncom_48115	target_48115	task_TrackInfo_48115	next_48115	CanAcceptMenu_48115	UncompleteMenu_48115	CompleteMenu_48115					0	1	0	0	0				repute_jianghu|60418383	
48116	以血起誓		s120303	4	WorldNpc05103	WorldNpc05103	24	24			48115	48117		3174								title_48116	context_48116	context_48116;menu_48116	complete_48116;submit_48116	uncom_48116	target_48116	task_TrackInfo_48116	next_48116	CanAcceptMenu_48116	UncompleteMenu_48116	CompleteMenu_48116					0	1	0	0	0				repute_jianghu|60418383	
48117	以血起誓		s120303	4	WorldNpc05103	WorldNpc05103	24	24			48116	48118		3174								title_48117	context_48117	context_48117;menu_48117	complete_48117;submit_48117	uncom_48117	target_48117	task_TrackInfo_48117	next_48117	CanAcceptMenu_48117	UncompleteMenu_48117	CompleteMenu_48117					0	1	0	0	0				repute_jianghu|60418383	
48118	以血起誓		s120303	4	WorldNpc05103	WorldNpc05106	24	24			48117	48119		3174								title_48118	context_48118	context_48118;menu_48118	complete_48118	uncom_48118	target_48118	task_TrackInfo_48118	next_48118	CanAcceptMenu_48118	UncompleteMenu_48118	CompleteMenu_48118					0	1	0	0	0				repute_jianghu|60418383	
48119	以血起誓		s120303	4	WorldNpc05106	WorldNpc05103	24	24			48118	48120		3174								title_48119	context_48119	context_48119;menu_48119	complete_48119;submit_48119	uncom_48119	target_48119	task_TrackInfo_48119	next_48119	CanAcceptMenu_48119	UncompleteMenu_48119	CompleteMenu_48119					0	1	0	0	0				repute_jianghu|60418383	
48120	油尽灯枯		s120304	4	WorldNpc05103	WorldNpc05107	24	24			48119	48122		3174								title_48120	context_48120	accept_48120_1;menu_48120_1	complete_48120;submit_48120	uncom_48120	target_48120	task_TrackInfo_48120	next_48120	CanAcceptMenu_48120	UncompleteMenu_48120	CompleteMenu_48120					0	1	0	0	0				repute_jianghu|60418383	
48122	油尽灯枯		s120304	4	WorldNpc05107	WorldNpc05103	24	24			48120	48123		3174								title_48122	context_48122	accept_48122_1;menu_48122_1	complete_48122;submit_48122	uncom_48122	target_48122	task_TrackInfo_48122	next_48122	CanAcceptMenu_48122	UncompleteMenu_48122	CompleteMenu_48122					0	1	0	0	0				repute_jianghu|60418383	
48123	油尽灯枯		s120304	4	WorldNpc05103	WorldNpc05103	24	24			48122	48124		3174								title_48123	context_48123	context_48123;menu_48123	complete_48123;submit_48123	uncom_48123	target_48123	task_TrackInfo_48123	next_48123	CanAcceptMenu_48123	UncompleteMenu_48123	CompleteMenu_48123					0	1	0	0	0				repute_jianghu|60418383	
48124	油尽灯枯		s120304	4	WorldNpc05103	WorldNpc05103	24	24			48123	48125		3174								title_48124	context_48124	context_48124;menu_48124	complete_48124;submit_48124	uncom_48124	target_48124	task_TrackInfo_48124	next_48124	CanAcceptMenu_48124	UncompleteMenu_48124	CompleteMenu_48124					0	1	0	0	0				repute_jianghu|60418383	
48125	油尽灯枯		s120304	4	WorldNpc05103	WorldNpc05102	24	24			48124	48126		3174								title_48125	context_48125	context_48125;menu_48125	complete_48125;submit_48125	uncom_48125	target_48125	task_TrackInfo_48125	next_48125	CanAcceptMenu_48125	UncompleteMenu_48125	CompleteMenu_48125					0	1	0	0	0				repute_jianghu|60418383	
48126	油尽灯枯		s120304	4	WorldNpc05102	WorldNpc05108	24	24			48125	48127		3174								title_48126	context_48126	context_48126;menu_48126	complete_48126;submit_48126	uncom_48126	target_48126	task_TrackInfo_48126	next_48126	CanAcceptMenu_48126	UncompleteMenu_48126	CompleteMenu_48126					0	1	0	0	0				repute_jianghu|60418383	
48127	油尽灯枯		s120304	4	WorldNpc05108	WorldNpc05108	24	24			48126	48128		3174								title_48127	context_48127	context_48127;menu_48127	complete_48127;submit_48127	uncom_48127	target_48127	task_TrackInfo_48127	next_48127	CanAcceptMenu_48127	UncompleteMenu_48127	CompleteMenu_48127					0	1	0	0	0				repute_jianghu|60418383	
48128	油尽灯枯		s120304	4	WorldNpc05108	WorldNpc05108	24	24			48127	48129		3174			7027;7028					title_48128	context_48128	context_48128;menu_48128	complete_48128;submit_48128	uncom_48128	target_48128	task_TrackInfo_48128	next_48128	CanAcceptMenu_48128	UncompleteMenu_48128	CompleteMenu_48128					0	1	0	0	0				repute_jianghu|60418383	
48129	油尽灯枯		s120304	4	WorldNpc05108	WorldNpc05102	24	24			48128	48130		3174								title_48129	context_48129	context_48129;menu_48129	complete_48129;submit_48129	uncom_48129	target_48129	task_TrackInfo_48129	next_48129	CanAcceptMenu_48129	UncompleteMenu_48129	CompleteMenu_48129					0	1	0	0	0				repute_jianghu|60418383	
48130	油尽灯枯		s120304	4	WorldNpc05102	WorldNpc05103	24	24			48129	48131		3174			7029;7030					title_48130	context_48130	accept_48130_1;menu_48130_1	complete_48130;submit_48130	uncom_48130	target_48130	task_TrackInfo_48130	next_48130	CanAcceptMenu_48130	UncompleteMenu_48130	CompleteMenu_48130					0	1	0	0	0				repute_jianghu|60418383	
48131	油尽灯枯		s120304	4	WorldNpc05103	WorldNpc05102	24	24			48130	48132		3174								title_48131	context_48131	context_48131;menu_48131	complete_48131;submit_48131	uncom_48131	target_48131	task_TrackInfo_48131	next_48131	CanAcceptMenu_48131	UncompleteMenu_48131	CompleteMenu_48131					0	1	0	0	0				repute_jianghu|60418383	
48132	油尽灯枯		s120304	4	WorldNpc05102	WorldNpc03811	24	8			48131	48134		3174								title_48132	context_48132	context_48132;menu_48132	complete_48132;submit_48132	uncom_48132	target_48132	task_TrackInfo_48132	next_48132	CanAcceptMenu_48132	UncompleteMenu_48132	CompleteMenu_48132					0	1	0	0	0				repute_jianghu|60418383	
48134	嗜血迷案		s120401	4	WorldNpc03811	WorldNpc03840	8	8			48132	48137		3174								title_48134	context_48134	context_48134;menu_48134	complete_48134;submit_48134	uncom_48134	target_48134	task_TrackInfo_48134	next_48134	CanAcceptMenu_48134	UncompleteMenu_48134	CompleteMenu_48134					0	1	0	0	0				repute_jianghu|60418383	
48137	嗜血迷案		s120401	4	WorldNpc03840	WorldNpc03838	8	8			48134	48138		3174								title_48137	context_48137	context_48137;menu_48137	complete_48137;submit_48137	uncom_48137	target_48137	task_TrackInfo_48137	next_48137	CanAcceptMenu_48137	UncompleteMenu_48137	CompleteMenu_48137					0	1	0	0	0				repute_jianghu|60418383	
48138	嗜血迷案		s120401	4	WorldNpc03838	WorldNpc03833	8	8			48137	48139		3174			7020					title_48138	context_48138	context_48138;menu_48138	complete_48138;submit_48138	uncom_48138	target_48138	task_TrackInfo_48138	next_48138	CanAcceptMenu_48138	UncompleteMenu_48138	CompleteMenu_48138					0	1	0	0	0				repute_jianghu|60418383	
48139	嗜血迷案		s120401	4	WorldNpc03833	WorldNpc03833	8	8			48138	48140		3174								title_48139	context_48139	context_48139;menu_48139	complete_48139;submit_48139	uncom_48139	target_48139	task_TrackInfo_48139	next_48139	CanAcceptMenu_48139	UncompleteMenu_48139	CompleteMenu_48139					0	1	0	0	0				repute_jianghu|60418383	
48140	嗜血迷案		s120401	4	WorldNpc03833	WorldNpc03811	8	8			48139	48142		3174								title_48140	context_48140	context_48140;menu_48140	complete_48140;submit_48140	uncom_48140	target_48140	task_TrackInfo_48140	next_48140	CanAcceptMenu_48140	UncompleteMenu_48140	CompleteMenu_48140					0	1	0	0	0				repute_jianghu|60418383	
48142	嗜血迷案		s120401	4	WorldNpc03811	WorldNpc03822	8	8			48140	48143		3174								title_48142	context_48142	context_48142;menu_48142	complete_48142;submit_48142	uncom_48142	target_48142	task_TrackInfo_48142	next_48142	CanAcceptMenu_48142	UncompleteMenu_48142	CompleteMenu_48142					0	1	0	0	0				repute_jianghu|60418383	
48143	嗜血迷案		s120401	4	WorldNpc03822	WorldNpc03822	8	8			48142	48145		3174								title_48143	context_48143	context_48143;menu_48143	complete_48143;submit_48143	uncom_48143	target_48143	task_TrackInfo_48143	next_48143	CanAcceptMenu_48143	UncompleteMenu_48143	CompleteMenu_48143					0	1	0	0	0				repute_jianghu|60418383	
48145	嗜血迷案		s120401	4	WorldNpc03822	WorldNpc03801	8	8			48143	48146		3174								title_48145	context_48145	accept_48145_1;menu_48145_1	complete_48145;submit_48145	uncom_48145	target_48145	task_TrackInfo_48145	next_48145	CanAcceptMenu_48145	UncompleteMenu_48145	CompleteMenu_48145					0	1	0	0	0				repute_jianghu|60418383	
48146	千里寻踪		s120402	4	WorldNpc03801	WorldNpc03811	8	8			48145	48147		3174								title_48146	context_48146	accept_48146_1;menu_48146_1	complete_48146;submit_48146	uncom_48146	target_48146	task_TrackInfo_48146	next_48146	CanAcceptMenu_48146	UncompleteMenu_48146	CompleteMenu_48146					0	1	0	0	0				repute_jianghu|60418383	
48147	千里寻踪		s120402	4	WorldNpc03811	WorldNpc03835	8	8			48146	48148		3174								title_48147	context_48147	context_48147;menu_48147	complete_48147	uncom_48147	target_48147	task_TrackInfo_48147	next_48147	CanAcceptMenu_48147	UncompleteMenu_48147	CompleteMenu_48147					0	1	0	0	0				repute_jianghu|60418383	
48148	千里寻踪		s120402	4	WorldNpc03835	WorldNpc03835	8	8			48147	48149		3174			7021					title_48148	context_48148	context_48148;menu_48148	complete_48148;submit_48148	uncom_48148	target_48148	task_TrackInfo_48148	next_48148	CanAcceptMenu_48148	UncompleteMenu_48148	CompleteMenu_48148					0	1	0	0	0				repute_jianghu|60418383	
48149	千里寻踪		s120402	4	WorldNpc03835	WorldNpc09602	8	17			48148	48150		3174								title_48149	context_48149	context_48149;menu_48149	complete_48149;submit_48149	uncom_48149	target_48149	task_TrackInfo_48149	next_48149	CanAcceptMenu_48149	UncompleteMenu_48149	CompleteMenu_48149					0	1	0	0	0				repute_jianghu|60418383	
48150	千里寻踪		s120402	4	WorldNpc09602	WorldNpc09602	17	17			48149	48152		3174								title_48150	context_48150	context_48150;menu_48150	complete_48150;submit_48150	uncom_48150	target_48150	task_TrackInfo_48150	next_48150	CanAcceptMenu_48150	UncompleteMenu_48150	CompleteMenu_48150					0	1	0	0	0				repute_jianghu|60418383	
48152	千里寻踪		s120402	4	WorldNpc09602	FuncNpc00639	17	17			48150	48153		3174								title_48152	context_48152	context_48152;menu_48152	complete_48152;submit_48152	uncom_48152	target_48152	task_TrackInfo_48152	next_48152	CanAcceptMenu_48152	UncompleteMenu_48152	CompleteMenu_48152					0	1	0	0	0				repute_jianghu|60418383	
48153	千里寻踪		s120402	4	FuncNpc00639	FuncNpc00639	17	17			48152	48154		3174								title_48153	context_48153	context_48153;menu_48153	complete_48153;submit_48153	uncom_48153	target_48153	task_TrackInfo_48153	next_48153	CanAcceptMenu_48153	UncompleteMenu_48153	CompleteMenu_48153					0	1	0	0	0				repute_jianghu|60418383	
48154	千里寻踪		s120402	4	FuncNpc00639	WorldNpc09799	17	17			48153	48155		3174								title_48154	context_48154	context_48154;menu_48154	complete_48154;submit_48154	uncom_48154	target_48154	task_TrackInfo_48154	next_48154	CanAcceptMenu_48154	UncompleteMenu_48154	CompleteMenu_48154					0	1	0	0	0				repute_jianghu|60418383	
48155	千里寻踪		s120402	4	WorldNpc09799	WorldNpc09799	17	17			48154	48156		3174								title_48155	context_48155	context_48155;menu_48155	complete_48155;submit_48155	uncom_48155	target_48155	task_TrackInfo_48155	next_48155	CanAcceptMenu_48155	UncompleteMenu_48155	CompleteMenu_48155					0	1	0	0	0				repute_jianghu|60418383	
48156	千里寻踪		s120402	4	WorldNpc09799	WorldNpc09602	17	17			48155	48157		3174								title_48156	context_48156	context_48156;menu_48156	complete_48156;submit_48156	uncom_48156	target_48156	task_TrackInfo_48156	next_48156	CanAcceptMenu_48156	UncompleteMenu_48156	CompleteMenu_48156					0	1	0	0	0				repute_jianghu|60418383	
48157	千里寻踪		s120402	4	WorldNpc09602	WorldNpc09802	17	17			48156	48158		3174								title_48157	context_48157	context_48157;menu_48157	complete_48157;submit_48157	uncom_48157	target_48157	task_TrackInfo_48157	next_48157	CanAcceptMenu_48157	UncompleteMenu_48157	CompleteMenu_48157					0	1	0	0	0				repute_jianghu|60418383	
48158	元凶浮出		s120403	4	WorldNpc09802	WorldNpc09802	17	17			48157	48159		3174								title_48158	context_48158	context_48158;menu_48158	complete_48158;submit_48158	uncom_48158	target_48158	task_TrackInfo_48158	next_48158	CanAcceptMenu_48158	UncompleteMenu_48158	CompleteMenu_48158					0	1	0	0	0				repute_jianghu|60418383	
48159	元凶浮出		s120403	4	WorldNpc09802	WorldNpc09801	17	17			48158	48160		3174								title_48159	context_48159	accept_48159_1;menu_48159_1	complete_48159;submit_48159	uncom_48159	target_48159	task_TrackInfo_48159	next_48159	CanAcceptMenu_48159	UncompleteMenu_48159	CompleteMenu_48159					0	1	0	0	0				repute_jianghu|60418383	
48160	元凶浮出		s120403	4	WorldNpc09801	WorldNpc09801	17	17			48159	48161		3174								title_48160	context_48160	context_48160;menu_48160	complete_48160;submit_48160	uncom_48160	target_48160	task_TrackInfo_48160	next_48160	CanAcceptMenu_48160	UncompleteMenu_48160	CompleteMenu_48160					0	1	0	0	0				repute_jianghu|60418383	
48161	元凶浮出		s120403	4	WorldNpc09801	WorldNpc09814	17	17			48160	48162		3174								title_48161	context_48161	context_48161;menu_48161	complete_48161;submit_48161	uncom_48161	target_48161	task_TrackInfo_48161	next_48161	CanAcceptMenu_48161	UncompleteMenu_48161	CompleteMenu_48161					0	1	0	0	0				repute_jianghu|60418383	
48162	元凶浮出		s120403	4	WorldNpc09814	WorldNpc09815	17	17			48161	48164		3174								title_48162	context_48162	context_48162;menu_48162	complete_48162;submit_48162	uncom_48162	target_48162	task_TrackInfo_48162	next_48162	CanAcceptMenu_48162	UncompleteMenu_48162	CompleteMenu_48162					0	1	0	0	0				repute_jianghu|60418383	
48164	元凶浮出		s120403	4	WorldNpc09815	WorldNpc09815	17	17			48162	48167		3174								title_48164	context_48164	context_48164;menu_48164	complete_48164;submit_48164	uncom_48164	target_48164	task_TrackInfo_48164	next_48164	CanAcceptMenu_48164	UncompleteMenu_48164	CompleteMenu_48164					0	1	0	0	0				repute_jianghu|60418383	
48167	元凶浮出		s120403	4	WorldNpc09815	WorldNpc09815	17	17			48164	48168		3174								title_48167	context_48167	context_48167;menu_48167	complete_48167;submit_48167	uncom_48167	target_48167	task_TrackInfo_48167	next_48167	CanAcceptMenu_48167	UncompleteMenu_48167	CompleteMenu_48167					0	1	0	0	0				repute_jianghu|60418383	
48168	元凶浮出		s120403	4	WorldNpc09815	WorldNpc09816	17	17			48167	48169		3174								title_48168	context_48168	context_48168;menu_48168	complete_48168;submit_48168	uncom_48168	target_48168	task_TrackInfo_48168	next_48168	CanAcceptMenu_48168	UncompleteMenu_48168	CompleteMenu_48168					0	1	0	0	0				repute_jianghu|60418383	
48169	元凶浮出		s120403	4	WorldNpc09816	WorldNpc09816	17	17			48168	48170		3174								title_48169	context_48169	context_48169;menu_48169	complete_48169;submit_48169	uncom_48169	target_48169	task_TrackInfo_48169	next_48169	CanAcceptMenu_48169	UncompleteMenu_48169	CompleteMenu_48169					0	1	0	0	0				repute_jianghu|60418383	
48170	终结之行		s120404	4	WorldNpc09816	WorldNpc03811	17	8			48169	48171		3174								title_48170	context_48170	context_48170;menu_48170	complete_48170;submit_48170	uncom_48170	target_48170	task_TrackInfo_48170	next_48170	CanAcceptMenu_48170	UncompleteMenu_48170	CompleteMenu_48170					0	1	0	0	0				repute_jianghu|60418383	
48171	终结之行		s120404	4	WorldNpc03811	WorldNpc03858	8	8			48170	48172		3174								title_48171	context_48171	context_48171;menu_48171	complete_48171;submit_48171	uncom_48171	target_48171	task_TrackInfo_48171	next_48171	CanAcceptMenu_48171	UncompleteMenu_48171	CompleteMenu_48171					0	1	0	0	0				repute_jianghu|60418383	
48172	终结之行		s120404	4	WorldNpc03858	WorldNpc03811	8	8			48171	48173		3174			7023					title_48172	context_48172	context_48172;menu_48172	complete_48172;submit_48172	uncom_48172	target_48172	task_TrackInfo_48172	next_48172	CanAcceptMenu_48172	UncompleteMenu_48172	CompleteMenu_48172					0	1	0	0	0				repute_jianghu|60418383	
48173	终结之行		s120404	4	WorldNpc03811	WorldNpc03825	8	8			48172	48174		3174								title_48173	context_48173	context_48173;menu_48173	complete_48173	uncom_48173	target_48173	task_TrackInfo_48173	next_48173	CanAcceptMenu_48173	UncompleteMenu_48173	CompleteMenu_48173					0	1	0	0	0				repute_jianghu|60418383	
48174	终结之行		s120404	4	WorldNpc03825	WorldNpc03825	8	8			48173	48176		3174								title_48174	context_48174	context_48174;menu_48174	complete_48174;submit_48174	uncom_48174	target_48174	task_TrackInfo_48174	next_48174	CanAcceptMenu_48174	UncompleteMenu_48174	CompleteMenu_48174					0	1	0	0	0				repute_jianghu|60418383	
48176	终结之行		s120404	4	WorldNpc03825	WorldNpc03811	8	8			48174	48177		3174								title_48176	context_48176	context_48176;menu_48176	complete_48176;submit_48176	uncom_48176	target_48176	task_TrackInfo_48176	next_48176	CanAcceptMenu_48176	UncompleteMenu_48176	CompleteMenu_48176					0	1	0	0	0				repute_jianghu|60418383	
48177	终结之行		s120404	4	WorldNpc03811	WorldNpc03811	8	8			48176	48178		3174								title_48177	context_48177	context_48177;menu_48177	complete_48177;submit_48177	uncom_48177	target_48177	task_TrackInfo_48177	next_48177	CanAcceptMenu_48177	UncompleteMenu_48177	CompleteMenu_48177					0	1	0	0	0				repute_jianghu|60418383	
48178	终结之行		s120404	4	WorldNpc03811	WorldNpc03858	8	8			48177	48179		3174								title_48178	context_48178	context_48178;menu_48178	complete_48178;submit_48178	uncom_48178	target_48178	task_TrackInfo_48178	next_48178	CanAcceptMenu_48178	UncompleteMenu_48178	CompleteMenu_48178					0	1	0	0	0				repute_jianghu|60418383	
48179	终结之行		s120404	4	WorldNpc03858	WorldNpc03858	8	8			48178	48180		3174								title_48179	context_48179	context_48179;menu_48179	complete_48179;submit_48179	uncom_48179	target_48179	task_TrackInfo_48179	next_48179	CanAcceptMenu_48179	UncompleteMenu_48179	CompleteMenu_48179					0	1	0	0	0				repute_jianghu|60418383	
48180	终结之行		s120404	4	WorldNpc03858	WorldNpc03811	8	8			48179	48181		3174			7024					title_48180	context_48180	context_48180;menu_48180	complete_48180;submit_48180	uncom_48180	target_48180	task_TrackInfo_48180	next_48180	CanAcceptMenu_48180	UncompleteMenu_48180	CompleteMenu_48180					0	1	0	0	0				repute_jianghu|60418383	
48181	终结之行		s120404	4	WorldNpc03811	WorldNpc03816	8	8			48180	48182		3174								title_48181	context_48181	context_48181;menu_48181	complete_48181;submit_48181	uncom_48181	target_48181	task_TrackInfo_48181	next_48181	CanAcceptMenu_48181	UncompleteMenu_48181	CompleteMenu_48181					0	1	0	0	0				repute_jianghu|60418383	
48182	终结之行		s120404	4	WorldNpc03816	WorldNpc03808	8	8			48181	48183		3174								title_48182	context_48182	context_48182;menu_48182	complete_48182;submit_48182	uncom_48182	target_48182	task_TrackInfo_48182	next_48182	CanAcceptMenu_48182	UncompleteMenu_48182	CompleteMenu_48182					0	1	0	0	0				repute_jianghu|60418383	
48183	暗中寻亲		s120501	4	WorldNpc03808	WorldNpc04004	8	8			48182	48185		3174								title_48183	context_48183	context_48183;menu_48183	complete_48183;submit_48183	uncom_48183	target_48183	task_TrackInfo_48183	next_48183	CanAcceptMenu_48183	UncompleteMenu_48183	CompleteMenu_48183					0	1	0	0	0				repute_jianghu|60418383	
48185	暗中寻亲		s120501	4	WorldNpc04004	WorldNpc04004	8	8			48183	48187		3174								title_48185	context_48185	context_48185;menu_48185	complete_48185;submit_48185	uncom_48185	target_48185	task_TrackInfo_48185	next_48185	CanAcceptMenu_48185	UncompleteMenu_48185	CompleteMenu_48185					0	1	0	0	0				repute_jianghu|60418383	
48187	暗中寻亲		s120501	4	WorldNpc04004	WorldNpc04026	8	8			48185	48188		3174								title_48187	context_48187	context_48187;menu_48187	complete_48187;submit_48187	uncom_48187	target_48187	task_TrackInfo_48187	next_48187	CanAcceptMenu_48187	UncompleteMenu_48187	CompleteMenu_48187					0	1	0	0	0				repute_jianghu|60418383	
48188	暗中寻亲		s120501	4	WorldNpc04026	WorldNpc04026	8	8			48187	48189		3174								title_48188	context_48188	context_48188;menu_48188	complete_48188;submit_48188	uncom_48188	target_48188	task_TrackInfo_48188	next_48188	CanAcceptMenu_48188	UncompleteMenu_48188	CompleteMenu_48188					0	1	0	0	0				repute_jianghu|60418383	
48189	暗中寻亲		s120501	4	WorldNpc04026	WorldNpc04024	8	8			48188	48191		3174								title_48189	context_48189	context_48189;menu_48189	complete_48189;submit_48189	uncom_48189	target_48189	task_TrackInfo_48189	next_48189	CanAcceptMenu_48189	UncompleteMenu_48189	CompleteMenu_48189					0	1	0	0	0				repute_jianghu|60418383	
48191	暗中寻亲		s120501	4	WorldNpc04024	WorldNpc04026	8	8			48189	48192		3174			7031					title_48191	context_48191	context_48191;menu_48191	complete_48191;submit_48191	uncom_48191	target_48191	task_TrackInfo_48191	next_48191	CanAcceptMenu_48191	UncompleteMenu_48191	CompleteMenu_48191					0	1	0	0	0				repute_jianghu|60418383	
48192	暗中寻亲		s120501	4	WorldNpc04026	WorldNpc04057	8	8			48191	48195		3174								title_48192	context_48192	context_48192;menu_48192	complete_48192;submit_48192	uncom_48192	target_48192	task_TrackInfo_48192	next_48192	CanAcceptMenu_48192	UncompleteMenu_48192	CompleteMenu_48192					0	1	0	0	0				repute_jianghu|60418383	
48195	扑朔迷离		s120502	4	WorldNpc04057	WorldNpc04057	8	8			48192	48196		3174								title_48195	context_48195	context_48195;menu_48195	complete_48195;submit_48195	uncom_48195	target_48195	task_TrackInfo_48195	next_48195	CanAcceptMenu_48195	UncompleteMenu_48195	CompleteMenu_48195					0	1	0	0	0				repute_jianghu|60418383	
48196	扑朔迷离		s120502	4	WorldNpc04057	WorldNpc04059	8	8			48195	48197		3174								title_48196	context_48196	context_48196;menu_48196	complete_48196;submit_48196	uncom_48196	target_48196	task_TrackInfo_48196	next_48196	CanAcceptMenu_48196	UncompleteMenu_48196	CompleteMenu_48196					0	1	0	0	0				repute_jianghu|60418383	
48197	扑朔迷离		s120502	4	WorldNpc04059	WorldNpc04059	8	8			48196	48198		3174								title_48197	context_48197	context_48197;menu_48197	complete_48197;submit_48197	uncom_48197	target_48197	task_TrackInfo_48197	next_48197	CanAcceptMenu_48197	UncompleteMenu_48197	CompleteMenu_48197					0	1	0	0	0				repute_jianghu|60418383	
48198	扑朔迷离		s120502	4	WorldNpc04059	WorldNpc03808	8	8			48197	48200		3174								title_48198	context_48198	context_48198;menu_48198	complete_48198;submit_48198	uncom_48198	target_48198	task_TrackInfo_48198	next_48198	CanAcceptMenu_48198	UncompleteMenu_48198	CompleteMenu_48198					0	1	0	0	0				repute_jianghu|60418383	
48200	扑朔迷离		s120502	4	WorldNpc03808	WorldNpc03808	8	8			48198	48201		3174								title_48200	context_48200	context_48200;menu_48200	complete_48200;submit_48200	uncom_48200	target_48200	task_TrackInfo_48200	next_48200	CanAcceptMenu_48200	UncompleteMenu_48200	CompleteMenu_48200					0	1	0	0	0				repute_jianghu|60418383	
