NPC编号	对象类型	名称	隐藏地面贴花	模型编号	头像	类型	NPC种类ID	响应范围	脚本编号	机关npc类型	1：可反复触发，不填默认只能触发1次	初始状态	机关触发后的状态	机关的触发动作	机关的恢复动作	触发后是否需要恢复原来状态0:否    1:是	"默认是否被打开,0:可开启，1：不可开启"	恢复原来状态的时间(ms)	采集动作名	触发读条时间(ms)	触发机关需要物品和提示(物品/个数/扣除表示/不足提示id)	NPC阵营	籍贯	平生	门派	AI编号	巡逻模式	寻路是是否转向	走路速度	跑步速度	路径编号	是否可选中	鼠标形状	机关开启人数（仅SpringMachineNpc可用）（不填则默认为1人）	AI编辑包	是否预载入模型	缩放
MacClone005004	SpringMachineNpc		1	npc\fbmac005006		173	4	3	npc\clone\clone005\spring_8DoorNpc_Random.lua	2	1	closeloop	openloop	open	close	0	1	-1	interact041	5000												2	5				
MacClone005022	SpringMachineNpc		1	npc\fbmac005006		173	4	3	npc\clone\clone005\spring_8DoorNpc_Random.lua	2	1	closeloop	openloop	open	close	0	1	-1	interact041	5000												2	5				
MacClone005023	SpringMachineNpc		1	npc\fbmac005006		173	4	3	npc\clone\clone005\spring_8DoorNpc_Random.lua	2	1	closeloop	openloop	open	close	0	1	-1	interact041	5000												2	5				
MacClone005024	SpringMachineNpc		1	npc\fbmac005006		173	4	3	npc\clone\clone005\spring_8DoorNpc_Random.lua	2	1	closeloop	openloop	open	close	0	1	-1	interact041	5000												2	5				
MacClone005025	SpringMachineNpc		1	npc\fbmac005006		173	4	3	npc\clone\clone005\spring_8DoorNpc_Random.lua	2	1	closeloop	openloop	open	close	0	1	-1	interact041	5000												2	5				
MacClone005026	SpringMachineNpc		1	npc\fbmac005006		173	4	3	npc\clone\clone005\spring_8DoorNpc_Random.lua	2	1	closeloop	openloop	open	close	0	1	-1	interact041	5000												2	5				
MacClone005027	SpringMachineNpc		1	npc\fbmac005006		173	4	3	npc\clone\clone005\spring_8DoorNpc_Random.lua	2	1	closeloop	openloop	open	close	0	1	-1	interact041	5000												2	5				
MacClone005028	SpringMachineNpc		1	npc\fbmac005006		173	4	3	npc\clone\clone005\spring_8DoorNpc_Random.lua	2	1	closeloop	openloop	open	close	0	1	-1	interact041	5000												2	5				
MacClone005029	SpringMachineNpc		1	npc\fbmac005009		173	4	3		2	1	closeloop	openloop	open	close	0	1	-1	interact041	5000												2	5				
MacClone005030	SpringMachineNpc		1	npc\fbmac005008		173	4	3		2	1	closeloop	openloop	open	close	0	1	-1	interact041	5000												2	5				
MacClone005031	SpringMachineNpc		1	npc\fbmac005009		173	4	3		2	1	closeloop	openloop	open	close	0	1	-1	interact041	5000												2	5				
MacClone005032	SpringMachineNpc		1	npc\fbmac005009		173	4	3		2	1	closeloop	openloop	open	close	0	1	-1	interact041	5000												2	5				
MacClone005033	SpringMachineNpc		1	npc\fbmac005009		173	4	3		2	1	closeloop	openloop	open	close	0	1	-1	interact041	5000												2	5				
MacClone005034	SpringMachineNpc		1	npc\fbmac00011		173	4	3		2	1	closeloop	openloop	open	close	0	1	-1	interact041	5000												2	5				
MacClone005035	SpringMachineNpc		1	npc\fbmac00011		173	4	3		2	1	closeloop	openloop	open	close	0		-1	interact041	5000												2	5				
MacClone005036	SpringMachineNpc		1	npc\fbmac00035		173	4	3		2	1	closeloop	openloop	open	close	0	1	-1	interact041	5000												2	5				
MacClone005037	SpringMachineNpc		1	npc\fbmac005008		173	4	3		2	1	closeloop	openloop	open	close	0	1	-1	interact041	5000												2	5				
MacClone005038	SpringMachineNpc		1	npc\fbmac00040		173	4	3		2	1	closeloop	openloop	open	close	0	1	-1	interact041	5000												2	5				
MacClone005051	SpringMachineNpc		1	npc\fbmac005003		173	4	3		2	1	closeloop	openloop	open	close	0	1	-1	interact041	5000												2	5				
MacClone005052	SpringMachineNpc		1	npc\fbmac005012		173	4	3		2	1	closeloop	openloop	open	close	0	1	-1	interact041	5000												2	5				
MacClone005053	SpringMachineNpc		1	npc\fbmac005008		173	4	3		2	1	closeloop	openloop	open	close	0	1	-1	interact041	5000												2	5				
MacClone005054	SpringMachineNpc		1	npc\fbmac005008		173	4	3		2	1	closeloop	openloop	open	close	0	1	-1	interact041	5000												2	5				
MacClone005055	SpringMachineNpc		1	npc\fbmac005007		173	4	3		2	1	closeloop	openloop	open	close	0	1	-1	interact041	5000												2	5				
MacClone005056	SpringMachineNpc		1	npc\fbmac005009		173	4	3		2	1	closeloop	openloop	open	close	0	1	-1	interact041	5000												2	5				
MacClone005057	SpringMachineNpc		1	npc\fbmac005008		173	4	3		2	1	closeloop	openloop	open	close	0	1	-1	interact041	5000												2	5				
MacClone005058	SpringMachineNpc		1	npc\fbmac005007		173	4	3		2	1	closeloop	openloop	open	close	0	1	-1	interact041	5000												2	5				
MacClone005059	SpringMachineNpc		1	npc\fbmac005007		173	4	3		2	1	closeloop	openloop	open	close	0	1	-1	interact041	5000												2	5				
MacClone005060	SpringMachineNpc		1	npc\fbmac005008		173	4	3		2	1	closeloop	openloop	open	close	0	1	-1	interact041	5000												2	5				
MacClone005061	SpringMachineNpc		1	npc\fbmac005008		173	4	3		2	1	closeloop	openloop	open	close	0	1	-1	interact041	5000												2	5				
MacClone005062	SpringMachineNpc		1	npc\fbmac005005		173	4	3		2	1	closeloop	openloop	open	close	0	1	-1	interact041	5000												2	5				
MacClone005063	SpringMachineNpc		1	npc\fbmac005009		173	4	3		2	1	closeloop	openloop	open	close	0	1	-1	interact041	5000												2	5				
MacClone005064	SpringMachineNpc		1	npc\fbmac005009		173	4	3		2	1	closeloop	openloop	open	close	0	1	-1	interact041	5000												2	5				
MacClone005101w	CommonNpc	解馋迷宫机关	1	npc\fbmac00036		164	4	3		2	1	closeloop	openloop	open	close	0	0	-1	interact041	3000												2	5				
MacClone005102w	CommonNpc	解馋迷宫机关	1	npc\fbmac00036		164	4	3		2	1	closeloop	openloop	open	close	0	0	-1	interact041	3000												2	5				
MacClone005103w	CommonNpc	解馋迷宫机关	1	npc\fbmac00036		164	4	3		2	1	closeloop	openloop	open	close	0	0	-1	interact041	3000												2	5				
MacClone005104w	SpringMachineNpc	解馋迷宫门	1	npc\fbmac005009		173	4	3		2	1	closeloop	openloop	open	close	0	1	-1	interact041	5000												0	5				
MacClone005105w	SpringMachineNpc	解馋迷宫门	1	npc\fbmac005009		173	4	3		2	1	openloop	closeloop	close	open	0	1	-1	interact041	5000												0	5				
MacClone005106w	SpringMachineNpc	解馋迷宫门	1	npc\fbmac005009		173	4	3		2	1	closeloop	openloop	open	close	0	1	-1	interact041	5000												0	5				
MacClone005107w	SpringMachineNpc	解馋迷宫门	1	npc\fbmac005009		173	4	3		2	1	openloop	closeloop	close	open	0	1	-1	interact041	5000												0	5				
MacClone005108w	SpringMachineNpc	解馋迷宫门	1	npc\fbmac005009		173	4	3		2	1	closeloop	openloop	open	close	0	1	-1	interact041	5000												0	5				
MacClone005109w	SpringMachineNpc	解馋迷宫门	1	npc\fbmac005009		173	4	3		2	1	openloop	closeloop	close	open	0	1	-1	interact041	5000												0	5				
MacClone005110w	SpringMachineNpc	解馋迷宫门	1	npc\fbmac005009		173	4	3		2	1	closeloop	openloop	open	close	0	1	-1	interact041	5000												0	5				
MacClone005111w	SpringMachineNpc	解馋迷宫门	1	npc\fbmac005009		173	4	3		2	1	openloop	closeloop	close	open	0	1	-1	interact041	5000												0	5				
																																					
																																					
MacClone007004	SpringMachineNpc		1	npc\fbmac00201		174	4	2	npc\clone\clone007\lu.lua	2	1					0			interact035	2000												2	5				
MacClone007005	SpringMachineNpc		1	npc\fbmac00202		174	4	2	npc\clone\clone007\lu.lua	2	1					0			interact035	2000												2	5				
MacClone007006	SpringMachineNpc		1	npc\fbmac00203		174	4	2	npc\clone\clone007\lu.lua	2	1					0			interact035	2000												2	5				
MacClone007007	SpringMachineNpc		1	npc\fbmac00204		174	4	2	npc\clone\clone007\lu.lua	2	1					0			interact035	2000												2	5				
MacClone007008	SpringMachineNpc		1	npc\fbmac00205		174	4	2	npc\clone\clone007\lu.lua	2	1					0			interact035	2000												2	5				
MacClone007009	FlyNpc		1	npc\fbmac00531		48	4	1																								0	0				
MacClone007010	FlyNpc		1	npc\fbmac00521		48	4	1																								0	0				
MacClone007011	FlyNpc		1	npc\fbmac00521		48	4	1	npc\clone\clone007\pole_machine_npc.lua																							0	0				
MacClone007012	SpringMachineNpc		1	npc\fbmac00036		173	4	3	npc\clone\clone007\dragen_machine_npc.lua	2	1	closeloop	openloop	open	close	0			interact041	5000												2	5				
MacClone007013	SpringMachineNpc		1	npc\fbmac00206_a		173	4	5	npc\clone\clone007\ChouTi.lua	2	1	stand	1_stand	1_standfree01	standfree01	0		10000	interact041	1000												2	9		529		
MacClone007014	SpringMachineNpc		1	npc\fbmac00206_b		173	4	5	npc\clone\clone007\ChouTi.lua	2	1	stand	1_stand	1_standfree01	standfree01	0		10000	interact041	1000												2	9		529		
MacClone007015	SpringMachineNpc		1	npc\fbmac00206_c		173	4	5	npc\clone\clone007\ChouTi.lua	2	1	stand	1_stand	1_standfree01	standfree01	0		10000	interact041	1000												2	9		529		
MacClone007016	SpringMachineNpc		1	npc\fbmac00206_d		173	4	5	npc\clone\clone007\ChouTi.lua	2	1	stand	1_stand	1_standfree01	standfree01	0		10000	interact041	1000												2	9		529		
MacClone007017	SpringMachineNpc		1	npc\fbmac00206_e		173	4	5	npc\clone\clone007\ChouTi.lua	2	1	stand	1_stand	1_standfree01	standfree01	0		10000	interact041	1000												2	9		529		
MacClone007018	SpringMachineNpc		1	npc\fbmac00206_f		173	4	5	npc\clone\clone007\ChouTi.lua	2	1	stand	1_stand	1_standfree01	standfree01	0		10000	interact041	1000												2	9		529		
MacClone007019	SpringMachineNpc		1	npc\fbmac00206_g		173	4	5	npc\clone\clone007\ChouTi.lua	2	1	stand	1_stand	1_standfree01	standfree01	0		10000	interact041	1000												2	9		529		
MacClone007020	SpringMachineNpc		1	npc\fbmac00206_h		173	4	5	npc\clone\clone007\ChouTi.lua	2	1	stand	1_stand	1_standfree01	standfree01	0		10000	interact041	1000												2	9		529		
MacClone007021	SpringMachineNpc		1	npc\fbmac00206_i		173	4	5	npc\clone\clone007\ChouTi.lua	2	1	stand	1_stand	1_standfree01	standfree01	0		10000	interact041	1000												2	9		529		
MacClone007022	SpringMachineNpc		1	npc\fbmac00206_j		173	4	5	npc\clone\clone007\ChouTi.lua	2	1	stand	1_stand	1_standfree01	standfree01	0		10000	interact041	1000												2	9		529		
MacClone007023	SpringMachineNpc		1	npc\fbmac00206_k		173	4	5	npc\clone\clone007\ChouTi.lua	2	1	stand	1_stand	1_standfree01	standfree01	0		10000	interact041	1000												2	9		529		
MacClone007024	SpringMachineNpc		1	npc\fbmac00206_l		173	4	5	npc\clone\clone007\ChouTi.lua	2	1	stand	1_stand	1_standfree01	standfree01	0		10000	interact041	1000												2	9		529		
MacClone007025	SpringMachineNpc		1	npc\fbmac00206_m		173	4	5	npc\clone\clone007\ChouTi.lua	2	1	stand	1_stand	1_standfree01	standfree01	0		10000	interact041	1000												2	9		529		
MacClone007026	SpringMachineNpc		1	npc\fbmac00206_n		173	4	5	npc\clone\clone007\ChouTi.lua	2	1	stand	1_stand	1_standfree01	standfree01	0		10000	interact041	1000												2	9		529		
MacClone007027	SpringMachineNpc		1	npc\fbmac00206_o		173	4	5	npc\clone\clone007\ChouTi.lua	2	1	stand	1_stand	1_standfree01	standfree01	0		10000	interact041	1000												2	9		529		
MacClone007028	SpringMachineNpc		1	npc\fbmac00206_p		173	4	5	npc\clone\clone007\ChouTi.lua	2	1	stand	1_stand	1_standfree01	standfree01	0		10000	interact041	1000												2	9		529		
MacClone007029	SpringMachineNpc		1	npc\fbmac00206_q		173	4	5	npc\clone\clone007\ChouTi.lua	2	1	stand	1_stand	1_standfree01	standfree01	0		10000	interact041	1000												2	9		529		
MacClone007030	SpringMachineNpc		1	npc\fbmac00206_r		173	4	5	npc\clone\clone007\ChouTi.lua	2	1	stand	1_stand	1_standfree01	standfree01	0		10000	interact041	1000												2	9		529		
MacClone007031	SpringMachineNpc		1	npc\fbmac00206_s		173	4	5	npc\clone\clone007\ChouTi.lua	2	1	stand	1_stand	1_standfree01	standfree01	0		10000	interact041	1000												2	9		529		
MacClone007032	SpringMachineNpc		1	npc\fbmac00206_t		173	4	5	npc\clone\clone007\ChouTi.lua	2	1	stand	1_stand	1_standfree01	standfree01	0		10000	interact041	1000												2	9		529		
MacClone007033	SpringMachineNpc		1	npc\fbmac00184		173	4	2		-1	1	stand	1_stand	standfree01	1_standfree01	0		10000	interact041	1000												0	0				
MacClone007034	SpringMachineNpc		1	npc\fbmac00184		173	4	2		-1	1	stand	1_stand	standfree01	1_standfree01	0	1	10000	interact041	1000												0	0				
MacClone007036	SpringMachineNpc		1	npc\fbmac00036		173	4	3	npc\clone\clone007\dragen_machine_npc.lua	2	1	close	open	openloop	closeloop	0		10000	interact041	5000												2	5				
MacClone007037	SpringMachineNpc		1	npc\fbmac007003		173	4	2		2	1					0		10000	interact041	5000												2	5				
MacClone007038	SpringMachineNpc		1	npc\fbmac00036		173	4	3		2		closeloop	openloop	open	close	0			interact041	10000												2	5				
MacClone007039	SpringMachineNpc		1	npc\fbmac00036		173	4	3		2		closeloop	openloop	open	close	0			interact041	10000												2	5				
MacClone007040	SpringMachineNpc		1	npc\fbmac00036		173	4	3		2		closeloop	openloop	open	close	0			interact041	10000												2	5				
MacClone007041	SpringMachineNpc		1	npc\fbmac00036		173	4	3		2		closeloop	openloop	open	close	0			interact041	10000												2	5				
MacClone007042	SpringMachineNpc		1	npc\fbmac00036		173	4	3		2		closeloop	openloop	open	close	0			interact041	10000												2	5				
																																					
BlockClone007001	SpringMachineNpc		1	npc\fbmac00185		173	4	3	npc\clone\clone007\door.lua	2	1	closeloop	openloop	open	close	0		10000	interact041	5000												2	5				
BlockClone007002	SpringMachineNpc		1	npc\fbmac00186		173	4	3	npc\clone\clone007\door.lua	2	1	closeloop	openloop	open	close	0		10000	interact041	5000												2	5				
BlockClone007003	SpringMachineNpc		1	npc\fbmac00187		173	4	3	npc\clone\clone007\door.lua	2	1	closeloop	openloop	open	close	0		10000	interact041	5000												2	5				
BlockClone007004	SpringMachineNpc		1	npc\fbmac00188		173	4	3	npc\clone\clone007\door.lua	2	1	closeloop	openloop	open	close	0		10000	interact041	5000												2	5				
BlockClone007005	SpringMachineNpc		1	npc\fbmac00189		173	4	3	npc\clone\clone007\door.lua	2	1	closeloop	openloop	open	close	0		10000	interact041	5000												2	5				
BlockClone007006	SpringMachineNpc		1	npc\fbmac00190		173	4	3	npc\clone\clone007\door.lua	2	1	closeloop	openloop	open	close	0		10000	interact041	5000												2	5				
BlockClone007007	SpringMachineNpc		1	npc\fbmac00191		173	4	3	npc\clone\clone007\door.lua	2	1	closeloop	openloop	open	close	0		10000	interact041	5000												2	5				
BlockClone007008	SpringMachineNpc		1	npc\fbmac00192		173	4	3	npc\clone\clone007\door.lua	2	1	closeloop	openloop	open	close	0		10000	interact041	5000												2	5				
																																					
BlockClone007009	SpringMachineNpc		1	npc\fbmac00193		173	4	3	npc\clone\clone007\door.lua	2	1	closeloop	openloop	open	close	0		30000	interact041	5000												2	5				
BlockClone007010	SpringMachineNpc		1	npc\fbmac00194		173	4	3	npc\clone\clone007\door.lua	2	1	closeloop	openloop	open	close	0		30000	interact041	5000												2	5				
BlockClone007011	SpringMachineNpc		1	npc\fbmac00195		173	4	3	npc\clone\clone007\door.lua	2	1	closeloop	openloop	open	close	0		30000	interact041	5000												2	5				
BlockClone007012	SpringMachineNpc		1	npc\fbmac00196		173	4	3	npc\clone\clone007\door.lua	2	1	closeloop	openloop	open	close	0		30000	interact041	5000												2	5				
BlockClone007013	SpringMachineNpc		1	npc\fbmac00197		173	4	3	npc\clone\clone007\door.lua	2	1	closeloop	openloop	open	close	0	1	30000	interact041	5000												2	5				
BlockClone007014	SpringMachineNpc	璇玑门-地狱	1	npc\fbmac00197		173	4	3	npc\clone\clone007\door.lua	2	1	closeloop	openloop	open	close	0	1	30000	interact041	5000												2	5				
BlockClone007015	SpringMachineNpc	玄真门地狱	1	npc\fbmac00196		173	4	3	npc\clone\clone007\door.lua	2	1	closeloop	openloop	open	close	0		30000	interact041	5000	"TaskItemClone_007021,1,0,clone007068"											2	5				
BlockClone007016	SpringMachineNpc	璇玑门-普通、困难	1	npc\fbmac00197		173	4	3	npc\clone\clone007\door.lua	2	1	closeloop	openloop	open	close	0	1	30000	interact041	5000												2	5				
BlockClone007017	SpringMachineNpc	剑门-普通	1	npc\fbmac00197		173	4	3		2	1	closeloop	openloop	open	close	0	1	30000	interact041	5000												2	5				
																																					
																																					
																																					
																																					
MacClone004001	SpringMachineNpc		1	npc\fbmac004004	icon\funcnpc\fbmac00517.png	173	4	3	npc\clone\clone004\MacClone004001.lua	2		closeloop	openloop	open	close	0			interact041	5000												2	5				
MacClone004002	SpringMachineNpc		1	npc\fbmac00036	icon\funcnpc\fbmac00036.png	173	4	3	npc\spring_machine_npc.lua	2	1	closeloop	openloop	open	close	0			interact041	5000												2	5				
MacClone004003	SpringMachineNpc		1	npc\fbmac00036	icon\funcnpc\fbmac00036.png	173	4	3	npc\clone\clone004\MacClone004003.lua	2	1	closeloop	openloop	open	close	0			interact041	5000												2	5				
MacClone004004	SpringMachineNpc		1	npc\fbmac00036	icon\funcnpc\fbmac00036.png	173	4	3	npc\clone\clone004\MacClone004004.lua	2	1	closeloop	openloop	open	close	0			interact041	5000												2	5				
MacClone004005	SpringMachineNpc		1	npc\fbmac004004	icon\funcnpc\fbmac00517.png	173	4	3	npc\clone\clone004\MacClone004005.lua	2		closeloop	openloop	open	close	0			interact041	5000												2	5				
MacClone004006	SpringMachineNpc		1	npc\fbmac00518	icon\funcnpc\fbmac00518.png	173	4	3	npc\clone\clone004\MacClone004006.lua	2		closeloop	openloop	open	close	0			interact041	5000												2	5				
MacClone004007	SpringMachineNpc		1	npc\fbmac00518	icon\funcnpc\fbmac00518.png	173	4	3	npc\spring_machine_npc.lua	2		closeloop	openloop	open	close	0			interact041	5000												2	5				
MacClone004008	SpringMachineNpc		1	npc\fbmac004007	icon\funcnpc\itemnpc044.png	173	4	3	npc\spring_machine_npc.lua	2	1	closeloop	openloop	open	close	0			interact041	5000												2	5				
macclone004009	SpringMachineNpc		1	npc\fbmac004008	icon\funcnpc\fbmac004008png	173	4	3	npc\spring_machine_npc.lua	2	1	closeloop	openloop	open	close	0			interact041	5000												2	5				
macclone004011	SpringMachineNpc		1	npc\fbmac004003	icon\funcnpc\fbmac00517.png	173	4	3	npc\spring_machine_npc.lua	2	1	closeloop	openloop	open	close	0			interact041	5000												2	5				
macclone004012	SpringMachineNpc		1	npc\fbmac004001	icon\funcnpc\fbmac015017.png	173	4	3	npc\spring_machine_npc.lua	-1	1	closeloop	openloop	open	close	0			interact041	5000												2	5				
macclone004013	SpringMachineNpc		1	npc\fbmac004001	icon\funcnpc\fbmac015017.png	173	4	3	npc\spring_machine_npc.lua	-1	1	closeloop	openloop	open	close	0			interact041	5000												2	5				
macclone004014	SpringMachineNpc		1	npc\fbmac004002	icon\funcnpc\fbmac015017.png	173	4	3	npc\spring_machine_npc.lua	2	1	openloop				0			interact041	5000												2	5				
macclone004015	SpringMachineNpc	机关	1	npc\fbmac00036	icon\funcnpc\fbmac00036.png	173	4	3	npc\clone\clone004\MacClone004015.lua	2	1	closeloop	openloop	open	close	0			interact041	5000												2	5				
MacClone004016	SpringMachineNpc	暗影洞1	1	npc\fbmac021033	icon\funcnpc\clonedoor.png	173	4	0	npc\spring_machine_npc.lua	2	1	closeloop	openloop	open	close	0		-1	interact041	2000												2	5				
MacClone004017	SpringMachineNpc	暗影洞2	1	npc\fbmac021033	icon\funcnpc\clonedoor.png	173	4	0	npc\spring_machine_npc.lua	2	1	closeloop	openloop	open	close	0		-1	interact041	2000												2	5				
MacClone004018	SpringMachineNpc	暗影洞3	1	npc\fbmac021033	icon\funcnpc\clonedoor.png	173	4	0	npc\spring_machine_npc.lua	2	1	closeloop	openloop	open	close	0		-1	interact041	2000												2	5				
MacClone004019	SpringMachineNpc	暗影洞4	1	npc\fbmac021033	icon\funcnpc\clonedoor.png	173	4	0	npc\spring_machine_npc.lua	2	1	closeloop	openloop	open	close	0		-1	interact041	2000												2	5				
MacClone004020	SpringMachineNpc	暗影洞5	1	npc\fbmac021033	icon\funcnpc\clonedoor.png	173	4	0	npc\spring_machine_npc.lua	2	1	closeloop	openloop	open	close	0		-1	interact041	2000												2	5				
																																					
																																					
																																					
MacClone004100	SpringMachineNpc	城门	1	npc\fbmac004002	icon\funcnpc\fbmac015017.png	173	4	3	npc\clone\clone004\MacClone004100.lua	1		openloop				1	1		interact041	5000												2	5				
BlockClone009002	SpringMachineNpc		1	npc\fbmac00243		173	4	1	npc\spring_machine_npc.lua	2	1	stand	1_stand	1_standfree01	standfree01	0			interact041	5000												2	5				
BlockClone009003	SpringMachineNpc		1	npc\fbmac00245		173	4	3	npc\spring_machine_npc.lua	2	1			openloop	closeloop	0			interact041	5000												2	5				
BlockClone009004	SpringMachineNpc		1	npc\fbmac00246		173	4	3	npc\spring_machine_npc.lua	2	1			openloop	closeloop	0			interact041	5000												2	5				
BlockClone009005	SpringMachineNpc		1	npc\fbmac00248		173	4	3	npc\spring_machine_npc.lua	2	1			openloop	closeloop	0			interact041	5000												2	5				
BlockClone009008	SpringMachineNpc		1	npc\fbmac00249		173	4	3	npc\spring_machine_npc.lua	2	1			openloop	closeloop	0			interact041	5000												2	5				
BlockClone009009	SpringMachineNpc		1	npc\fbmac00254		173	4	3	npc\spring_machine_npc.lua	2	1			openloop	closeloop	0			interact041	5000												2	5				
BlockClone009010	SpringMachineNpc		1	npc\fbmac00255		173	4	3	npc\spring_machine_npc.lua	2	1			openloop	closeloop	0			interact041	5000												2	5				
macclone009001	SpringMachineNpc		1	npc\fbmac003011		173	4	3	npc\spring_machine_npc.lua	2	1																										
macclone009003	SpringMachineNpc		1	npc\itemnpc514		163	4	1		1	1	openloop	closeloop	close	open	0																2	5				
																																					
																																2	5				
BlockClone019002	SpringMachineNpc		1	npc\fbmac019011	icon\funcnpc\fbmac019011.png	173	4	5.5	npc\spring_machine_npc.lua	-1	1			open	close	1			interact041	3000												2	5				
BlockClone019003	SpringMachineNpc		1	npc\fbmac019013	icon\funcnpc\fbmac019013.png	173	4	5.5	npc\spring_machine_npc.lua	-1	1			open	close	0			interact041	3000												2	5				
BlockClone019004	SpringMachineNpc		1	npc\fbmac019011	icon\funcnpc\fbmac019011.png	173	4	5.5	npc\spring_machine_npc.lua	-1	1			open	close	0			interact041	3000												2	5				
BlockClone019005	SpringMachineNpc		1	npc\fbmac019012	icon\funcnpc\fbmac019012.png	173	4	5.5	npc\spring_machine_npc.lua	-1	1			open	close	0			interact041	5000	"taskitemclone019011,1,1,16153"											2	5				
BlockClone019011	SpringMachineNpc		1	npc\fbmac019011a		173	4	5.5	npc\spring_machine_npc.lua	-1	1			open	close	0			interact041	5000												2	5				
BlockClone019008	SpringMachineNpc		1	npc\fbmac019011a		173	4	5.5	npc\spring_machine_npc.lua	-1	1			open	close	0			interact041	5000												2	5				
BlockClone019009	SpringMachineNpc		1	npc\fbmac019011a	icon\funcnpc\fbmac019011.png	173	4	5.5	npc\spring_machine_npc.lua	-1	1			open	close	0			interact041	3000												2	5				
BlockClone019010	SpringMachineNpc		1	npc\fbmac019011	icon\funcnpc\fbmac019011.png	173	4	5.5	npc\spring_machine_npc.lua	-1	1			open	close	0			interact041	3000												2	5				
MacClone019003	SpringMachineNpc	火把	1	npc\fbmac019004	icon\funcnpc\fbmac019004.png	173	4	1.5	npc\spring_machine_npc.lua	2				open	close	0			interact041	3000												2	5				
MacClone019013	SpringMachineNpc		1	npc\fbmac019006		173	4	2	npc\clone\clone019\spring_machine_npc.lua	2				open	close	0			interact041	2000												2	5				
BlockClone019012	SpringMachineNpc		1	npc\fbmac019014	icon\funcnpc\fbmac019014.png	173	4	5.5	npc\spring_machine_npc.lua	-1	1			open	close	1			interact041	3000												2	5				
BlockClone019013	SpringMachineNpc		1	npc\fbmac019022	icon\funcnpc\fbmac019022.png	173	4	5	npc\spring_machine_npc.lua	-1	1			open	close	1			interact041	3000												2	5				
BlockClone019014	SpringMachineNpc		1	npc\fbmac019022	icon\funcnpc\fbmac019022.png	173	4	5	npc\spring_machine_npc.lua	-1	1			open	close	1			interact041	3000																	
BlockClone019015	SpringMachineNpc		1	npc\fbmac019006		173	4	3	npc\clone\clone019\spring_machine_addbuf.lua	2				open	close	0			interact041	0												2	5				
BlockClone019016	SpringMachineNpc		1	npc\fbmac019006		173	4	4	npc\clone\clone019\spring_machine_npc.lua	2				open	close	0			interact041	0												2	5				
BlockClone019017	SpringMachineNpc		1	npc\fbmac019005		173	4	2	npc\clone\clone019\spring_machine_addbuf.lua	2				open	close	0			interact041	0												2	5				
BlockClone019018	SpringMachineNpc		1	npc\fbmac019005		173	4	3	npc\clone\clone019\spring_machine_npc.lua	2				open	close	0			interact041	0												2	5				
MacClone019022	SpringMachineNpc		1	npc\fbmac019006		173	4	4	npc\spring_machine_npc.lua	-1				open	close	0			interact041	0												2	5				
MacClone019023	SpringMachineNpc		1	npc\fbmac019006		173	4	4	npc\spring_machine_npc.lua	-1				open	close	0			interact041	0												2	5				
MacClone019024	SpringMachineNpc		1	npc\fbmac019006		173	4	4	npc\spring_machine_npc.lua	-1				open	close	0			interact041	0												2	5				
MacClone019025	SpringMachineNpc	火把	1	npc\fbmac019004	icon\funcnpc\fbmac019004.png	173	4	1.5		2	1			open	close	1		2000	interact041	1000												2	5				
MacClone019026	SpringMachineNpc	火把	1	npc\fbmac019004	icon\funcnpc\fbmac019004.png	173	4	1.5		2	1			open	close	1		2000	interact041	3000												2	5				
MacClone019027	SpringMachineNpc	火把	1	npc\fbmac019004	icon\funcnpc\fbmac019004.png	173	4	1.5		2	1			open	close	1		2000	interact041	4000												2	5				
MacClone019028	SpringMachineNpc	机关	1	npc\fbmac005019		173	4	1.5		2	1			open	close	0		1000	interact041	2000												2	5				
MacClone019029	SpringMachineNpc	机关	1	npc\fbmac005019		173	4	1.5		2	1			open	close	0		1000	interact041	2000												2	5				
MacClone019030	SpringMachineNpc	机关	1	npc\fbmac005019		173	4	1.5		2	1			open	close	0		1000	interact041	2000												2	5				
BlockClone019019	SpringMachineNpc	布袋	1	npc\itemnpc560		173	4	5	npc\spring_machine_npc.lua	2				open	close	0			interact041	2000												2	5				
BlockClone019080	SpringMachineNpc	机关	1	npc\fbmac019034		173	4	5	npc\spring_machine_npc.lua	2				open	close	0			interact041	2000												2	5				
BlockClone019081	SpringMachineNpc	机关	1	npc\fbmac019034		173	4	5	npc\spring_machine_npc.lua	2				open	close	0			interact041	2000												2	5				
BlockClone019082	SpringMachineNpc	机关	1	npc\fbmac019034		173	4	5	npc\spring_machine_npc.lua	2				open	close	0			interact041	2000												2	5				
BlockClone019083	SpringMachineNpc	机关	1	npc\fbmac019034		173	4	5	npc\spring_machine_npc.lua	2				open	close	0			interact041	2000												2	5				
BlockClone019084	SpringMachineNpc	牢笼	1	npc\itemnpc606		173	4	5		-1	1			open	close	0																2	5				
																																					
																																					
macclone013001	SpringMachineNpc		1	npc\fbmac013001		202	4	5	npc\spring_machine_npc.lua	2	1	closeloop	openloop	open	close	0		-1	interact041	5000												2	5				
macclone013002	SpringMachineNpc		1	npc\fbmac013002	icon\funcnpc\fbmac013002.png	202	4	20	npc\spring_machine_npc.lua	2		closeloop	openloop	open	close	0		-1	interact041	5000												2	5				
macclone013003	SpringMachineNpc		1	npc\fbmac013003		202	4	20	npc\spring_machine_npc.lua	-1		closeloop	openloop	open	close	0		-1														0	0				
